id,name,total,over_votes,under_votes,Write-in,Christina Bertrand Hines,Eric Chung,Tim Greimel
997646000002,"Sterling Heights, Precinct 2",472,,,3,229,129,111
997646000003,"Sterling Heights, Precinct 3",414,,,3,177,128,106
997646000004,"Sterling Heights, Precinct 4",446,,,1,158,185,102
997646000005,"Sterling Heights, Precinct 5",349,,,1,162,100,86
997646000006,"Sterling Heights, Precinct 6",336,,,1,164,111,60
997646000007,"Sterling Heights, Precinct 7",303,,,3,105,111,84
997646000008,"Sterling Heights, Precinct 8",317,,,2,129,101,85
997646000009,"Sterling Heights, Precinct 9",365,,,1,157,122,85
997646000010,"Sterling Heights, Precinct 10",370,,,2,148,129,91
997646000011,"Sterling Heights, Precinct 11",439,,,2,181,125,131
997646000012,"Sterling Heights, Precinct 12",279,,,2,133,95,49
997646000013,"Sterling Heights, Precinct 13",349,,,5,119,132,93
997646000014,"Sterling Heights, Precinct 14",810,,,3,324,238,245
997646000015,"Sterling Heights, Precinct 15",339,,,1,146,121,71
997646000017,"Sterling Heights, Precinct 17",183,,,1,80,55,47
997646000018,"Sterling Heights, Precinct 18",258,,,1,116,85,56
997646000019,"Sterling Heights, Precinct 19",245,,,3,105,84,53
997646000020,"Sterling Heights, Precinct 20",295,,,0,140,84,71
997646000021,"Sterling Heights, Precinct 21",740,,,2,311,222,205
997646000022,"Sterling Heights, Precinct 22",351,,,1,161,107,82
997646000023,"Sterling Heights, Precinct 23",349,,,0,150,101,98
997646000025,"Sterling Heights, Precinct 25",177,,,0,71,53,53
997646000026,"Sterling Heights, Precinct 26",362,,,2,137,154,69
997646000027,"Sterling Heights, Precinct 27",310,,,1,129,102,78
997646000028,"Sterling Heights, Precinct 28",344,,,1,160,100,83
997646000029,"Sterling Heights, Precinct 29",383,,,1,188,100,94
997646000030,"Sterling Heights, Precinct 30",386,,,0,153,131,102
997646000031,"Sterling Heights, Precinct 31",394,,,0,174,97,123
997646000032,"Sterling Heights, Precinct 32",316,,,2,150,88,76
997646000033,"Sterling Heights, Precinct 33",207,,,2,77,77,51
997646000034,"Sterling Heights, Precinct 34",419,,,1,175,121,122
997646000035,"Sterling Heights, Precinct 35",422,,,6,204,144,68
997646000036,"Sterling Heights, Precinct 36",445,,,0,241,121,83
997646000037,"Sterling Heights, Precinct 37",282,,,0,127,96,59
997646000038,"Sterling Heights, Precinct 38",402,,,6,175,142,79
997646000039,"Sterling Heights, Precinct 39",361,,,4,158,121,78
997646000040,"Sterling Heights, Precinct 40",529,,,4,246,149,130
997646000042,"Sterling Heights, Precinct 42",564,,,1,280,181,102
997646000043,"Sterling Heights, Precinct 43",572,,,6,250,203,113
998154000001,"Utica, Precinct 1",585,,,4,296,137,148
998400001001,"Warren, Precinct 1",410,,,5,198,121,86
998400002002,"Warren, Precinct 2",346,,,6,129,121,90
998400002003,"Warren, Precinct 3",377,,,5,154,104,114
998400001004,"Warren, Precinct 4",391,,,2,184,116,89
998400001005,"Warren, Precinct 5",466,,,5,179,178,104
998400005006,"Warren, Precinct 6",196,,,1,100,53,42
998400005007,"Warren, Precinct 7",206,,,2,109,62,33
998400005008,"Warren, Precinct 8",230,,,1,107,84,38
998400003009,"Warren, Precinct 9",222,,,0,107,63,52
998400003010,"Warren, Precinct 10",4,,,0,1,3,0
998400005011,"Warren, Precinct 11",173,,,1,84,62,26
998400005012,"Warren, Precinct 12",74,,,0,34,27,13
998400003013,"Warren, Precinct 13",369,,,3,217,94,55
998400004014,"Warren, Precinct 14",196,,,0,109,62,25
998400004015,"Warren, Precinct 15",230,,,1,107,71,51
998400004016,"Warren, Precinct 16",207,,,0,106,67,34
998400005017,"Warren, Precinct 17",82,,,1,36,25,20
998400002018,"Warren, Precinct 18",398,,,5,193,99,101
998400002019,"Warren, Precinct 19",531,,,7,239,168,117
998400005020,"Warren, Precinct 20",381,,,2,165,150,64
998400005021,"Warren, Precinct 21",388,,,4,200,115,69
998400003022,"Warren, Precinct 22",181,,,2,102,54,23
998400004023,"Warren, Precinct 23",248,,,0,113,91,44
998400004024,"Warren, Precinct 24",155,,,0,77,47,31
998400004025,"Warren, Precinct 25",314,,,4,178,80,52
998400003026,"Warren, Precinct 26",319,,,2,172,93,52
998400003027,"Warren, Precinct 27",517,,,2,308,127,80
998400004028,"Warren, Precinct 28",460,,,2,260,128,70
998400003029,"Warren, Precinct 29",441,,,1,216,127,97
998400004030,"Warren, Precinct 30",423,,,1,235,113,74
998400001031,"Warren, Precinct 31",342,,,3,164,120,55
998400002032,"Warren, Precinct 32",524,,,3,235,182,104
998400002033,"Warren, Precinct 33",278,,,5,130,100,43
998400001034,"Warren, Precinct 34",370,,,5,187,124,54
998400001035,"Warren, Precinct 35",293,,,3,111,139,40
998400002036,"Warren, Precinct 36",470,,,2,212,158,98
998400005037,"Warren, Precinct 37",593,,,10,321,167,95
998400005038,"Warren, Precinct 38",424,,,5,188,136,95
998400005039,"Warren, Precinct 39",384,,,2,187,105,90
998400002040,"Warren, Precinct 40",471,,,1,219,176,75
998400001041,"Warren, Precinct 41",385,,,6,141,147,91
998400001042,"Warren, Precinct 42",568,,,3,314,147,104
998400002043,"Warren, Precinct 43",386,,,1,227,87,71
998400003044,"Warren, Precinct 44",485,,,4,264,126,91
998400004045,"Warren, Precinct 45",367,,,4,188,112,63
998400003046,"Warren, Precinct 46",479,,,0,279,122,78
998400004047,"Warren, Precinct 47",232,,,1,138,62,31
998400003048,"Warren, Precinct 48",270,,,3,140,75,52
998400003049,"Warren, Precinct 49",365,,,1,175,129,60
998400002050,"Warren, Precinct 50",391,,,3,178,141,69
998400001051,"Warren, Precinct 51",241,,,2,97,81,61
998400001052,"Warren, Precinct 52",352,,,1,179,98,74
998400004053,"Warren, Precinct 53",492,,,5,245,158,84
991652000001,"Clinton Township, Precinct 1",769,,,0,360,175,234
991652000002,"Clinton Township, Precinct 2",656,,,2,324,159,171
991652000003,"Clinton Township, Precinct 3",834,,,6,371,240,217
991652000004,"Clinton Township, Precinct 4",531,,,1,265,152,113
991652000005,"Clinton Township, Precinct 5",795,,,4,409,223,159
991652000006,"Clinton Township, Precinct 6",983,,,1,439,271,272
991652000007,"Clinton Township, Precinct 7",465,,,1,226,140,98
991652000008,"Clinton Township, Precinct 8",887,,,5,464,290,128
991652000009,"Clinton Township, Precinct 9",645,,,1,316,219,109
991652000010,"Clinton Township, Precinct 10",879,,,0,447,212,220
991652000011,"Clinton Township, Precinct 11",709,,,0,371,216,122
991652000012,"Clinton Township, Precinct 12",627,,,0,319,177,131
991652000013,"Clinton Township, Precinct 13",703,,,3,330,213,157
991652000014,"Clinton Township, Precinct 14",683,,,2,411,162,108
991652000015,"Clinton Township, Precinct 15",746,,,5,340,250,151
991652000016,"Clinton Township, Precinct 16",705,,,4,359,193,149
991652000017,"Clinton Township, Precinct 17",547,,,2,295,166,84
991652000018,"Clinton Township, Precinct 18",644,,,8,249,273,114
993682000001,"Harrison Township, Precinct 1",569,,,3,295,153,118
993682000002,"Harrison Township, Precinct 2",515,,,1,264,132,118
993682000003,"Harrison Township, Precinct 3",473,,,1,211,150,111
993682000004,"Harrison Township, Precinct 4",727,,,1,395,165,166
993682000005,"Harrison Township, Precinct 5",567,,,6,324,135,102
993682000006,"Harrison Township, Precinct 6",247,,,1,115,66,65
995048000001,"Macomb Township, Precinct 1",550,,,4,266,145,135
995048000002,"Macomb Township, Precinct 2",618,,,3,301,172,142
995048000007,"Macomb Township, Precinct 7",438,,,2,185,159,92
995048000008,"Macomb Township, Precinct 8",578,,,0,265,168,145
995048000011,"Macomb Township, Precinct 11",326,,,1,181,88,56
997282000001,"Shelby Charter Township, Precinct 1",365,,,3,164,129,69
997282000002,"Shelby Charter Township, Precinct 2",602,,,0,276,153,173
997282000003,"Shelby Charter Township, Precinct 3",511,,,1,234,176,100
997282000004,"Shelby Charter Township, Precinct 4",439,,,1,198,136,104
997282000005,"Shelby Charter Township, Precinct 5",477,,,4,204,135,134
997282000006,"Shelby Charter Township, Precinct 6",406,,,2,197,137,70
997282000007,"Shelby Charter Township, Precinct 7",239,,,1,116,73,49
997282000008,"Shelby Charter Township, Precinct 8",335,,,1,159,90,85
997282000009,"Shelby Charter Township, Precinct 9",522,,,2,258,148,114
997282000010,"Shelby Charter Township, Precinct 10",542,,,1,256,158,127
997282000011,"Shelby Charter Township, Precinct 11",161,,,1,76,38,46
997282000012,"Shelby Charter Township, Precinct 12",634,,,0,301,183,150
997282000013,"Shelby Charter Township, Precinct 13",537,,,3,222,170,142
997282000014,"Shelby Charter Township, Precinct 14",644,,,2,255,184,203
997282000015,"Shelby Charter Township, Precinct 15",459,,,1,199,120,139
997282000016,"Shelby Charter Township, Precinct 16",355,,,1,163,111,80
997282000017,"Shelby Charter Township, Precinct 17",337,,,3,155,95,84
997282000018,"Shelby Charter Township, Precinct 18",329,,,6,177,87,59
997282000019,"Shelby Charter Township, Precinct 19",319,,,1,146,95,77
997282000020,"Shelby Charter Township, Precinct 20",408,,,1,185,108,114
