id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
991432000001,"Center Line, Precinct 1",287,,,1,100,176,10
991432000002,"Center Line, Precinct 2",244,,,0,141,90,13
991432000003,"Center Line, Precinct 3",492,,,1,240,235,16
991432000004,"Center Line, Precinct 4",143,,,0,63,68,12
992429000001,"Eastpointe, Precinct 1",619,,,3,367,222,27
992429000002,"Eastpointe, Precinct 2",525,,,1,264,246,14
992429000003,"Eastpointe, Precinct 3",554,,,0,298,232,24
992429000004,"Eastpointe, Precinct 4",790,,,3,495,265,27
992429000005,"Eastpointe, Precinct 5",818,,,2,523,265,28
992429000006,"Eastpointe, Precinct 6",490,,,0,296,173,21
992429000007,"Eastpointe, Precinct 7",708,,,2,435,232,39
992429000008,"Eastpointe, Precinct 8",655,,,0,445,199,11
993042000001,"Fraser, Precinct 1",451,,,0,227,205,19
993042000002,"Fraser, Precinct 2",545,,,0,281,249,15
993042000003,"Fraser, Precinct 3",406,,,0,215,180,11
993042000004,"Fraser, Precinct 4",348,,,0,176,160,12
993042000005,"Fraser, Precinct 5",433,,,0,245,169,19
998245300002,Grosse Pointe Shores 2,12,,,0,9,3,0
995296000001,"Memphis, Precinct 1",54,,,0,24,25,5
995582000001,"Mount Clemens, Precinct 1",272,,,0,179,82,11
995582000002,"Mount Clemens, Precinct 2",359,,,0,141,211,7
995582000003,"Mount Clemens, Precinct 3",441,,,0,170,255,16
995582000004,"Mount Clemens, Precinct 4",251,,,0,90,154,7
995582000005,"Mount Clemens, Precinct 5",371,,,0,187,166,18
995582000006,"Mount Clemens, Precinct 6",465,,,0,286,161,18
995710000001,"New Baltimore, Precinct 1",230,,,0,126,100,4
995710000002,"New Baltimore, Precinct 2",178,,,0,81,92,5
995710000003,"New Baltimore, Precinct 3",415,,,0,218,185,12
995710000004,"New Baltimore, Precinct 4",352,,,0,190,150,12
995710000005,"New Baltimore, Precinct 5",327,,,0,191,131,5
996838000001,"Richmond, Precinct 1",303,,,0,168,122,13
996838000002,"Richmond, Precinct 2",293,,,0,160,120,13
996980000001,"Roseville, Precinct 1",369,,,0,172,186,11
996980000002,"Roseville, Precinct 2",486,,,1,237,230,18
996980000003,"Roseville, Precinct 3",373,,,0,227,126,20
996980000004,"Roseville, Precinct 4",566,,,1,278,264,23
996980000005,"Roseville, Precinct 5",409,,,1,226,165,17
996980000006,"Roseville, Precinct 6",431,,,1,212,198,20
996980000007,"Roseville, Precinct 7",504,,,0,247,232,25
996980000008,"Roseville, Precinct 8",458,,,0,230,211,17
996980000009,"Roseville, Precinct 9",481,,,0,251,202,28
996980000010,"Roseville, Precinct 10",219,,,0,120,94,5
996980000011,"Roseville, Precinct 11",471,,,1,228,226,16
996980000012,"Roseville, Precinct 12",540,,,1,296,224,19
997076000001,"St. Clair Shores, Precinct 1",854,,,0,430,400,24
997076000002,"St. Clair Shores, Precinct 2",718,,,0,281,412,25
997076000003,"St. Clair Shores, Precinct 3",925,,,0,391,497,37
997076000004,"St. Clair Shores, Precinct 4",620,,,0,336,265,19
997076000005,"St. Clair Shores, Precinct 5",537,,,1,239,278,19
997076000006,"St. Clair Shores, Precinct 6",744,,,0,371,337,36
997076000007,"St. Clair Shores, Precinct 7",906,,,0,446,429,31
997076000008,"St. Clair Shores, Precinct 8",1087,,,0,525,545,17
997076000009,"St. Clair Shores, Precinct 9",870,,,1,435,382,52
997076000010,"St. Clair Shores, Precinct 10",993,,,0,523,430,40
997076000011,"St. Clair Shores, Precinct 11",885,,,0,409,445,31
997076000012,"St. Clair Shores, Precinct 12",667,,,0,306,332,29
997646000001,"Sterling Heights, Precinct 1",344,,,1,129,206,8
997646000002,"Sterling Heights, Precinct 2",511,,,0,198,297,16
997646000003,"Sterling Heights, Precinct 3",439,,,0,177,248,14
997646000004,"Sterling Heights, Precinct 4",471,,,0,166,292,13
997646000005,"Sterling Heights, Precinct 5",372,,,0,164,192,16
997646000006,"Sterling Heights, Precinct 6",358,,,0,142,199,17
997646000007,"Sterling Heights, Precinct 7",330,,,0,150,174,6
997646000008,"Sterling Heights, Precinct 8",337,,,0,149,179,9
997646000009,"Sterling Heights, Precinct 9",395,,,0,192,191,12
997646000010,"Sterling Heights, Precinct 10",400,,,0,202,191,7
997646000011,"Sterling Heights, Precinct 11",483,,,0,237,218,28
997646000012,"Sterling Heights, Precinct 12",297,,,0,124,157,16
997646000013,"Sterling Heights, Precinct 13",374,,,0,192,170,12
997646000014,"Sterling Heights, Precinct 14",869,,,0,511,323,35
997646000015,"Sterling Heights, Precinct 15",379,,,1,173,192,13
997646000017,"Sterling Heights, Precinct 17",200,,,0,97,99,4
997646000018,"Sterling Heights, Precinct 18",283,,,0,161,118,4
997646000019,"Sterling Heights, Precinct 19",264,,,0,125,130,9
997646000020,"Sterling Heights, Precinct 20",309,,,0,147,157,5
997646000021,"Sterling Heights, Precinct 21",797,,,2,402,369,24
997646000022,"Sterling Heights, Precinct 22",370,,,0,202,143,25
997646000023,"Sterling Heights, Precinct 23",386,,,1,208,167,10
997646000025,"Sterling Heights, Precinct 25",188,,,0,81,93,14
997646000026,"Sterling Heights, Precinct 26",374,,,0,182,177,15
997646000027,"Sterling Heights, Precinct 27",332,,,1,168,154,9
997646000028,"Sterling Heights, Precinct 28",371,,,0,220,141,10
997646000029,"Sterling Heights, Precinct 29",401,,,0,217,160,24
997646000030,"Sterling Heights, Precinct 30",421,,,0,205,193,23
997646000031,"Sterling Heights, Precinct 31",416,,,1,206,198,11
997646000032,"Sterling Heights, Precinct 32",352,,,0,165,175,12
997646000033,"Sterling Heights, Precinct 33",222,,,1,93,123,5
997646000034,"Sterling Heights, Precinct 34",450,,,0,213,217,20
997646000035,"Sterling Heights, Precinct 35",457,,,1,217,219,20
997646000036,"Sterling Heights, Precinct 36",472,,,0,237,224,11
997646000037,"Sterling Heights, Precinct 37",301,,,0,138,144,19
997646000038,"Sterling Heights, Precinct 38",441,,,0,237,192,12
997646000039,"Sterling Heights, Precinct 39",383,,,0,183,191,9
997646000040,"Sterling Heights, Precinct 40",559,,,0,251,286,22
997646000042,"Sterling Heights, Precinct 42",585,,,0,289,250,46
997646000043,"Sterling Heights, Precinct 43",619,,,0,326,282,11
998154000001,"Utica, Precinct 1",633,,,1,302,299,31
998400001001,"Warren, Precinct 1",426,,,2,175,232,17
998400002002,"Warren, Precinct 2",367,,,2,154,203,8
998400002003,"Warren, Precinct 3",400,,,0,140,249,11
998400001004,"Warren, Precinct 4",415,,,0,182,213,20
998400001005,"Warren, Precinct 5",503,,,0,179,309,15
998400005006,"Warren, Precinct 6",206,,,0,88,110,8
998400005007,"Warren, Precinct 7",218,,,0,105,108,5
998400005008,"Warren, Precinct 8",231,,,0,115,108,8
998400003009,"Warren, Precinct 9",226,,,0,114,106,6
998400003010,"Warren, Precinct 10",4,,,0,3,1,0
998400005011,"Warren, Precinct 11",178,,,0,83,83,12
998400005012,"Warren, Precinct 12",79,,,1,37,36,5
998400003013,"Warren, Precinct 13",399,,,0,220,170,9
998400004014,"Warren, Precinct 14",209,,,0,116,81,12
998400004015,"Warren, Precinct 15",240,,,0,115,111,14
998400004016,"Warren, Precinct 16",218,,,0,101,108,9
998400005017,"Warren, Precinct 17",88,,,1,49,35,3
998400002018,"Warren, Precinct 18",443,,,0,128,302,13
998400002019,"Warren, Precinct 19",584,,,0,265,303,16
998400005020,"Warren, Precinct 20",416,,,0,215,184,17
998400005021,"Warren, Precinct 21",418,,,0,239,163,16
998400003022,"Warren, Precinct 22",186,,,0,86,90,10
998400004023,"Warren, Precinct 23",264,,,0,120,133,11
998400004024,"Warren, Precinct 24",159,,,0,91,64,4
998400004025,"Warren, Precinct 25",335,,,0,158,160,17
998400003026,"Warren, Precinct 26",350,,,1,153,185,11
998400003027,"Warren, Precinct 27",547,,,2,289,234,22
998400004028,"Warren, Precinct 28",491,,,0,255,212,24
998400003029,"Warren, Precinct 29",476,,,0,200,259,17
998400004030,"Warren, Precinct 30",455,,,0,231,204,20
998400001031,"Warren, Precinct 31",376,,,0,97,264,15
998400002032,"Warren, Precinct 32",563,,,1,247,297,18
998400002033,"Warren, Precinct 33",290,,,0,124,161,5
998400001034,"Warren, Precinct 34",388,,,1,171,196,20
998400001035,"Warren, Precinct 35",308,,,0,112,192,4
998400002036,"Warren, Precinct 36",513,,,0,226,273,14
998400005037,"Warren, Precinct 37",632,,,0,277,329,26
998400005038,"Warren, Precinct 38",469,,,0,187,264,18
998400005039,"Warren, Precinct 39",401,,,0,195,186,20
998400002040,"Warren, Precinct 40",516,,,2,198,292,24
998400001041,"Warren, Precinct 41",415,,,1,135,271,8
998400001042,"Warren, Precinct 42",613,,,0,239,362,12
998400002043,"Warren, Precinct 43",413,,,0,219,185,9
998400003044,"Warren, Precinct 44",520,,,0,255,244,21
998400004045,"Warren, Precinct 45",399,,,0,225,157,17
998400003046,"Warren, Precinct 46",517,,,0,258,237,22
998400004047,"Warren, Precinct 47",244,,,0,117,117,10
998400003048,"Warren, Precinct 48",296,,,0,134,152,10
998400003049,"Warren, Precinct 49",389,,,0,184,192,13
998400002050,"Warren, Precinct 50",422,,,0,184,228,10
998400001051,"Warren, Precinct 51",248,,,0,123,119,6
998400001052,"Warren, Precinct 52",384,,,0,180,179,25
998400004053,"Warren, Precinct 53",517,,,0,277,217,23
990354000001,"Armada Township, Precinct 1",355,,,0,209,129,17
990354000002,"Armada Township, Precinct 2",217,,,0,124,88,5
991130000001,"Bruce Township, Precinct 1",243,,,0,130,106,7
991130000002,"Bruce Township, Precinct 2",326,,,0,188,123,15
991130000003,"Bruce Township, Precinct 3",276,,,1,165,98,12
991130000004,"Bruce Township, Precinct 4",253,,,0,139,105,9
991534000001,"Chesterfield Township, Precinct 1",658,,,2,360,266,30
991534000002,"Chesterfield Township, Precinct 2",510,,,1,255,232,22
991534000003,"Chesterfield Township, Precinct 3",775,,,1,520,220,34
991534000004,"Chesterfield Township, Precinct 4",771,,,0,414,319,38
991534000005,"Chesterfield Township, Precinct 5",577,,,0,317,230,30
991534000006,"Chesterfield Township, Precinct 6",517,,,0,277,228,12
991534000007,"Chesterfield Township, Precinct 7",408,,,0,201,185,22
991534000008,"Chesterfield Township, Precinct 8",342,,,0,226,102,14
991534000009,"Chesterfield Township, Precinct 9",825,,,1,439,360,25
991534000010,"Chesterfield Township, Precinct 10",630,,,1,380,217,32
991652000001,"Clinton Township, Precinct 1",798,,,0,452,283,63
991652000002,"Clinton Township, Precinct 2",702,,,0,426,254,22
991652000003,"Clinton Township, Precinct 3",905,,,1,476,383,45
991652000004,"Clinton Township, Precinct 4",556,,,1,303,227,25
991652000005,"Clinton Township, Precinct 5",846,,,1,505,301,39
991652000006,"Clinton Township, Precinct 6",1045,,,0,687,315,43
991652000007,"Clinton Township, Precinct 7",490,,,0,288,186,16
991652000008,"Clinton Township, Precinct 8",946,,,0,576,326,44
991652000009,"Clinton Township, Precinct 9",683,,,1,371,275,36
991652000010,"Clinton Township, Precinct 10",947,,,0,531,367,49
991652000011,"Clinton Township, Precinct 11",761,,,0,453,285,23
991652000012,"Clinton Township, Precinct 12",652,,,2,353,263,34
991652000013,"Clinton Township, Precinct 13",744,,,1,395,313,35
991652000014,"Clinton Township, Precinct 14",731,,,0,406,300,25
991652000015,"Clinton Township, Precinct 15",774,,,0,413,329,32
991652000016,"Clinton Township, Precinct 16",752,,,3,414,299,36
991652000017,"Clinton Township, Precinct 17",566,,,0,288,259,19
991652000018,"Clinton Township, Precinct 18",680,,,0,405,239,36
993682000001,"Harrison Township, Precinct 1",623,,,1,331,253,38
993682000002,"Harrison Township, Precinct 2",566,,,0,325,220,21
993682000003,"Harrison Township, Precinct 3",526,,,1,304,202,19
993682000004,"Harrison Township, Precinct 4",790,,,0,431,329,30
993682000005,"Harrison Township, Precinct 5",612,,,0,330,265,17
993682000006,"Harrison Township, Precinct 6",280,,,0,169,97,14
994690000001,"Lenox Township, Precinct 1",157,,,0,96,49,12
994690000002,"Lenox Township, Precinct 2",321,,,0,190,129,2
994690000003,"Lenox Township, Precinct 3",414,,,0,178,217,19
994690000004,"Lenox Township, Precinct 4",175,,,0,69,102,4
995048000001,"Macomb Township, Precinct 1",589,,,0,327,245,17
995048000002,"Macomb Township, Precinct 2",664,,,0,366,269,29
995048000003,"Macomb Township, Precinct 3",539,,,1,285,231,22
995048000004,"Macomb Township, Precinct 4",502,,,0,264,216,22
995048000005,"Macomb Township, Precinct 5",764,,,0,421,313,30
995048000006,"Macomb Township, Precinct 6",237,,,0,107,119,11
995048000007,"Macomb Township, Precinct 7",470,,,0,240,222,8
995048000008,"Macomb Township, Precinct 8",639,,,1,360,247,31
