id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
995048000009,"Macomb Township, Precinct 9",621,,,0,317,280,24
995048000010,"Macomb Township, Precinct 10",460,,,0,229,224,7
995048000011,"Macomb Township, Precinct 11",356,,,0,196,145,15
995048000012,"Macomb Township, Precinct 12",178,,,0,67,107,4
995048000013,"Macomb Township, Precinct 13",546,,,0,336,196,14
995048000014,"Macomb Township, Precinct 14",602,,,0,296,288,18
995048000015,"Macomb Township, Precinct 15",733,,,0,337,356,40
995048000016,"Macomb Township, Precinct 16",481,,,0,347,111,23
995048000017,"Macomb Township, Precinct 17",228,,,0,104,110,14
995048000018,"Macomb Township, Precinct 18",516,,,0,315,179,22
995048000019,"Macomb Township, Precinct 19",643,,,0,406,214,23
995048000020,"Macomb Township, Precinct 20",373,,,0,187,174,12
995048000021,"Macomb Township, Precinct 21",391,,,0,218,161,12
995048000022,"Macomb Township, Precinct 22",353,,,0,183,157,13
995048000023,"Macomb Township, Precinct 23",182,,,0,75,98,9
995048000024,"Macomb Township, Precinct 24",269,,,0,183,74,12
996742000001,"Ray Township, Precinct 1",159,,,0,94,59,6
996742000002,"Ray Township, Precinct 2",218,,,0,117,85,16
996840000001,"Richmond Township, Precinct 1",146,,,0,87,51,8
996840000002,"Richmond Township, Precinct 2",180,,,0,103,71,6
997282000001,"Shelby Charter Township, Precinct 1",398,,,1,213,164,20
997282000002,"Shelby Charter Township, Precinct 2",651,,,0,379,231,41
997282000003,"Shelby Charter Township, Precinct 3",554,,,0,295,240,19
997282000004,"Shelby Charter Township, Precinct 4",486,,,0,288,179,19
997282000005,"Shelby Charter Township, Precinct 5",501,,,1,231,249,20
997282000006,"Shelby Charter Township, Precinct 6",429,,,0,180,237,12
997282000007,"Shelby Charter Township, Precinct 7",253,,,0,111,135,7
997282000008,"Shelby Charter Township, Precinct 8",359,,,0,175,169,15
997282000009,"Shelby Charter Township, Precinct 9",553,,,0,303,240,10
997282000010,"Shelby Charter Township, Precinct 10",587,,,0,337,222,28
997282000011,"Shelby Charter Township, Precinct 11",175,,,0,77,91,7
997282000012,"Shelby Charter Township, Precinct 12",707,,,0,375,303,29
997282000013,"Shelby Charter Township, Precinct 13",578,,,1,303,253,21
997282000014,"Shelby Charter Township, Precinct 14",700,,,1,392,278,29
997282000015,"Shelby Charter Township, Precinct 15",492,,,0,299,178,15
997282000016,"Shelby Charter Township, Precinct 16",376,,,0,216,143,17
997282000017,"Shelby Charter Township, Precinct 17",371,,,0,172,187,12
997282000018,"Shelby Charter Township, Precinct 18",346,,,0,171,159,16
997282000019,"Shelby Charter Township, Precinct 19",345,,,0,196,136,13
997282000020,"Shelby Charter Township, Precinct 20",439,,,0,252,165,22
998412000001,"Washington Township, Precinct 1",557,,,0,269,271,17
998412000002,"Washington Township, Precinct 2",372,,,0,223,135,14
998412000003,"Washington Township, Precinct 3",381,,,0,218,156,7
998412000004,"Washington Township, Precinct 4",572,,,0,368,177,27
998412000005,"Washington Township, Precinct 5",482,,,0,283,186,13
998412000006,"Washington Township, Precinct 6",607,,,0,329,248,30
998412000007,"Washington Township, Precinct 7",445,,,0,255,175,15
