id,name,total,over_votes,under_votes,Write-in,John James,Perry Johnson,Mike Cox,Aric Nesbitt
998400005020,"Warren, Precinct 20",90,,,0,38,43,7,2
998400005021,"Warren, Precinct 21",92,,,0,45,44,3,0
998400003022,"Warren, Precinct 22",51,,,0,33,14,3,1
998400004023,"Warren, Precinct 23",41,,,0,20,16,5,0
998400004024,"Warren, Precinct 24",20,,,0,11,5,4,0
998400004025,"Warren, Precinct 25",91,,,0,56,30,4,1
998400003026,"Warren, Precinct 26",60,,,0,29,26,5,0
998400003027,"Warren, Precinct 27",87,,,0,38,41,8,0
998400004028,"Warren, Precinct 28",75,,,0,44,26,5,0
998400003029,"Warren, Precinct 29",90,,,1,55,20,14,0
998400004030,"Warren, Precinct 30",120,,,0,61,49,8,2
998400001031,"Warren, Precinct 31",51,,,1,23,22,4,1
998400002032,"Warren, Precinct 32",77,,,0,39,24,13,1
998400002033,"Warren, Precinct 33",47,,,0,14,32,1,0
998400001034,"Warren, Precinct 34",36,,,0,16,17,3,0
998400001035,"Warren, Precinct 35",52,,,0,35,15,2,0
998400002036,"Warren, Precinct 36",91,,,0,49,32,10,0
998400005037,"Warren, Precinct 37",109,,,1,53,49,6,0
998400005038,"Warren, Precinct 38",82,,,0,41,33,7,1
998400005039,"Warren, Precinct 39",51,,,0,32,13,6,0
998400002040,"Warren, Precinct 40",61,,,0,41,15,5,0
998400001041,"Warren, Precinct 41",52,,,0,37,12,3,0
998400001042,"Warren, Precinct 42",112,,,0,54,49,8,1
998400002043,"Warren, Precinct 43",36,,,0,23,10,3,0
998400003044,"Warren, Precinct 44",121,,,0,64,50,7,0
998400004045,"Warren, Precinct 45",101,,,0,48,45,8,0
998400003046,"Warren, Precinct 46",137,,,0,85,42,8,2
998400004047,"Warren, Precinct 47",83,,,0,38,35,10,0
998400003048,"Warren, Precinct 48",89,,,0,45,35,7,2
998400003049,"Warren, Precinct 49",102,,,0,58,36,8,0
998400002050,"Warren, Precinct 50",103,,,0,47,46,10,0
998400001051,"Warren, Precinct 51",46,,,0,19,24,3,0
998400001052,"Warren, Precinct 52",120,,,0,68,35,16,1
998400004053,"Warren, Precinct 53",162,,,0,82,65,14,1
990354000001,"Armada Township, Precinct 1",216,,,0,97,91,24,4
990354000002,"Armada Township, Precinct 2",194,,,1,104,76,13,0
991130000001,"Bruce Township, Precinct 1",125,,,0,56,54,14,1
991130000002,"Bruce Township, Precinct 2",243,,,1,125,94,19,4
991130000003,"Bruce Township, Precinct 3",177,,,0,94,71,12,0
991130000004,"Bruce Township, Precinct 4",225,,,0,109,96,20,0
991534000001,"Chesterfield Township, Precinct 1",282,,,1,165,87,29,0
991534000002,"Chesterfield Township, Precinct 2",263,,,0,146,101,16,0
991534000003,"Chesterfield Township, Precinct 3",357,,,1,192,131,30,3
991534000004,"Chesterfield Township, Precinct 4",331,,,1,155,141,32,2
991534000005,"Chesterfield Township, Precinct 5",265,,,1,133,103,26,2
991534000006,"Chesterfield Township, Precinct 6",252,,,1,135,104,11,1
991534000007,"Chesterfield Township, Precinct 7",125,,,1,64,45,11,4
991534000008,"Chesterfield Township, Precinct 8",92,,,2,38,38,14,0
991534000009,"Chesterfield Township, Precinct 9",274,,,0,131,109,32,2
991534000010,"Chesterfield Township, Precinct 10",227,,,0,119,88,17,3
991652000001,"Clinton Township, Precinct 1",112,,,0,55,52,5,0
991652000002,"Clinton Township, Precinct 2",217,,,0,116,85,15,1
991652000003,"Clinton Township, Precinct 3",187,,,0,110,65,11,1
991652000004,"Clinton Township, Precinct 4",66,,,0,36,28,2,0
991652000005,"Clinton Township, Precinct 5",201,,,0,118,66,14,3
991652000006,"Clinton Township, Precinct 6",222,,,1,117,88,15,1
991652000007,"Clinton Township, Precinct 7",110,,,1,67,36,6,0
991652000008,"Clinton Township, Precinct 8",201,,,0,109,79,13,0
991652000009,"Clinton Township, Precinct 9",129,,,0,67,52,10,0
991652000010,"Clinton Township, Precinct 10",244,,,0,130,94,20,0
991652000011,"Clinton Township, Precinct 11",204,,,0,106,77,21,0
991652000012,"Clinton Township, Precinct 12",146,,,0,60,68,15,3
991652000013,"Clinton Township, Precinct 13",184,,,0,106,65,11,2
991652000014,"Clinton Township, Precinct 14",293,,,0,146,113,32,2
991652000015,"Clinton Township, Precinct 15",251,,,1,133,87,29,1
991652000016,"Clinton Township, Precinct 16",154,,,2,91,54,6,1
991652000017,"Clinton Township, Precinct 17",145,,,0,82,50,10,3
991652000018,"Clinton Township, Precinct 18",102,,,0,50,46,4,2
993682000001,"Harrison Township, Precinct 1",165,,,0,79,62,24,0
993682000002,"Harrison Township, Precinct 2",245,,,1,101,114,26,3
993682000003,"Harrison Township, Precinct 3",312,,,2,147,144,17,2
993682000004,"Harrison Township, Precinct 4",344,,,2,178,127,34,3
993682000005,"Harrison Township, Precinct 5",228,,,1,120,85,21,1
993682000006,"Harrison Township, Precinct 6",163,,,0,87,67,9,0
994690000001,"Lenox Township, Precinct 1",149,,,0,50,86,11,2
994690000002,"Lenox Township, Precinct 2",214,,,1,109,81,22,1
994690000003,"Lenox Township, Precinct 3",137,,,1,78,43,15,0
994690000004,"Lenox Township, Precinct 4",68,,,0,47,16,5,0
995048000001,"Macomb Township, Precinct 1",193,,,0,84,87,21,1
995048000002,"Macomb Township, Precinct 2",205,,,0,110,82,10,3
995048000003,"Macomb Township, Precinct 3",114,,,0,63,39,12,0
995048000004,"Macomb Township, Precinct 4",154,,,0,85,59,9,1
995048000005,"Macomb Township, Precinct 5",323,,,1,173,130,16,3
995048000006,"Macomb Township, Precinct 6",87,,,0,47,33,7,0
995048000007,"Macomb Township, Precinct 7",170,,,0,99,58,13,0
995048000008,"Macomb Township, Precinct 8",269,,,0,148,105,16,0
995048000009,"Macomb Township, Precinct 9",223,,,1,109,95,17,1
995048000010,"Macomb Township, Precinct 10",140,,,0,83,46,10,1
995048000011,"Macomb Township, Precinct 11",188,,,0,108,70,10,0
995048000012,"Macomb Township, Precinct 12",21,,,0,14,6,1,0
995048000013,"Macomb Township, Precinct 13",185,,,1,109,60,15,0
995048000014,"Macomb Township, Precinct 14",229,,,0,126,81,21,1
995048000015,"Macomb Township, Precinct 15",295,,,0,153,116,26,0
995048000016,"Macomb Township, Precinct 16",88,,,0,40,42,6,0
995048000017,"Macomb Township, Precinct 17",107,,,0,54,42,11,0
995048000018,"Macomb Township, Precinct 18",215,,,2,101,90,20,2
995048000019,"Macomb Township, Precinct 19",223,,,0,105,93,25,0
995048000020,"Macomb Township, Precinct 20",152,,,0,87,53,9,3
995048000021,"Macomb Township, Precinct 21",119,,,0,70,41,5,3
995048000022,"Macomb Township, Precinct 22",143,,,0,88,48,7,0
995048000023,"Macomb Township, Precinct 23",56,,,0,27,25,4,0
995048000024,"Macomb Township, Precinct 24",97,,,0,50,36,11,0
996742000001,"Ray Township, Precinct 1",175,,,0,81,78,16,0
996742000002,"Ray Township, Precinct 2",232,,,0,109,97,22,4
996840000001,"Richmond Township, Precinct 1",278,,,0,133,110,33,2
996840000002,"Richmond Township, Precinct 2",302,,,1,156,124,16,5
997282000001,"Shelby Charter Township, Precinct 1",103,,,0,68,30,5,0
997282000002,"Shelby Charter Township, Precinct 2",201,,,0,117,64,20,0
997282000003,"Shelby Charter Township, Precinct 3",219,,,0,117,72,28,2
997282000004,"Shelby Charter Township, Precinct 4",207,,,0,120,76,10,1
997282000005,"Shelby Charter Township, Precinct 5",244,,,1,117,101,20,5
997282000006,"Shelby Charter Township, Precinct 6",86,,,1,50,29,6,0
997282000007,"Shelby Charter Township, Precinct 7",54,,,0,35,13,6,0
997282000008,"Shelby Charter Township, Precinct 8",113,,,1,59,49,4,0
997282000009,"Shelby Charter Township, Precinct 9",140,,,0,84,47,9,0
997282000010,"Shelby Charter Township, Precinct 10",212,,,0,105,83,23,1
997282000011,"Shelby Charter Township, Precinct 11",83,,,0,40,26,14,3
997282000012,"Shelby Charter Township, Precinct 12",344,,,2,188,135,17,2
997282000013,"Shelby Charter Township, Precinct 13",273,,,0,142,111,19,1
997282000014,"Shelby Charter Township, Precinct 14",269,,,0,152,98,14,5
997282000015,"Shelby Charter Township, Precinct 15",174,,,1,104,53,16,0
997282000016,"Shelby Charter Township, Precinct 16",138,,,0,88,40,9,1
997282000017,"Shelby Charter Township, Precinct 17",194,,,1,111,65,14,3
997282000018,"Shelby Charter Township, Precinct 18",168,,,0,91,68,9,0
997282000019,"Shelby Charter Township, Precinct 19",194,,,0,108,73,13,0
997282000020,"Shelby Charter Township, Precinct 20",228,,,0,138,76,13,1
998412000001,"Washington Township, Precinct 1",270,,,0,148,106,16,0
998412000002,"Washington Township, Precinct 2",224,,,0,117,91,14,2
998412000003,"Washington Township, Precinct 3",200,,,0,112,71,16,1
998412000004,"Washington Township, Precinct 4",258,,,0,129,114,13,2
998412000005,"Washington Township, Precinct 5",168,,,0,77,76,15,0
998412000006,"Washington Township, Precinct 6",262,,,0,129,110,21,2
998412000007,"Washington Township, Precinct 7",267,,,0,142,92,33,0
