id,name,total,over_votes,under_votes,Write-in,Haley Stevens,Abdul El-Sayed,Mallory McMorrow
991432000001,"Center Line, Precinct 1",111,,,0,58,47,6
991432000002,"Center Line, Precinct 2",150,,,0,111,33,6
991432000003,"Center Line, Precinct 3",251,,,0,151,91,9
991432000004,"Center Line, Precinct 4",60,,,0,30,24,6
992429000001,"Eastpointe, Precinct 1",385,,,0,258,108,19
992429000002,"Eastpointe, Precinct 2",319,,,1,178,132,8
992429000003,"Eastpointe, Precinct 3",315,,,0,193,109,13
992429000004,"Eastpointe, Precinct 4",473,,,3,328,121,21
992429000005,"Eastpointe, Precinct 5",502,,,2,354,123,23
992429000006,"Eastpointe, Precinct 6",296,,,0,198,85,13
992429000007,"Eastpointe, Precinct 7",449,,,0,299,119,31
992429000008,"Eastpointe, Precinct 8",420,,,0,323,86,11
993042000001,"Fraser, Precinct 1",284,,,0,168,102,14
993042000002,"Fraser, Precinct 2",348,,,0,214,121,13
993042000003,"Fraser, Precinct 3",244,,,0,159,78,7
993042000004,"Fraser, Precinct 4",226,,,0,138,78,10
993042000005,"Fraser, Precinct 5",300,,,0,189,96,15
998245300002,Grosse Pointe Shores 2,2,,,0,1,1,0
995296000001,"Memphis, Precinct 1",4,,,0,0,4,0
995582000001,"Mount Clemens, Precinct 1",138,,,0,96,36,6
995582000002,"Mount Clemens, Precinct 2",165,,,0,74,86,5
995582000003,"Mount Clemens, Precinct 3",241,,,0,116,110,15
995582000004,"Mount Clemens, Precinct 4",153,,,0,71,79,3
995582000005,"Mount Clemens, Precinct 5",227,,,0,132,80,15
995582000006,"Mount Clemens, Precinct 6",311,,,0,211,86,14
995710000001,"New Baltimore, Precinct 1",139,,,0,93,43,3
995710000002,"New Baltimore, Precinct 2",110,,,0,59,47,4
995710000003,"New Baltimore, Precinct 3",255,,,0,159,88,8
995710000004,"New Baltimore, Precinct 4",261,,,0,159,92,10
995710000005,"New Baltimore, Precinct 5",213,,,0,150,59,4
996838000001,"Richmond, Precinct 1",212,,,0,134,71,7
996838000002,"Richmond, Precinct 2",194,,,0,117,70,7
996980000001,"Roseville, Precinct 1",192,,,0,110,75,7
996980000002,"Roseville, Precinct 2",298,,,1,178,107,12
996980000003,"Roseville, Precinct 3",206,,,0,149,39,18
996980000004,"Roseville, Precinct 4",306,,,0,192,95,19
996980000005,"Roseville, Precinct 5",251,,,1,165,72,13
996980000006,"Roseville, Precinct 6",224,,,1,138,69,16
996980000007,"Roseville, Precinct 7",252,,,0,171,64,17
996980000008,"Roseville, Precinct 8",312,,,0,181,119,12
996980000009,"Roseville, Precinct 9",287,,,0,185,78,24
996980000010,"Roseville, Precinct 10",109,,,0,80,26,3
996980000011,"Roseville, Precinct 11",293,,,1,168,112,12
996980000012,"Roseville, Precinct 12",343,,,1,213,116,13
997076000001,"St. Clair Shores, Precinct 1",541,,,0,293,226,22
997076000002,"St. Clair Shores, Precinct 2",400,,,0,197,182,21
997076000003,"St. Clair Shores, Precinct 3",565,,,0,298,237,30
997076000004,"St. Clair Shores, Precinct 4",418,,,0,253,148,17
997076000005,"St. Clair Shores, Precinct 5",326,,,1,179,132,14
997076000006,"St. Clair Shores, Precinct 6",509,,,0,301,181,27
997076000007,"St. Clair Shores, Precinct 7",604,,,0,370,207,27
997076000008,"St. Clair Shores, Precinct 8",759,,,0,437,311,11
997076000009,"St. Clair Shores, Precinct 9",584,,,0,339,200,45
997076000010,"St. Clair Shores, Precinct 10",682,,,0,422,228,32
997076000011,"St. Clair Shores, Precinct 11",584,,,0,316,245,23
997076000012,"St. Clair Shores, Precinct 12",407,,,0,229,154,24
997646000001,"Sterling Heights, Precinct 1",153,,,0,79,69,5
997646000002,"Sterling Heights, Precinct 2",273,,,0,140,120,13
997646000003,"Sterling Heights, Precinct 3",278,,,0,139,127,12
997646000004,"Sterling Heights, Precinct 4",265,,,0,126,130,9
997646000005,"Sterling Heights, Precinct 5",229,,,0,127,89,13
997646000006,"Sterling Heights, Precinct 6",231,,,0,114,100,17
997646000007,"Sterling Heights, Precinct 7",203,,,0,119,78,6
997646000008,"Sterling Heights, Precinct 8",211,,,0,120,84,7
997646000009,"Sterling Heights, Precinct 9",279,,,0,161,108,10
997646000010,"Sterling Heights, Precinct 10",242,,,0,155,83,4
997646000011,"Sterling Heights, Precinct 11",336,,,0,198,114,24
997646000012,"Sterling Heights, Precinct 12",181,,,0,90,80,11
997646000013,"Sterling Heights, Precinct 13",236,,,0,150,75,11
997646000014,"Sterling Heights, Precinct 14",638,,,0,432,173,33
997646000015,"Sterling Heights, Precinct 15",243,,,1,144,86,12
997646000017,"Sterling Heights, Precinct 17",125,,,0,74,50,1
997646000018,"Sterling Heights, Precinct 18",193,,,0,134,55,4
997646000019,"Sterling Heights, Precinct 19",166,,,0,91,67,8
