id,name,ballots,registered,turnout
594192000001,"City of Jonesville, Precinct 1",415,1633,25.41
594798000001,"City of Litchfield, Precinct 1",267,989,27.00
596750000001,"City of Reading, Precinct 1",158,739,21.38
590030000001,"Adams Township, Precinct 1",516,1815,28.43
590132000001,"Allen Township, Precinct 1",330,1212,27.23
590202000001,"Amboy Township, Precinct 1",257,904,28.43
591270000001,"Cambria Township, Precinct 1",478,1918,24.92
591278000001,"Camden Township, Precinct 1",258,1207,21.38
592758000001,"Fayette Township, Precinct 1",261,898,29.06
593848000001,"Hillsdale Township, Precinct 1",538,1633,32.95
594162000001,"Jefferson Township, Precinct 1",576,2249,25.61
594800000001,"Litchfield Township, Precinct 1",201,703,28.59
595564000001,"Moscow Township, Precinct 1",282,1055,26.73
596462000001,"Pittsford Township, Precinct 1",267,1147,23.28
596712000001,"Ransom Township, Precinct 1",144,583,24.70
596752000001,"Reading Township, Precinct 1",404,1287,31.39
597198000001,"Scipio Township, Precinct 1",305,1324,23.04
597456000001,"Somerset Township, Precinct 1",582,1854,31.39
597456000002,"Somerset Township, Precinct 2",548,1949,28.12
598654000001,"Wheatland Township, Precinct 1",271,953,28.44
598830000001,"Woodbridge Township, Precinct 1",156,710,21.97
598878000001,"Wright Township, Precinct 1",306,1136,26.94
