id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1551830000001,"City of Corunna, Precinct 1",222,148,0
1552350000001,"City of Durand, Precinct 1",35,33,0
1552350000002,"City of Durand, Precinct 2",57,51,0
1554420000001,"City of Laingsburg, Precinct 1",136,29,0
1556194000001,"City of Owosso, Precinct 1",130,72,2
1556194002001,"City of Owosso, Precinct 2",82,86,1
1556194000003,"City of Owosso, Precinct 3",80,70,2
1556194000004,"City of Owosso, Precinct 4",78,67,2
1556194000005,"City of Owosso, Precinct 5",58,59,1
1556194000006,"City of Owosso, Precinct 6",72,69,1
1556370000001,"City of Perry, Precinct 1",182,56,0
1550312000001,"Antrim Township, Precinct 1",77,27,1
1550728000001,"Bennington Township, Precinct 1",95,72,0
1551188000001,"Burns Township, Precinct 1",59,60,0
1551252000001,"Caledonia Charter Township, Precinct 1",82,107,0
1552704000001,"Fairfield Township, Precinct 1",40,24,0
1553744000001,"Hazelton Township, Precinct 1",164,123,0
1555368000001,"Middlebury Township, Precinct 1",81,44,0
1555740000001,"New Haven Township, Precinct 1",100,82,1
1556196000001,"Owosso Charter Township, Precinct 1",74,67,0
1556196000002,"Owosso Charter Township, Precinct 2",82,59,0
1556372000001,"Perry Township, Precinct 1",57,22,0
1556372000002,"Perry Township, Precinct 2",53,32,0
1557026000001,"Rush Township, Precinct 1",77,82,0
1557196000001,"Sciota Township, Precinct 1",87,32,0
1557352000001,"Shiawassee Township, Precinct 1",215,150,0
1558188000001,"Venice Township, Precinct 1",110,93,0
1558204000001,"Vernon Township, Precinct 1",65,43,0
1558204000002,"Vernon Township, Precinct 2",46,60,0
1558840000001,"Woodhull Township, Precinct 1",121,67,0
