id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1551830000001,"City of Corunna, Precinct 1",18,0,13,0
1552350000001,"City of Durand, Precinct 1",2,0,0,0
1552350000002,"City of Durand, Precinct 2",8,0,0,0
1554420000001,"City of Laingsburg, Precinct 1",2,0,0,0
1556194000001,"City of Owosso, Precinct 1",24,1,15,0
1556194002001,"City of Owosso, Precinct 2",11,0,17,0
1556194000003,"City of Owosso, Precinct 3",16,1,5,0
1556194000004,"City of Owosso, Precinct 4",13,0,6,0
1556194000005,"City of Owosso, Precinct 5",7,0,6,0
1556194000006,"City of Owosso, Precinct 6",11,1,8,0
1556370000001,"City of Perry, Precinct 1",4,0,2,0
1550312000001,"Antrim Township, Precinct 1",4,0,1,0
1550728000001,"Bennington Township, Precinct 1",9,1,6,0
1551188000001,"Burns Township, Precinct 1",4,1,5,0
1551252000001,"Caledonia Charter Township, Precinct 1",28,2,17,0
1552704000001,"Fairfield Township, Precinct 1",0,0,0,0
1553744000001,"Hazelton Township, Precinct 1",2,1,4,0
1555368000001,"Middlebury Township, Precinct 1",0,0,3,0
1555740000001,"New Haven Township, Precinct 1",7,0,1,0
1556196000001,"Owosso Charter Township, Precinct 1",8,1,6,0
1556196000002,"Owosso Charter Township, Precinct 2",9,3,9,0
1556372000001,"Perry Township, Precinct 1",4,0,0,0
1556372000002,"Perry Township, Precinct 2",1,0,1,0
1557026000001,"Rush Township, Precinct 1",1,0,6,0
1557196000001,"Sciota Township, Precinct 1",5,2,5,0
1557352000001,"Shiawassee Township, Precinct 1",10,1,7,0
1558188000001,"Venice Township, Precinct 1",4,0,6,0
1558204000001,"Vernon Township, Precinct 1",2,0,2,0
1558204000002,"Vernon Township, Precinct 2",5,1,2,0
1558840000001,"Woodhull Township, Precinct 1",2,1,9,0
