id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1551830000001,"City of Corunna, Precinct 1",162,28,181,0
1552350000001,"City of Durand, Precinct 1",46,2,22,0
1552350000002,"City of Durand, Precinct 2",76,3,29,0
1554420000001,"City of Laingsburg, Precinct 1",76,16,74,0
1556194000001,"City of Owosso, Precinct 1",132,13,59,0
1556194002001,"City of Owosso, Precinct 2",102,9,58,1
1556194000003,"City of Owosso, Precinct 3",105,6,45,0
1556194000004,"City of Owosso, Precinct 4",91,11,47,0
1556194000005,"City of Owosso, Precinct 5",70,5,44,0
1556194000006,"City of Owosso, Precinct 6",77,8,57,0
1556370000001,"City of Perry, Precinct 1",114,19,105,0
1550312000001,"Antrim Township, Precinct 1",26,4,72,0
1550728000001,"Bennington Township, Precinct 1",79,11,74,0
1551188000001,"Burns Township, Precinct 1",74,12,36,0
1551252000001,"Caledonia Charter Township, Precinct 1",77,7,100,0
1552704000001,"Fairfield Township, Precinct 1",18,2,41,0
1553744000001,"Hazelton Township, Precinct 1",101,21,162,0
1555368000001,"Middlebury Township, Precinct 1",48,2,75,0
1555740000001,"New Haven Township, Precinct 1",57,11,115,0
1556196000001,"Owosso Charter Township, Precinct 1",67,11,69,0
1556196000002,"Owosso Charter Township, Precinct 2",71,8,61,0
1556372000001,"Perry Township, Precinct 1",42,3,34,0
1556372000002,"Perry Township, Precinct 2",50,1,35,0
1557026000001,"Rush Township, Precinct 1",53,10,97,0
1557196000001,"Sciota Township, Precinct 1",65,5,50,0
1557352000001,"Shiawassee Township, Precinct 1",132,33,200,0
1558188000001,"Venice Township, Precinct 1",74,7,126,0
1558204000001,"Vernon Township, Precinct 1",52,1,54,0
1558204000002,"Vernon Township, Precinct 2",51,4,51,0
1558840000001,"Woodhull Township, Precinct 1",123,4,62,1
