id,name,Mike Rogers,Write-in
1551830000001,"City of Corunna, Precinct 1",200,1
1552350000001,"City of Durand, Precinct 1",87,0
1552350000002,"City of Durand, Precinct 2",69,0
1554420000001,"City of Laingsburg, Precinct 1",89,1
1556194000001,"City of Owosso, Precinct 1",171,1
1556194002001,"City of Owosso, Precinct 2",157,1
1556194000003,"City of Owosso, Precinct 3",126,0
1556194000004,"City of Owosso, Precinct 4",104,0
1556194000005,"City of Owosso, Precinct 5",98,0
1556194000006,"City of Owosso, Precinct 6",135,0
1556370000001,"City of Perry, Precinct 1",184,0
1550312000001,"Antrim Township, Precinct 1",81,1
1550728000001,"Bennington Township, Precinct 1",327,2
1551188000001,"Burns Township, Precinct 1",263,0
1551252000001,"Caledonia Charter Township, Precinct 1",253,2
1552704000001,"Fairfield Township, Precinct 1",64,0
1553744000001,"Hazelton Township, Precinct 1",249,0
1555368000001,"Middlebury Township, Precinct 1",177,4
1555740000001,"New Haven Township, Precinct 1",155,0
1556196000001,"Owosso Charter Township, Precinct 1",270,3
1556196000002,"Owosso Charter Township, Precinct 2",205,0
1556372000001,"Perry Township, Precinct 1",104,0
1556372000002,"Perry Township, Precinct 2",184,2
1557026000001,"Rush Township, Precinct 1",201,2
1557196000001,"Sciota Township, Precinct 1",111,0
1557352000001,"Shiawassee Township, Precinct 1",395,0
1558188000001,"Venice Township, Precinct 1",237,2
1558204000001,"Vernon Township, Precinct 1",187,0
1558204000002,"Vernon Township, Precinct 2",134,1
1558840000001,"Woodhull Township, Precinct 1",195,2
