id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1551830000001,"City of Corunna, Precinct 1",244,158,0
1552350000001,"City of Durand, Precinct 1",104,63,0
1552350000002,"City of Durand, Precinct 2",118,97,0
1554420000001,"City of Laingsburg, Precinct 1",138,29,0
1556194000001,"City of Owosso, Precinct 1",369,146,3
1556194002001,"City of Owosso, Precinct 2",262,199,3
1556194000003,"City of Owosso, Precinct 3",196,127,2
1556194000004,"City of Owosso, Precinct 4",138,120,2
1556194000005,"City of Owosso, Precinct 5",155,105,1
1556194000006,"City of Owosso, Precinct 6",161,118,1
1556370000001,"City of Perry, Precinct 1",184,60,0
1550312000001,"Antrim Township, Precinct 1",132,74,1
1550728000001,"Bennington Township, Precinct 1",264,166,0
1551188000001,"Burns Township, Precinct 1",217,161,1
1551252000001,"Caledonia Charter Township, Precinct 1",384,294,0
1552704000001,"Fairfield Township, Precinct 1",40,24,0
1553744000001,"Hazelton Township, Precinct 1",168,126,0
1555368000001,"Middlebury Township, Precinct 1",83,45,0
1555740000001,"New Haven Township, Precinct 1",105,85,1
1556196000001,"Owosso Charter Township, Precinct 1",240,159,0
1556196000002,"Owosso Charter Township, Precinct 2",229,124,0
1556372000001,"Perry Township, Precinct 1",159,58,0
1556372000002,"Perry Township, Precinct 2",149,72,0
1557026000001,"Rush Township, Precinct 1",78,88,0
1557196000001,"Sciota Township, Precinct 1",227,66,0
1557352000001,"Shiawassee Township, Precinct 1",226,158,0
1558188000001,"Venice Township, Precinct 1",117,96,0
1558204000001,"Vernon Township, Precinct 1",169,119,1
1558204000002,"Vernon Township, Precinct 2",114,110,0
1558840000001,"Woodhull Township, Precinct 1",493,128,0
