id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1551830000001,"City of Corunna, Precinct 1",37,103,86,3,0
1552350000001,"City of Durand, Precinct 1",15,67,50,3,0
1552350000002,"City of Durand, Precinct 2",17,67,67,6,0
1554420000001,"City of Laingsburg, Precinct 1",16,39,39,0,0
1556194000001,"City of Owosso, Precinct 1",47,153,100,2,2
1556194002001,"City of Owosso, Precinct 2",42,182,92,8,2
1556194000003,"City of Owosso, Precinct 3",43,94,58,2,0
1556194000004,"City of Owosso, Precinct 4",24,68,67,6,0
1556194000005,"City of Owosso, Precinct 5",40,74,53,0,0
1556194000006,"City of Owosso, Precinct 6",37,91,70,10,0
1556370000001,"City of Perry, Precinct 1",31,93,72,3,0
1550312000001,"Antrim Township, Precinct 1",46,161,133,5,2
1550728000001,"Bennington Township, Precinct 1",104,273,185,6,2
1551188000001,"Burns Township, Precinct 1",55,226,199,17,0
1551252000001,"Caledonia Charter Township, Precinct 1",64,246,199,12,0
1552704000001,"Fairfield Township, Precinct 1",11,23,34,1,0
1553744000001,"Hazelton Township, Precinct 1",53,137,80,4,0
1555368000001,"Middlebury Township, Precinct 1",24,89,73,1,4
1555740000001,"New Haven Township, Precinct 1",34,86,64,7,0
1556196000001,"Owosso Charter Township, Precinct 1",85,180,169,15,4
1556196000002,"Owosso Charter Township, Precinct 2",80,190,87,6,0
1556372000001,"Perry Township, Precinct 1",23,123,64,4,1
1556372000002,"Perry Township, Precinct 2",43,133,96,4,2
1557026000001,"Rush Township, Precinct 1",38,93,70,8,2
1557196000001,"Sciota Township, Precinct 1",31,101,62,5,1
1557352000001,"Shiawassee Township, Precinct 1",44,224,142,9,2
1558188000001,"Venice Township, Precinct 1",36,102,117,6,1
1558204000001,"Vernon Township, Precinct 1",40,159,105,2,0
1558204000002,"Vernon Township, Precinct 2",27,106,70,3,1
1558840000001,"Woodhull Township, Precinct 1",64,232,140,4,0
