id,name,total,over_votes,under_votes,Write-in,Mike Cox,John James,Perry Johnson,Aric Nesbitt
1391802000001,"City of Coopersville, Precinct 1",201,,,0,45,79,69,8
1392796000001,"City of Ferrysburg, Precinct 1",268,,,0,44,125,94,5
1393334000001,"City of Grand Haven, Precinct 1",139,,,0,33,67,37,2
1393334000002,"City of Grand Haven, Precinct 2",188,,,0,32,97,54,5
1393334000003,"City of Grand Haven, Precinct 3",285,,,0,48,135,92,10
1393334000004,"City of Grand Haven, Precinct 4",123,,,0,19,62,37,5
1393864001001,"City of Holland, Ward 1, Precinct 1",164,,,0,29,80,46,9
1393864001002,"City of Holland, Ward 1, Precinct 2",145,,,0,39,55,44,7
1393864002003,"City of Holland, Ward 2, Precinct 3",216,,,0,49,102,52,13
1393864003004,"City of Holland, Ward 3, Precinct 4",51,,,0,7,31,12,1
1393864003005,"City of Holland, Ward 3, Precinct 5",35,,,0,6,14,10,5
1393864004006,"City of Holland, Ward 4, Precinct 6",251,,,0,39,125,76,11
1393864006010,"City of Holland, Ward 6, Precinct 10",48,,,0,6,22,19,1
1393864006011,"City of Holland, Ward 6, Precinct 11",242,,,0,53,104,74,11
1393980001001,"City of Hudsonville, Ward 1, Precinct 1",209,,,0,25,99,76,9
1393980002001,"City of Hudsonville, Ward 2, Precinct 1",192,,,0,29,107,55,1
1393980003001,"City of Hudsonville, Ward 3, Precinct 1",287,,,0,38,125,113,11
1398926000001,"City of Zeeland, Precinct 1",466,,,0,86,226,137,17
1398926000002,"City of Zeeland, Precinct 2",102,,,0,20,46,29,7
1390894000001,"Blendon Township, Precinct 1",241,,,0,30,116,89,6
1390894000002,"Blendon Township, Precinct 2",646,,,0,98,291,244,13
1391530000001,"Chester Township, Precinct 1",0,,,0,0,0,0,0
1391880000001,"Crockery Township, Precinct 1",169,,,0,27,73,62,7
1391880000002,"Crockery Township, Precinct 2",127,,,0,23,53,51,0
1393336000001,"Grand Haven Charter Township, Precinct 1",231,,,0,41,121,63,6
1393336000002,"Grand Haven Charter Township, Precinct 2",119,,,0,24,54,40,1
1393336000003,"Grand Haven Charter Township, Precinct 3",321,,,0,45,182,78,16
1393336000004,"Grand Haven Charter Township, Precinct 4",185,,,0,28,92,63,2
1393336000005,"Grand Haven Charter Township, Precinct 5",336,,,0,64,167,100,5
1393336000006,"Grand Haven Charter Township, Precinct 6",119,,,0,23,70,24,2
1393336000007,"Grand Haven Charter Township, Precinct 7",263,,,0,41,146,76,0
1393866000001,"Holland Charter Township, Precinct 1",103,,,0,19,58,21,5
1393866000002,"Holland Charter Township, Precinct 2",56,,,0,14,20,22,0
1393866000003,"Holland Charter Township, Precinct 3",217,,,0,44,88,76,9
1393866000004,"Holland Charter Township, Precinct 4",180,,,0,35,73,68,4
1393866000005,"Holland Charter Township, Precinct 5",343,,,0,54,166,110,13
1393866000006,"Holland Charter Township, Precinct 6",122,,,0,39,34,39,10
1393866000007,"Holland Charter Township, Precinct 7",178,,,0,34,99,40,5
1393866000008,"Holland Charter Township, Precinct 8",27,,,0,3,12,11,1
1393866000009,"Holland Charter Township, Precinct 9",328,,,0,47,154,111,16
1393866000010,"Holland Charter Township, Precinct 10",124,,,0,26,40,48,10
1393866000011,"Holland Charter Township, Precinct 11",70,,,0,16,23,30,1
1393866000012,"Holland Charter Township, Precinct 12",161,,,0,17,89,52,3
1396046000001,"Olive Township, Precinct 1",130,,,0,25,54,45,6
1396046000002,"Olive Township, Precinct 2",264,,,0,28,112,114,10
1396246000001,"Park Township, Precinct 1",464,,,0,69,244,136,15
1396246000002,"Park Township, Precinct 2",103,,,0,15,52,30,6
1396246000003,"Park Township, Precinct 3",515,,,0,81,278,138,18
1396246000004,"Park Township, Precinct 4",231,,,0,40,120,64,7
1396246000005,"Park Township, Precinct 5",428,,,0,51,239,128,10
1396246000006,"Park Township, Precinct 6",303,,,0,51,134,106,12
1396532000001,"Polkton Charter Township, Precinct 1",0,,,0,0,0,0,0
1396594000001,"Port Sheldon Township, Precinct 1",340,,,0,52,166,108,14
1396594000002,"Port Sheldon Township, Precinct 2",179,,,0,22,84,67,6
1396900000001,"Robinson Township, Precinct 1",200,,,0,34,79,78,9
1396900000002,"Robinson Township, Precinct 2",138,,,0,18,64,55,1
1396900000003,"Robinson Township, Precinct 3",129,,,0,23,54,48,4
1397584000001,"Spring Lake Township, Precinct 1",189,,,0,40,94,49,6
1397584000002,"Spring Lake Township, Precinct 2",133,,,0,20,71,33,9
1397584000003,"Spring Lake Township, Precinct 3",240,,,0,35,111,84,10
1397584000004,"Spring Lake Township, Precinct 4",174,,,0,29,87,51,7
1397584000005,"Spring Lake Township, Precinct 5",209,,,0,25,114,57,13
1397584000006,"Spring Lake Township, Precinct 6",84,,,0,9,38,35,2
1397798000001,"Tallmadge Charter Township, Precinct 1",275,,,0,44,117,107,7
1397798000002,"Tallmadge Charter Township, Precinct 2",293,,,0,37,148,102,6
1397798000003,"Tallmadge Charter Township, Precinct 3",326,,,0,36,147,132,11
1398882000001,"Wright Township, Precinct 1",230,,,0,43,79,105,3
1398928000001,"Zeeland Charter Township, Precinct 1",177,,,0,31,92,47,7
1398928000002,"Zeeland Charter Township, Precinct 2",388,,,0,53,200,123,12
1398928000003,"Zeeland Charter Township, Precinct 3",272,,,0,46,150,72,4
1398928000004,"Zeeland Charter Township, Precinct 4",203,,,0,19,112,69,3
