id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1130052000001,"Aetna Township, Precinct 1",8,23,40,0,0
1130908000001,"Bloomfield Township, Precinct 1",11,40,56,3,0
1131220000001,"Butterfield Township, Precinct 1",16,32,47,5,0
1131244000001,"Caldwell Township, Precinct 1",23,110,78,1,0
1131590000001,"Clam Union Township, Precinct 1",18,67,54,1,0
1132620000001,"Enterprise Township, Precinct 1",4,17,11,1,0
1132944000001,"Forest Township, Precinct 1",17,74,63,0,0
1133862000001,"Holland Township, Precinct 1",9,18,16,0,0
1134438000001,"Lake Township, Precinct 1",54,186,141,7,0
1135928000001,"Norwich Township, Precinct 1",23,48,49,2,0
1136446000001,"Pioneer Township, Precinct 1",6,27,35,1,0
1136784000001,"Reeder Township, Precinct 1",23,89,75,2,0
1136828000001,"Richland Township, Precinct 1",30,104,86,4,0
1136882000001,"Riverside Township, Precinct 1",17,94,63,4,0
1138556000001,"West Branch Township, Precinct 1",9,28,30,1,0
1134448000001,"Lake City, Precinct 1",20,61,53,0,0
1134998000001,"McBain, Precinct 1",12,49,39,3,0
