id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1130052000001,"Aetna Township, Precinct 1",11,2,0
1130908000001,"Bloomfield Township, Precinct 1",35,16,0
1131220000001,"Butterfield Township, Precinct 1",37,8,0
1131244000001,"Caldwell Township, Precinct 1",48,20,0
1131590000001,"Clam Union Township, Precinct 1",24,3,0
1132620000001,"Enterprise Township, Precinct 1",10,4,0
1132944000001,"Forest Township, Precinct 1",66,12,0
1133862000001,"Holland Township, Precinct 1",15,1,0
1134438000001,"Lake Township, Precinct 1",213,49,0
1135928000001,"Norwich Township, Precinct 1",26,12,0
1136446000001,"Pioneer Township, Precinct 1",22,8,0
1136784000001,"Reeder Township, Precinct 1",73,12,0
1136828000001,"Richland Township, Precinct 1",46,9,0
1136882000001,"Riverside Township, Precinct 1",24,5,0
1138556000001,"West Branch Township, Precinct 1",23,3,0
1134448000001,"Lake City, Precinct 1",79,9,0
1134998000001,"McBain, Precinct 1",19,2,0
