id,name,Callie Barr,Kyle Blomquist,Wayne Stiles,Write-in
393464000001,"City of Grayling, Precinct 1",98,49,9,0
390660000001,"Beaver Creek Township, Precinct 1",115,49,13,0
393466000305,"Grayling Charter Township, Precinct 305",107,75,6,1
393466000306,"Grayling Charter Township, Precinct 306",139,41,13,0
393048000001,"Frederic Township, Precinct 1",100,41,12,0
397476000001,"South Branch Township, Precinct 1",144,55,22,0
395094000501,"Maple Forest Township, Precinct 1",35,19,5,0
394952000001,"Lovells Township, Precinct 1",62,15,5,0
393466000304,"Grayling Charter Township, Precinct 304",181,75,19,2
