id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
890844000001,"Bingham Township, Precinct 1",21,3,0
891434000001,"Centerville Township, Precinct 1",12,1,0
891640000001,"Cleveland Township, Precinct 1",13,0,0
892570000001,"Elmwood Township, Precinct 1",13,8,1
892570000002,"Elmwood Township, Precinct 2",6,1,0
892600000001,"Empire Township, Precinct 1",10,2,0
893238000001,"Glen Arbor Township, Precinct 1",7,0,0
894232000001,"Kasson Township, Precinct 1",7,0,0
894670000001,"Leelanau Township, Precinct 1",21,2,0
894682000001,"Leland Township, Precinct 1",25,4,1
897450000001,"Solon Township, Precinct 1",6,2,0
897762000001,"Suttons Bay Township, Precinct 1",31,3,0
898034000004,"City of Traverse City, Precinct 4",12,0,0
