id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
890844000001,"Bingham Township, Precinct 1",524,69,0
891434000001,"Centerville Township, Precinct 1",281,30,1
891640000001,"Cleveland Township, Precinct 1",286,36,0
892570000001,"Elmwood Township, Precinct 1",674,89,1
892570000002,"Elmwood Township, Precinct 2",417,39,0
892600000001,"Empire Township, Precinct 1",474,37,0
893238000001,"Glen Arbor Township, Precinct 1",301,20,0
894232000001,"Kasson Township, Precinct 1",309,43,1
894670000001,"Leelanau Township, Precinct 1",713,44,0
894682000001,"Leland Township, Precinct 1",530,49,2
897450000001,"Solon Township, Precinct 1",314,25,0
897762000001,"Suttons Bay Township, Precinct 1",628,53,1
898034000004,"City of Traverse City, Precinct 4",140,11,0
