id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
890844000001,"Bingham Township, Precinct 1",159,5,73,0
891434000001,"Centerville Township, Precinct 1",98,2,32,0
891640000001,"Cleveland Township, Precinct 1",182,6,124,0
892570000001,"Elmwood Township, Precinct 1",213,5,60,0
892570000002,"Elmwood Township, Precinct 2",88,6,50,0
892600000001,"Empire Township, Precinct 1",272,11,223,0
893238000001,"Glen Arbor Township, Precinct 1",83,5,61,0
894232000001,"Kasson Township, Precinct 1",222,10,117,1
894670000001,"Leelanau Township, Precinct 1",226,6,84,0
894682000001,"Leland Township, Precinct 1",133,3,82,0
897450000001,"Solon Township, Precinct 1",126,2,20,0
897762000001,"Suttons Bay Township, Precinct 1",173,3,69,0
898034000004,"City of Traverse City, Precinct 4",78,10,55,0
