id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
890844000001,"Bingham Township, Precinct 1",68,298,133,12,1
891434000001,"Centerville Township, Precinct 1",21,103,60,2,1
891640000001,"Cleveland Township, Precinct 1",14,73,65,6,0
892570000001,"Elmwood Township, Precinct 1",52,217,143,7,0
892570000002,"Elmwood Township, Precinct 2",35,168,83,4,0
892600000001,"Empire Township, Precinct 1",26,110,58,7,1
893238000001,"Glen Arbor Township, Precinct 1",25,113,36,2,0
894232000001,"Kasson Township, Precinct 1",21,101,94,2,0
894670000001,"Leelanau Township, Precinct 1",34,159,101,13,0
894682000001,"Leland Township, Precinct 1",39,218,118,4,0
897450000001,"Solon Township, Precinct 1",22,142,96,4,0
897762000001,"Suttons Bay Township, Precinct 1",58,257,129,5,1
898034000004,"City of Traverse City, Precinct 4",13,16,13,1,0
