id,name,ballots,registered,turnout
890844000001,"Bingham Township, Precinct 1",1148.0,2476,46.37
891434000001,"Centerville Township, Precinct 1",514.0,1248,41.19
891640000001,"Cleveland Township, Precinct 1",505.0,1074,47.02
892570000001,"Elmwood Township, Precinct 1",1247.0,2735,45.59
892570000002,"Elmwood Township, Precinct 2",775.0,1641,47.23
892600000001,"Empire Township, Precinct 1",746.0,1296,57.56
893238000001,"Glen Arbor Township, Precinct 1",516.0,904,57.08
894232000001,"Kasson Township, Precinct 1",602.0,1485,40.54
894670000001,"Leelanau Township, Precinct 1",1101.0,2282,48.25
894682000001,"Leland Township, Precinct 1",1004.0,2043,49.14
897450000001,"Solon Township, Precinct 1",637.0,1553,41.02
897762000001,"Suttons Bay Township, Precinct 1",1167.0,2741,42.58
898034000004,"City of Traverse City, Precinct 4",263.0,589,44.65
