id,name,Mike Rogers,Write-in
890844000001,"Bingham Township, Precinct 1",483,2
891434000001,"Centerville Township, Precinct 1",167,0
891640000001,"Cleveland Township, Precinct 1",154,1
892570000001,"Elmwood Township, Precinct 1",390,0
892570000002,"Elmwood Township, Precinct 2",270,0
892600000001,"Empire Township, Precinct 1",194,2
893238000001,"Glen Arbor Township, Precinct 1",169,0
894232000001,"Kasson Township, Precinct 1",198,3
894670000001,"Leelanau Township, Precinct 1",292,1
894682000001,"Leland Township, Precinct 1",359,0
897450000001,"Solon Township, Precinct 1",254,0
897762000001,"Suttons Bay Township, Precinct 1",419,1
898034000004,"City of Traverse City, Precinct 4",68,0
