id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
1453020000001,"City of Frankenmuth, Precinct 1",450,184,1
1457052000001,"City of Saginaw, Precinct 1",312,116,0
1457052000002,"City of Saginaw, Precinct 2",107,54,0
1457052000003,"City of Saginaw, Precinct 3",199,105,3
1457052000004,"City of Saginaw, Precinct 4",152,48,0
1457052000005,"City of Saginaw, Precinct 5",97,51,0
1457052000006,"City of Saginaw, Precinct 6",194,81,0
1457052000007,"City of Saginaw, Precinct 7",262,113,1
1457052000008,"City of Saginaw, Precinct 8",197,78,0
1457052000009,"City of Saginaw, Precinct 9",123,115,3
1457052000010,"City of Saginaw, Precinct 10",249,154,0
1457052000011,"City of Saginaw, Precinct 11",173,129,1
1457052000012,"City of Saginaw, Precinct 12",162,100,1
1457052000013,"City of Saginaw, Precinct 13",232,156,1
1457052000014,"City of Saginaw, Precinct 14",381,279,1
1457052000015,"City of Saginaw, Precinct 15",189,159,3
1457052000016,"City of Saginaw, Precinct 16",399,272,3
1458932000001,"City of Zilwaukee, Precinct 1",112,132,0
1450092000001,"Albee Township, Precinct 1",101,107,0
1450856000001,"Birch Run Township, Precinct 1",302,243,1
1450856000002,"Birch Run Township, Precinct 2",97,85,0
1450940000001,"Blumfield Township, Precinct 1",70,87,0
1450994000001,"Brady Township, Precinct 1",113,110,0
1451010000001,"Brant Township, Precinct 1",100,89,1
1451046000001,"Bridgeport Township, Precinct 1",227,141,1
1451046000002,"Bridgeport Township, Precinct 2",479,327,1
1451046000003,"Bridgeport Township, Precinct 3",163,145,2
1451156000001,"Buena Vista Charter Township, Precinct 1",99,91,1
1451156000002,"Buena Vista Charter Township, Precinct 2",342,154,2
1451156000003,"Buena Vista Charter Township, Precinct 3",278,128,0
1451354000001,"Carrollton Township, Precinct 1",190,180,1
1451354000002,"Carrollton Township, Precinct 2",250,233,1
1451466000001,"Chapin Township, Precinct 1",47,24,0
1451516000001,"Chesaning Township, Precinct 1",331,313,3
1453022000001,"Frankenmuth Township, Precinct 1",143,89,0
1453072000001,"Fremont Township, Precinct 1",95,108,0
1454148000001,"James Township, Precinct 1",118,103,0
1454190000001,"Jonesfield Township, Precinct 1",88,92,0
1454380000001,"Kochville Township, Precinct 1",162,148,0
1454456000001,"Lakefield Township, Precinct 1",49,53,1
0155096000001,"Maple Grove Township, Precinct 1",189,174,1
1515172000001,"Marion Township, Precinct 1",34,16,2
1176830000001,"Richland Township, Precinct 1",137,89,0
0776826000002,"Richland Township, Precinct 2",122,92,1
1457054000001,"Saginaw Township, Precinct 1",364,212,2
1457054000002,"Saginaw Township, Precinct 2",500,319,3
1457054000003,"Saginaw Township, Precinct 3",273,173,2
1457054000004,"Saginaw Township, Precinct 4",150,130,0
1457054000005,"Saginaw Township, Precinct 5",325,202,1
1457054000006,"Saginaw Township, Precinct 6",340,213,1
1457054000007,"Saginaw Township, Precinct 7",302,239,0
1457054000008,"Saginaw Township, Precinct 8",325,184,2
1457054000009,"Saginaw Township, Precinct 9",497,314,1
1457054000010,"Saginaw Township, Precinct 10",300,190,0
1457054000011,"Saginaw Township, Precinct 11",217,177,2
1457054000012,"Saginaw Township, Precinct 12",415,289,2
1457054000013,"Saginaw Township, Precinct 13",350,234,2
1457548000001,"Spaulding Township, Precinct 1",151,106,0
1457066000001,"St. Charles Township, Precinct 1",198,145,0
1457766000001,"Swan Creek Township, Precinct 1",158,165,0
1457910000001,"Taymouth Township, Precinct 1",295,267,1
1457952000001,"Thomas Township, Precinct 1",133,109,0
1457952000002,"Thomas Township, Precinct 2",141,141,0
1457952000003,"Thomas Township, Precinct 3",265,193,1
1457952000004,"Thomas Township, Precinct 4",149,106,0
1457952000005,"Thomas Township, Precinct 5",234,249,2
1457984000001,"Tittabawassee Township, Precinct 1",209,151,1
1457984000002,"Tittabawassee Township, Precinct 2",135,152,0
1457984000003,"Tittabawassee Township, Precinct 3",102,82,1
1457984000004,"Tittabawassee Township, Precinct 4",202,129,0
1458934000001,"Zilwaukee Township, Precinct 1",2,2,0
