id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
630474000001,"City of Bad Axe, Precinct 1",190,113,1
631376000001,"City of Caseville, Precinct 1",59,35,0
633646000001,"City of Harbor Beach, Precinct 1",130,51,0
630842000001,"Bingham Township, Precinct 1",115,75,0
630906000001,"Bloomfield Township, Precinct 1",11,11,0
631094000001,"Brookfield Township, Precinct 1",14,27,0
631378000001,"Caseville Township, Precinct 1",208,83,0
631460000001,"Chandler Township, Precinct 1",14,10,0
631714000001,"Colfax Township, Precinct 1",81,74,1
632354000001,"Dwight Township, Precinct 1",30,24,0
632712000001,"Fairhaven Township, Precinct 1",57,34,0
633308000001,"Gore Township, Precinct 1",17,3,0
633426000001,"Grant Township, Precinct 1",23,39,0
633996000001,"Hume Township, Precinct 1",68,33,0
634002000001,"Huron Township, Precinct 1",26,5,0
634430000001,"Lake Township, Precinct 1",111,50,1
634764000001,"Lincoln Township, Precinct 1",23,20,0
635036000001,"McKinley Township, Precinct 1",19,7,0
635260000001,"Meade Township, Precinct 1",33,33,0
636052000001,"Oliver Township, Precinct 1",62,42,0
636236000001,"Paris Township, Precinct 1",24,8,1
636518000001,"Pointe Aux Barques Township, Precinct 1",7,0,0
636570000001,"Port Austin Township, Precinct 1",167,70,0
637014000001,"Rubicon Township, Precinct 1",38,17,0
637126000001,"Sand Beach Township, Precinct 1",70,24,0
637220000001,"Sebewaing Township, Precinct 1",141,86,0
637304000001,"Sheridan Township, Precinct 1",31,20,0
637316000001,"Sherman Township, Precinct 1",74,39,0
637388000001,"Sigel Township, Precinct 1",20,11,0
638214000001,"Verona Township, Precinct 1",82,36,0
638796000001,"Winsor Township, Precinct 1",111,47,1
