id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
650080000001,"Alaiedon Township, Precinct 1",259,50,2
650080000002,"Alaiedon Township, Precinct 2",257,73,1
650424000001,"Aurelius Township, Precinct 1",342,92,1
650424000002,"Aurelius Township, Precinct 2",246,46,1
651164000001,"Bunker Hill Township, Precinct 1",200,43,1
652142000001,"Delhi Charter Township, Precinct 1",907,135,5
652142000002,"Delhi Charter Township, Precinct 2",748,98,1
652142000003,"Delhi Charter Township, Precinct 3",814,147,1
652142000004,"Delhi Charter Township, Precinct 4",1014,128,2
652142000005,"Delhi Charter Township, Precinct 5",902,160,1
652142000006,"Delhi Charter Township, Precinct 6",347,70,0
652142000007,"Delhi Charter Township, Precinct 7",418,112,2
652412000001,"City of East Lansing, Precinct 1",1233,119,4
652412000002,"City of East Lansing, Precinct 2",1006,158,3
652412000003,"City of East Lansing, Precinct 3",712,78,4
652412000004,"City of East Lansing, Precinct 4",516,76,2
652412000005,"City of East Lansing, Precinct 5",302,34,1
652412000006,"City of East Lansing, Precinct 6",698,104,3
652412000007,"City of East Lansing, Precinct 7",792,89,1
652412000009,"City of East Lansing, Precinct 9",193,44,2
652412000010,"City of East Lansing, Precinct 10",32,7,1
652412000011,"City of East Lansing, Precinct 11",57,16,1
652412000012,"City of East Lansing, Precinct 12",6,2,0
652412000013,"City of East Lansing, Precinct 13",22,6,0
654064000001,"Ingham Township, Precinct 1",261,74,0
654600001001,"City of Lansing, Ward 1, Precinct 1",490,98,0
654600001002,"City of Lansing, Ward 1, Precinct 2",396,61,1
654600001003,"City of Lansing, Ward 1, Precinct 3",961,153,6
654600001005,"City of Lansing, Ward 1, Precinct 5",893,154,6
654600001008,"City of Lansing, Ward 1, Precinct 8",922,160,11
654600001009,"City of Lansing, Ward 1, Precinct 9",300,56,1
654600001010,"City of Lansing, Ward 1, Precinct 10",400,67,0
654600002012,"City of Lansing, Ward 2, Precinct 12",690,144,5
654600002013,"City of Lansing, Ward 2, Precinct 13",540,73,4
654600002014,"City of Lansing, Ward 2, Precinct 14",483,72,2
654600002015,"City of Lansing, Ward 2, Precinct 15",671,129,2
654600002017,"City of Lansing, Ward 2, Precinct 17",521,72,1
654600002018,"City of Lansing, Ward 2, Precinct 18",702,128,5
654600002020,"City of Lansing, Ward 2, Precinct 20",481,98,2
654600003023,"City of Lansing, Ward 3, Precinct 23",988,136,4
654600003025,"City of Lansing, Ward 3, Precinct 25",706,105,8
654600003027,"City of Lansing, Ward 3, Precinct 27",498,83,1
654600003028,"City of Lansing, Ward 3, Precinct 28",515,98,0
654600003030,"City of Lansing, Ward 3, Precinct 30",561,87,2
654600004032,"City of Lansing, Ward 4, Precinct 32",1119,178,1
654600004034,"City of Lansing, Ward 4, Precinct 34",765,143,3
654600004035,"City of Lansing, Ward 4, Precinct 35",1000,134,0
654600004036,"City of Lansing, Ward 4, Precinct 36",667,118,6
654600004037,"City of Lansing, Ward 4, Precinct 37",388,82,2
654600004038,"City of Lansing, Ward 4, Precinct 38",493,118,3
654600004039,"City of Lansing, Ward 4, Precinct 39",1023,173,8
654602000001,"Lansing Charter Township, Precinct 1",795,157,3
654602000002,"Lansing Charter Township, Precinct 2",605,108,1
654708000001,"Leroy Township, Precinct 1",375,75,1
654718000001,"City of Leslie, Precinct 1",199,26,0
654720000001,"Leslie Township, Precinct 1",251,59,3
654904000001,"Locke Township, Precinct 1",200,54,0
655218000001,"City of Mason, Precinct 1",638,127,2
655218000002,"City of Mason, Precinct 2",783,220,1
655314000001,"Meridian Charter Township, Precinct 1",1137,175,2
655314000002,"Meridian Charter Township, Precinct 2",1155,160,2
655314000003,"Meridian Charter Township, Precinct 3",840,135,4
655314000004,"Meridian Charter Township, Precinct 4",1156,167,2
655314000005,"Meridian Charter Township, Precinct 5",23,6,0
655314000006,"Meridian Charter Township, Precinct 6",371,70,0
655314000007,"Meridian Charter Township, Precinct 7",650,70,2
655314000008,"Meridian Charter Township, Precinct 8",1335,164,3
655314000009,"Meridian Charter Township, Precinct 9",91,9,1
655314000010,"Meridian Charter Township, Precinct 10",646,60,0
655314000011,"Meridian Charter Township, Precinct 11",800,116,1
655314000012,"Meridian Charter Township, Precinct 12",299,35,0
655314000013,"Meridian Charter Township, Precinct 13",1008,153,3
655314000014,"Meridian Charter Township, Precinct 14",1146,146,2
656080000001,"Onondaga Township, Precinct 1",258,69,0
657658000001,"Stockbridge Township, Precinct 1",386,86,0
658222000001,"Vevay Township, Precinct 1",495,121,0
658652000001,"Wheatfield Township, Precinct 1",253,52,0
658690000001,"White Oak Township, Precinct 1",102,28,0
658742000001,"City of Williamston, Precinct 1",774,126,4
658744000001,"Williamstown Township, Precinct 1",537,114,1
658744000002,"Williamstown Township, Precinct 2",599,87,1
