id,name,ballots,registered,turnout
650080000001,"Alaiedon Township, Precinct 1",509.0,1210,42.07
650080000002,"Alaiedon Township, Precinct 2",601.0,1367,43.96
650424000001,"Aurelius Township, Precinct 1",773.0,2048,37.74
650424000002,"Aurelius Township, Precinct 2",563.0,1478,38.09
651164000001,"Bunker Hill Township, Precinct 1",508.0,1649,30.81
652142000001,"Delhi Charter Township, Precinct 1",1425.0,3661,38.92
652142000002,"Delhi Charter Township, Precinct 2",1234.0,3254,37.92
652142000003,"Delhi Charter Township, Precinct 3",1378.0,4351,31.67
652142000004,"Delhi Charter Township, Precinct 4",1752.0,3955,44.3
652142000005,"Delhi Charter Township, Precinct 5",1436.0,3377,42.52
652142000006,"Delhi Charter Township, Precinct 6",655.0,2025,32.35
652142000007,"Delhi Charter Township, Precinct 7",849.0,2455,34.58
652412000001,"City of East Lansing, Precinct 1",1514.0,3412,44.37
652412000002,"City of East Lansing, Precinct 2",1354.0,3347,40.45
652412000003,"City of East Lansing, Precinct 3",933.0,2409,38.73
652412000004,"City of East Lansing, Precinct 4",747.0,1655,45.14
652412000005,"City of East Lansing, Precinct 5",383.0,996,38.45
652412000006,"City of East Lansing, Precinct 6",906.0,2958,30.63
652412000007,"City of East Lansing, Precinct 7",1027.0,2315,44.36
652412000009,"City of East Lansing, Precinct 9",271.0,821,33.01
652412000010,"City of East Lansing, Precinct 10",44.0,1556,2.83
652412000011,"City of East Lansing, Precinct 11",82.0,1058,7.75
652412000012,"City of East Lansing, Precinct 12",12.0,514,2.33
652412000013,"City of East Lansing, Precinct 13",32.0,587,5.45
654064000001,"Ingham Township, Precinct 1",712.0,2120,33.58
654600001001,"City of Lansing, Ward 1, Precinct 1",804.0,3349,24.01
654600001002,"City of Lansing, Ward 1, Precinct 2",542.0,2761,19.63
654600001003,"City of Lansing, Ward 1, Precinct 3",1444.0,4549,31.74
654600001005,"City of Lansing, Ward 1, Precinct 5",1258.0,3513,35.81
654600001008,"City of Lansing, Ward 1, Precinct 8",1301.0,3640,35.74
654600001009,"City of Lansing, Ward 1, Precinct 9",437.0,2308,18.93
654600001010,"City of Lansing, Ward 1, Precinct 10",569.0,2127,26.75
654600002012,"City of Lansing, Ward 2, Precinct 12",1097.0,3358,32.67
654600002013,"City of Lansing, Ward 2, Precinct 13",823.0,3358,24.51
654600002014,"City of Lansing, Ward 2, Precinct 14",672.0,1429,47.03
654600002015,"City of Lansing, Ward 2, Precinct 15",1023.0,4329,23.63
654600002017,"City of Lansing, Ward 2, Precinct 17",752.0,2026,37.12
654600002018,"City of Lansing, Ward 2, Precinct 18",1126.0,4321,26.06
654600002020,"City of Lansing, Ward 2, Precinct 20",781.0,3814,20.48
654600003023,"City of Lansing, Ward 3, Precinct 23",1422.0,3951,35.99
654600003025,"City of Lansing, Ward 3, Precinct 25",1079.0,4766,22.64
654600003027,"City of Lansing, Ward 3, Precinct 27",700.0,2550,27.45
654600003028,"City of Lansing, Ward 3, Precinct 28",761.0,3532,21.55
654600003030,"City of Lansing, Ward 3, Precinct 30",854.0,3308,25.82
654600004032,"City of Lansing, Ward 4, Precinct 32",1591.0,3548,44.84
654600004034,"City of Lansing, Ward 4, Precinct 34",1107.0,3506,31.57
654600004035,"City of Lansing, Ward 4, Precinct 35",1261.0,3126,40.34
654600004036,"City of Lansing, Ward 4, Precinct 36",899.0,3800,23.66
654600004037,"City of Lansing, Ward 4, Precinct 37",541.0,2612,20.71
654600004038,"City of Lansing, Ward 4, Precinct 38",748.0,3025,24.73
654600004039,"City of Lansing, Ward 4, Precinct 39",1583.0,4331,36.55
654602000001,"Lansing Charter Township, Precinct 1",1251.0,4375,28.59
654602000002,"Lansing Charter Township, Precinct 2",888.0,2339,37.96
654708000001,"Leroy Township, Precinct 1",970.0,3021,32.11
654718000001,"City of Leslie, Precinct 1",372.0,1611,23.09
654720000001,"Leslie Township, Precinct 1",687.0,1913,35.91
654904000001,"Locke Township, Precinct 1",595.0,1571,37.87
655218000001,"City of Mason, Precinct 1",1236.0,2540,48.66
655218000002,"City of Mason, Precinct 2",1596.0,3959,40.31
655314000001,"Meridian Charter Township, Precinct 1",1708.0,3511,48.65
655314000002,"Meridian Charter Township, Precinct 2",1686.0,4033,41.81
655314000003,"Meridian Charter Township, Precinct 3",1298.0,2636,49.24
655314000004,"Meridian Charter Township, Precinct 4",1740.0,3971,43.82
655314000005,"Meridian Charter Township, Precinct 5",32.0,243,13.17
655314000006,"Meridian Charter Township, Precinct 6",577.0,1603,36.0
655314000007,"Meridian Charter Township, Precinct 7",983.0,1974,49.8
655314000008,"Meridian Charter Township, Precinct 8",1820.0,3770,48.28
655314000009,"Meridian Charter Township, Precinct 9",126.0,250,50.4
655314000010,"Meridian Charter Township, Precinct 10",887.0,1617,54.85
655314000011,"Meridian Charter Township, Precinct 11",1157.0,2633,43.94
655314000012,"Meridian Charter Township, Precinct 12",407.0,878,46.36
655314000013,"Meridian Charter Township, Precinct 13",1421.0,3487,40.75
655314000014,"Meridian Charter Township, Precinct 14",1633.0,3222,50.68
656080000001,"Onondaga Township, Precinct 1",723.0,2506,28.85
657658000001,"Stockbridge Township, Precinct 1",1103.0,3297,33.45
658222000001,"Vevay Township, Precinct 1",1216.0,3162,38.46
658652000001,"Wheatfield Township, Precinct 1",594.0,1379,43.07
658690000001,"White Oak Township, Precinct 1",334.0,1031,32.4
658742000001,"City of Williamston, Precinct 1",1339.0,3160,42.37
658744000001,"Williamstown Township, Precinct 1",999.0,2275,43.91
658744000002,"Williamstown Township, Precinct 2",1092.0,2231,48.95
