id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
650080000001,"Alaiedon Township, Precinct 1",191,22,2
650080000002,"Alaiedon Township, Precinct 2",178,44,1
650424000001,"Aurelius Township, Precinct 1",227,47,0
650424000002,"Aurelius Township, Precinct 2",183,20,1
651164000001,"Bunker Hill Township, Precinct 1",0,0,0
652142000001,"Delhi Charter Township, Precinct 1",641,72,0
652142000002,"Delhi Charter Township, Precinct 2",559,50,0
652142000003,"Delhi Charter Township, Precinct 3",551,68,1
652142000004,"Delhi Charter Township, Precinct 4",767,70,0
652142000005,"Delhi Charter Township, Precinct 5",657,87,0
652142000006,"Delhi Charter Township, Precinct 6",270,37,0
652142000007,"Delhi Charter Township, Precinct 7",320,71,1
652412000001,"City of East Lansing, Precinct 1",683,41,0
652412000002,"City of East Lansing, Precinct 2",578,55,0
652412000003,"City of East Lansing, Precinct 3",421,34,0
652412000004,"City of East Lansing, Precinct 4",305,39,0
652412000005,"City of East Lansing, Precinct 5",169,20,0
652412000006,"City of East Lansing, Precinct 6",371,46,0
652412000007,"City of East Lansing, Precinct 7",534,34,0
652412000009,"City of East Lansing, Precinct 9",101,15,0
652412000010,"City of East Lansing, Precinct 10",6,1,0
652412000011,"City of East Lansing, Precinct 11",19,5,0
652412000012,"City of East Lansing, Precinct 12",0,0,0
652412000013,"City of East Lansing, Precinct 13",4,1,0
654064000001,"Ingham Township, Precinct 1",0,0,0
654600001001,"City of Lansing, Ward 1, Precinct 1",320,42,0
654600001002,"City of Lansing, Ward 1, Precinct 2",247,26,0
654600001003,"City of Lansing, Ward 1, Precinct 3",577,66,3
654600001005,"City of Lansing, Ward 1, Precinct 5",508,69,0
654600001008,"City of Lansing, Ward 1, Precinct 8",520,64,2
654600001009,"City of Lansing, Ward 1, Precinct 9",177,25,0
654600001010,"City of Lansing, Ward 1, Precinct 10",224,28,0
654600002012,"City of Lansing, Ward 2, Precinct 12",452,65,3
654600002013,"City of Lansing, Ward 2, Precinct 13",365,35,0
654600002014,"City of Lansing, Ward 2, Precinct 14",348,32,2
654600002015,"City of Lansing, Ward 2, Precinct 15",368,51,1
654600002017,"City of Lansing, Ward 2, Precinct 17",357,40,1
654600002018,"City of Lansing, Ward 2, Precinct 18",514,86,2
654600002020,"City of Lansing, Ward 2, Precinct 20",326,53,0
654600003023,"City of Lansing, Ward 3, Precinct 23",706,69,3
654600003025,"City of Lansing, Ward 3, Precinct 25",507,60,3
654600003027,"City of Lansing, Ward 3, Precinct 27",320,39,1
654600003028,"City of Lansing, Ward 3, Precinct 28",367,53,0
654600003030,"City of Lansing, Ward 3, Precinct 30",396,49,1
654600004032,"City of Lansing, Ward 4, Precinct 32",773,88,1
654600004034,"City of Lansing, Ward 4, Precinct 34",468,59,2
654600004035,"City of Lansing, Ward 4, Precinct 35",613,58,0
654600004036,"City of Lansing, Ward 4, Precinct 36",352,46,2
654600004037,"City of Lansing, Ward 4, Precinct 37",241,33,0
654600004038,"City of Lansing, Ward 4, Precinct 38",342,67,0
654600004039,"City of Lansing, Ward 4, Precinct 39",678,74,3
654602000001,"Lansing Charter Township, Precinct 1",468,53,2
654602000002,"Lansing Charter Township, Precinct 2",335,40,0
654708000001,"Leroy Township, Precinct 1",264,34,1
654718000001,"City of Leslie, Precinct 1",0,0,0
654720000001,"Leslie Township, Precinct 1",0,0,0
654904000001,"Locke Township, Precinct 1",0,0,0
655218000001,"City of Mason, Precinct 1",411,56,0
655218000002,"City of Mason, Precinct 2",506,91,0
655314000001,"Meridian Charter Township, Precinct 1",765,87,0
655314000002,"Meridian Charter Township, Precinct 2",769,64,0
655314000003,"Meridian Charter Township, Precinct 3",639,68,0
655314000004,"Meridian Charter Township, Precinct 4",811,94,0
655314000005,"Meridian Charter Township, Precinct 5",10,3,0
655314000006,"Meridian Charter Township, Precinct 6",205,34,0
655314000007,"Meridian Charter Township, Precinct 7",492,42,0
655314000008,"Meridian Charter Township, Precinct 8",941,79,0
655314000009,"Meridian Charter Township, Precinct 9",54,3,0
655314000010,"Meridian Charter Township, Precinct 10",469,23,0
655314000011,"Meridian Charter Township, Precinct 11",570,55,0
655314000012,"Meridian Charter Township, Precinct 12",193,17,0
655314000013,"Meridian Charter Township, Precinct 13",699,74,0
655314000014,"Meridian Charter Township, Precinct 14",762,72,0
656080000001,"Onondaga Township, Precinct 1",0,0,0
657658000001,"Stockbridge Township, Precinct 1",0,0,0
658222000001,"Vevay Township, Precinct 1",369,70,0
658652000001,"Wheatfield Township, Precinct 1",0,0,0
658690000001,"White Oak Township, Precinct 1",0,0,0
658742000001,"City of Williamston, Precinct 1",545,79,2
658744000001,"Williamstown Township, Precinct 1",391,64,1
658744000002,"Williamstown Township, Precinct 2",443,39,0
