name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 434",82,11,0,65,0,1632200005434.0
"City of Detroit, Precinct 435",37,9,0,25,0,1632200005435.0
"City of Detroit, Precinct 436",223,109,4,90,0,1632200005436.0
"City of Detroit, Precinct 437",98,37,0,58,0,1632200005437.0
"City of Detroit, Precinct 438",91,24,1,56,0,1632200005438.0
"City of Detroit, Precinct 439",104,24,3,71,0,1632200005439.0
"City of Detroit, Precinct 44",180,34,8,118,0,1632200004044.0
"City of Detroit, Precinct 440",46,5,2,34,0,1632200005440.0
"City of Detroit, Precinct 441",178,40,3,100,0,1632200005441.0
"City of Detroit, Precinct 442",264,101,4,131,0,1632200005442.0
"City of Detroit, Precinct 443",4,0,0,4,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",105,24,2,76,0,1632200005446.0
"City of Detroit, Precinct 447",110,23,4,71,0,1632200005447.0
"City of Detroit, Precinct 448",70,16,2,38,0,1632200005448.0
"City of Detroit, Precinct 449",102,22,2,69,0,1632200005449.0
"City of Detroit, Precinct 45",126,32,2,73,0,1632200004045.0
"City of Detroit, Precinct 450",0,0,0,0,0,1632200005450.0
"City of Detroit, Precinct 452",60,6,1,45,0,1632200005452.0
"City of Detroit, Precinct 453",82,10,4,62,0,1632200006453.0
"City of Detroit, Precinct 457",89,8,2,66,0,1632200006457.0
"City of Detroit, Precinct 458",70,13,4,40,0,1632200006458.0
"City of Detroit, Precinct 46",86,14,5,59,0,1632200004046.0
"City of Detroit, Precinct 460",90,30,7,40,0,1632200006460.0
"City of Detroit, Precinct 461",343,197,8,103,0,1632200006461.0
"City of Detroit, Precinct 462",148,65,2,70,0,1632200006462.0
"City of Detroit, Precinct 464",238,162,5,53,0,1632200006464.0
"City of Detroit, Precinct 466",202,33,4,134,0,1632200006466.0
"City of Detroit, Precinct 47",255,34,5,180,0,1632200004047.0
"City of Detroit, Precinct 470",135,62,5,56,0,1632200006470.0
"City of Detroit, Precinct 471",86,49,3,23,0,1632200006471.0
"City of Detroit, Precinct 472",100,49,1,30,0,1632200006472.0
"City of Detroit, Precinct 473",152,64,2,63,0,1632200006473.0
"City of Detroit, Precinct 474",65,26,0,27,0,1632200006474.0
"City of Detroit, Precinct 475",59,38,0,16,0,1632200006475.0
"City of Detroit, Precinct 477",177,54,4,80,1,1632200006477.0
"City of Detroit, Precinct 479",50,16,2,21,0,1632200006479.0
"City of Detroit, Precinct 480",108,43,4,43,0,1632200006480.0
"City of Detroit, Precinct 481",151,88,5,39,1,1632200006481.0
"City of Detroit, Precinct 482",164,18,2,134,0,1632200006482.0
"City of Detroit, Precinct 483",203,31,4,145,0,1632200006483.0
"City of Detroit, Precinct 484",158,24,4,104,0,1632200006484.0
"City of Detroit, Precinct 485",170,30,5,125,0,1632200006485.0
"City of Detroit, Precinct 49",56,10,3,36,0,1632200004049.0
"City of Detroit, Precinct 490",11,1,0,5,0,1632200002490.0
"City of Detroit, Precinct 491",191,30,6,135,2,1632200004491.0
"City of Detroit, Precinct 493",155,9,9,112,0,1632200005493.0
"City of Detroit, Precinct 495",161,53,2,99,0,1632200001495.0
"City of Detroit, Precinct 496",253,84,4,139,0,1632200005496.0
"City of Detroit, Precinct 497",107,15,5,71,0,1632200005497.0
"City of Detroit, Precinct 5",188,36,3,129,0,1632200004005.0
"City of Detroit, Precinct 50",196,28,12,133,0,1632200004050.0
"City of Detroit, Precinct 500",87,63,1,16,1,1632200006500.0
"City of Detroit, Precinct 501",144,23,2,107,0,1632200001501.0
"City of Detroit, Precinct 502",105,18,2,61,0,1632200004502.0
"City of Detroit, Precinct 51",78,8,1,57,0,1632200004051.0
"City of Detroit, Precinct 52",123,13,12,86,0,1632200004052.0
"City of Detroit, Precinct 53",170,24,14,116,0,1632200004053.0
"City of Detroit, Precinct 55",147,19,5,108,0,1632200004055.0
"City of Detroit, Precinct 56",93,17,4,64,0,1632200004056.0
"City of Detroit, Precinct 59",0,0,0,0,0,1632200003059.0
"City of Detroit, Precinct 6",191,48,6,119,0,1632200004006.0
"City of Detroit, Precinct 60",15,0,0,13,0,1632200007060.0
"City of Detroit, Precinct 61",174,35,8,111,0,1632200003061.0
"City of Detroit, Precinct 62",209,39,9,132,1,1632200003062.0
"City of Detroit, Precinct 64",84,20,7,44,0,1632200003064.0
"City of Detroit, Precinct 65",201,30,7,134,1,1632200003065.0
"City of Detroit, Precinct 66",77,11,7,49,0,1632200003066.0
"City of Detroit, Precinct 68",355,49,12,243,0,1632200003068.0
"City of Detroit, Precinct 69",12,1,0,8,0,1632200006069.0
"City of Detroit, Precinct 7",324,101,7,168,0,1632200004007.0
"City of Detroit, Precinct 70",87,11,5,62,0,1632200003070.0
"City of Detroit, Precinct 71",93,12,4,57,0,1632200003071.0
"City of Detroit, Precinct 72",81,8,2,53,0,1632200003072.0
"City of Detroit, Precinct 73",79,15,3,50,0,1632200003073.0
"City of Detroit, Precinct 74",90,14,2,58,0,1632200003074.0
"City of Detroit, Precinct 75",171,30,5,108,0,1632200003075.0
"City of Detroit, Precinct 77",141,9,6,105,0,1632200003077.0
"City of Detroit, Precinct 78",83,8,3,60,1,1632200003078.0
"City of Detroit, Precinct 79",217,42,6,147,0,1632200003079.0
"City of Detroit, Precinct 8",222,80,6,108,0,1632200004008.0
"City of Detroit, Precinct 80",111,14,9,75,0,1632200003080.0
"City of Detroit, Precinct 81",204,24,9,142,0,1632200003081.0
"City of Detroit, Precinct 82",129,23,8,82,0,1632200003082.0
"City of Detroit, Precinct 83",136,17,4,95,0,1632200003083.0
"City of Detroit, Precinct 84",186,37,7,118,0,1632200003084.0
"City of Detroit, Precinct 85",73,15,6,40,0,1632200003085.0
"City of Detroit, Precinct 86",171,31,6,116,0,1632200003086.0
"City of Detroit, Precinct 88",186,19,8,136,0,1632200003088.0
"City of Detroit, Precinct 89",102,51,0,42,0,1632200003089.0
"City of Detroit, Precinct 9",128,31,7,73,0,1632200004009.0
"City of Detroit, Precinct 90",77,6,1,60,0,1632200003090.0
"City of Detroit, Precinct 91",169,130,2,14,0,1632200003091.0
"City of Detroit, Precinct 92",196,85,8,63,0,1632200003092.0
"City of Detroit, Precinct 93",58,14,4,32,0,1632200003093.0
"City of Detroit, Precinct 94",151,70,0,49,0,1632200003094.0
"City of Detroit, Precinct 95",157,67,1,63,2,1632200003095.0
"City of Detroit, Precinct 97",78,14,3,52,0,1632200003097.0
"City of Detroit, Precinct 98",109,72,0,26,0,1632200003098.0
"City of Ecorse, Precinct 1",107,18,7,64,0,1632474000001.0
"City of Ecorse, Precinct 2",199,45,6,131,0,1632474000002.0
"City of Ecorse, Precinct 3",53,10,1,30,0,1632474000003.0
"City of Ecorse, Precinct 4",188,21,1,159,0,1632474000004.0
"City of Flat Rock, Precinct 1",281,48,5,122,0,1632836000001.0
"City of Flat Rock, Precinct 2",433,84,11,148,0,1632836000002.0
"City of Flat Rock, Precinct 3",451,64,11,176,0,1632836000003.0
"City of Garden City, Precinct 1",452,104,17,182,0,1633142000001.0
"City of Garden City, Precinct 10",304,87,12,112,0,1633142000010.0
"City of Garden City, Precinct 2",345,88,6,133,0,1633142000002.0
"City of Garden City, Precinct 3",342,85,14,137,0,1633142000003.0
"City of Garden City, Precinct 4",146,42,4,56,0,1633142000004.0
"City of Garden City, Precinct 5",209,47,9,79,0,1633142000005.0
"City of Garden City, Precinct 6",357,79,10,134,0,1633142000006.0
"City of Garden City, Precinct 7",300,76,10,107,0,1633142000007.0
"City of Garden City, Precinct 8",463,104,12,194,0,1633142000008.0
"City of Garden City, Precinct 9",300,81,13,121,0,1633142000009.0
"City of Gibraltar, Precinct 1",357,56,4,116,0,1633202000001.0
"City of Gibraltar, Precinct 2",419,64,6,153,0,1633202000002.0
"City of Grosse Pointe Farms, Precinct 1",1202,297,35,373,0,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1232,358,24,428,0,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",444,182,11,154,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",480,158,12,179,0,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",445,176,16,137,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",407,206,10,107,0,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",426,157,13,146,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",460,179,17,151,0,1633554000007.0
"City of Grosse Pointe Woods, Precinct 1",1464,407,41,480,0,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1342,360,47,445,1,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",1518,405,34,539,0,1633558000003.0
"City of Grosse Pointe, Precinct 1",632,205,12,242,2,1633548000001.0
"City of Grosse Pointe, Precinct 2",674,184,17,277,0,1633548000002.0
"City of Hamtramck, Precinct 1",164,88,4,51,0,1633628000001.0
"City of Hamtramck, Precinct 2",679,445,15,88,2,1633628000002.0
"City of Hamtramck, Precinct 3",690,438,7,110,0,1633628000003.0
"City of Hamtramck, Precinct 4",310,218,8,41,0,1633628000004.0
"City of Hamtramck, Precinct 5",233,175,4,22,0,1633628000005.0
"City of Harper Woods, Precinct 1",383,96,13,195,0,1633670000001.0
"City of Harper Woods, Precinct 2",616,156,25,342,0,1633670000002.0
"City of Harper Woods, Precinct 3",849,278,28,373,1,1633670000003.0
"City of Highland Park, Precinct 1",140,26,3,98,0,1633818000001.0
"City of Highland Park, Precinct 2",196,58,2,116,0,1633818000002.0
"City of Highland Park, Precinct 3",176,41,7,101,0,1633818000003.0
"City of Highland Park, Precinct 4",154,23,4,100,0,1633818000004.0
"City of Highland Park, Precinct 5",73,16,2,45,1,1633818000005.0
"City of Highland Park, Precinct 6",94,21,2,57,0,1633818000006.0
"City of Inkster, District 1 Precinct 1",175,27,0,135,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",102,11,2,76,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",236,40,2,162,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",263,50,8,174,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",165,25,3,113,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",195,27,0,148,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",232,45,7,140,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",189,55,7,98,0,1634068004002.0
"City of Inkster, District 5 Precinct 1",268,40,5,207,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",181,32,3,130,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",162,28,8,108,0,1634068006002.0
"City of Lincoln Park, Precinct 1",590,152,25,249,0,1634780000001.0
"City of Lincoln Park, Precinct 11",785,192,28,289,0,1634780000011.0
"City of Lincoln Park, Precinct 3",545,131,22,265,1,1634780000003.0
"City of Lincoln Park, Precinct 5",678,155,25,285,1,1634780000005.0
"City of Lincoln Park, Precinct 7",644,193,12,253,0,1634780000007.0
"City of Lincoln Park, Precinct 9",686,179,32,273,1,1634780000009.0
"City of Livonia, Precinct 1",709,230,9,276,0,1634900000001.0
"City of Livonia, Precinct 10",1205,289,27,449,0,1634900000010.0
"City of Livonia, Precinct 11",976,277,21,317,0,1634900000011.0
"City of Livonia, Precinct 12",1081,251,29,416,0,1634900000012.0
"City of Livonia, Precinct 13",554,121,6,173,0,1634900000013.0
"City of Livonia, Precinct 14",958,218,27,377,0,1634900000014.0
"City of Livonia, Precinct 15",669,135,16,257,0,1634900000015.0
"City of Livonia, Precinct 16",869,224,17,320,0,1634900000016.0
"City of Livonia, Precinct 17",736,178,21,286,0,1634900000017.0
"City of Livonia, Precinct 18",870,263,21,328,0,1634900000018.0
"City of Livonia, Precinct 19",479,169,10,167,0,1634900000019.0
"City of Livonia, Precinct 2",832,154,29,283,0,1634900000002.0
"City of Livonia, Precinct 20",329,103,11,119,0,1634900000020.0
"City of Livonia, Precinct 21",809,226,22,268,0,1634900000021.0
"City of Livonia, Precinct 22",356,109,7,158,0,1634900000022.0
"City of Livonia, Precinct 23",411,140,12,161,0,1634900000023.0
"City of Livonia, Precinct 24",692,197,10,261,0,1634900000024.0
"City of Livonia, Precinct 25",1120,259,17,403,0,1634900000025.0
"City of Livonia, Precinct 26",981,229,38,390,0,1634900000026.0
"City of Livonia, Precinct 3",1144,268,27,415,0,1634900000003.0
"City of Livonia, Precinct 4",953,175,21,337,0,1634900000004.0
"City of Livonia, Precinct 5",677,108,27,266,0,1634900000005.0
"City of Livonia, Precinct 6",956,192,25,337,1,1634900000006.0
"City of Livonia, Precinct 7",1228,276,27,435,1,1634900000007.0
"City of Livonia, Precinct 8",970,202,18,330,0,1634900000008.0
"City of Livonia, Precinct 9",1009,240,19,348,0,1634900000009.0
"City of Melvindale, Precinct 1",228,84,5,84,0,1635294000001.0
"City of Melvindale, Precinct 2",166,51,2,63,0,1635294000002.0
"City of Melvindale, Precinct 3",159,54,7,58,0,1635294000003.0
"City of Melvindale, Precinct 4",136,46,4,44,0,1635294000004.0
"City of Melvindale, Precinct 5",175,62,3,72,0,1635294000005.0
"City of Northville, Precinct 1",724,148,31,296,0,1635898000001.0
"City of Plymouth, Precinct 1",660,205,16,272,0,1636506000001.0
"City of Plymouth, Precinct 2",306,138,10,107,0,1636506000002.0
"City of Plymouth, Precinct 3",726,223,23,284,0,1636506000003.0
"City of Plymouth, Precinct 4",554,177,12,209,0,1636506000004.0
"City of River Rouge, Precinct 1",73,20,4,27,0,1636876000001.0
"City of River Rouge, Precinct 2",69,12,2,31,0,1636876000002.0
"City of River Rouge, Precinct 3",56,15,1,24,0,1636876000003.0
"City of River Rouge, Precinct 4",117,16,1,90,1,1636876000004.0
"City of River Rouge, Precinct 5",92,14,2,62,0,1636876000005.0
"City of Riverview, Precinct 1",617,106,16,258,0,1636888000001.0
"City of Riverview, Precinct 2",594,115,17,238,0,1636888000002.0
"City of Riverview, Precinct 3",864,147,19,336,0,1636888000003.0
"City of Rockwood, Precinct 1",16,8,0,0,0,1636918000001.0
"City of Rockwood, Precinct 2",35,12,0,8,0,1636918000002.0
"City of Romulus, Precinct 1",266,52,4,137,0,1636942000001.0
"City of Romulus, Precinct 10",311,63,13,184,0,1636942000010.0
"City of Romulus, Precinct 2",522,97,16,284,0,1636942000002.0
"City of Romulus, Precinct 3",249,31,12,93,0,1636942000003.0
"City of Romulus, Precinct 4",318,80,5,146,0,1636942000004.0
"City of Romulus, Precinct 5",346,69,10,179,0,1636942000005.0
"City of Romulus, Precinct 6",85,12,3,46,0,1636942000006.0
"City of Romulus, Precinct 7",316,71,4,185,1,1636942000007.0
"City of Romulus, Precinct 8",561,118,15,360,0,1636942000008.0
"City of Romulus, Precinct 9",183,40,1,88,1,1636942000009.0
"City of Southgate, Precinct 1",763,181,28,327,0,1637496000001.0
"City of Southgate, Precinct 2",810,161,24,354,1,1637496000002.0
"City of Southgate, Precinct 3",853,236,30,308,0,1637496000003.0
"City of Southgate, Precinct 4",732,173,24,311,0,1637496000004.0
"City of Southgate, Precinct 5",1022,249,30,383,0,1637496000005.0
"City of Taylor, Precinct 1",392,89,16,141,0,1637900000001.0
"City of Taylor, Precinct 10",614,139,19,253,0,1637900000010.0
"City of Taylor, Precinct 11",313,69,9,100,0,1637900000011.0
"City of Taylor, Precinct 12",562,129,12,201,0,1637900000012.0
"City of Taylor, Precinct 13",616,115,9,279,0,1637900000013.0
"City of Taylor, Precinct 14",356,72,14,143,0,1637900000014.0
"City of Taylor, Precinct 15",444,78,10,206,1,1637900000015.0
"City of Taylor, Precinct 2",180,50,1,55,0,1637900000002.0
"City of Taylor, Precinct 3",381,89,10,165,0,1637900000003.0
"City of Taylor, Precinct 4",485,118,12,176,0,1637900000004.0
"City of Taylor, Precinct 5",769,157,12,302,1,1637900000005.0
"City of Taylor, Precinct 6",406,97,10,188,1,1637900000006.0
"City of Taylor, Precinct 7",458,119,12,151,0,1637900000007.0
"City of Taylor, Precinct 8",472,95,14,188,0,1637900000008.0
"City of Taylor, Precinct 9",483,109,11,189,1,1637900000009.0
"City of Trenton, Precinct 1",502,123,16,186,0,1638042000001.0
"City of Trenton, Precinct 2",1096,178,37,439,0,1638042000002.0
"City of Trenton, Precinct 3",956,184,36,355,0,1638042000003.0
"City of Trenton, Precinct 4",1024,177,31,423,0,1638042000004.0
"City of Wayne, Precinct 1",558,155,14,237,0,1638494000001.0
"City of Wayne, Precinct 2",665,160,12,313,0,1638494000002.0
"City of Wayne, Precinct 3",833,186,23,360,0,1638494000003.0
"City of Westland, Precinct 1",658,202,17,271,0,1638600000001.0
"City of Westland, Precinct 10",785,185,19,356,0,1638600000010.0
"City of Westland, Precinct 11",658,140,10,291,0,1638600000011.0
"City of Westland, Precinct 12",585,126,16,216,1,1638600000012.0
"City of Westland, Precinct 13",578,135,12,206,0,1638600000013.0
"City of Westland, Precinct 14",533,116,22,211,0,1638600000014.0
"City of Westland, Precinct 15",325,94,11,111,0,1638600000015.0
"City of Westland, Precinct 16",511,113,15,242,0,1638600000016.0
"City of Westland, Precinct 17",665,191,17,241,0,1638600000017.0
"City of Westland, Precinct 2",638,173,25,293,0,1638600000002.0
"City of Westland, Precinct 28",634,121,13,371,1,1638600000028.0
"City of Westland, Precinct 3",879,192,22,372,0,1638600000003.0
"City of Westland, Precinct 4",783,200,30,290,1,1638600000004.0
"City of Westland, Precinct 5",680,192,17,271,0,1638600000005.0
"City of Westland, Precinct 6",637,165,29,270,2,1638600000006.0
"City of Westland, Precinct 7",717,177,20,300,1,1638600000007.0
"City of Westland, Precinct 8",383,98,10,195,1,1638600000008.0
"City of Westland, Precinct 9",719,131,25,302,0,1638600000009.0
"City of Woodhaven, Precinct 1",412,72,13,172,0,1638838000001.0
"City of Woodhaven, Precinct 2",500,92,22,171,0,1638838000002.0
"City of Woodhaven, Precinct 3",935,187,30,397,0,1638838000003.0
"City of Woodhaven, Precinct 4",243,53,11,87,0,1638838000004.0
"City of Wyandotte, Precinct 1",683,173,23,247,0,1638890000001.0
"City of Wyandotte, Precinct 2",909,271,31,305,0,1638890000002.0
"City of Wyandotte, Precinct 3",812,219,32,323,0,1638890000003.0
"City of Wyandotte, Precinct 4",1101,320,28,397,0,1638890000004.0
"City of Wyandotte, Precinct 5",532,146,16,202,0,1638890000005.0
"Grosse Ile Township, Precinct 1",1440,351,32,423,0,1633542000001.0
"Grosse Ile Township, Precinct 2",676,131,30,203,1,1633542000002.0
"Grosse Ile Township, Precinct 3",925,165,14,246,0,1633542000003.0
"Plymouth Township, Precinct 1",987,288,23,326,0,1636508000001.0
"Plymouth Township, Precinct 2",1206,325,37,436,0,1636508000002.0
"Plymouth Township, Precinct 3",1171,335,20,446,0,1636508000003.0
"Plymouth Township, Precinct 4",1373,299,19,526,0,1636508000004.0
"Plymouth Township, Precinct 5",1119,235,24,428,0,1636508000005.0
"Plymouth Township, Precinct 6",1396,300,28,498,0,1636508000006.0
"Redford Township, Precinct 1",315,110,12,135,0,1636762500001.0
"Redford Township, Precinct 10",569,156,16,293,0,1636762500010.0
"Redford Township, Precinct 11",794,185,26,391,0,1636762500011.0
"Redford Township, Precinct 12",877,206,27,504,0,1636762500012.0
"Redford Township, Precinct 2",34,7,0,15,0,1636762500002.0
"Redford Township, Precinct 3",582,157,16,267,0,1636762500003.0
"Redford Township, Precinct 4",305,88,13,129,0,1636762500004.0
"Redford Township, Precinct 5",762,182,25,435,1,1636762500005.0
"Redford Township, Precinct 6",506,147,14,236,1,1636762500006.0
"Redford Township, Precinct 7",507,129,12,255,0,1636762500007.0
"Redford Township, Precinct 8",574,149,18,293,1,1636762500008.0
"Redford Township, Precinct 9",619,142,17,365,0,1636762500009.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",655,114,17,168,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,0,
"Township of Sumpter, Precinct 1",185,37,1,69,0,1637736000001.0
"Township of Sumpter, Precinct 2",366,65,4,163,0,1637736000002.0
"Township of Sumpter, Precinct 3",398,56,11,147,0,1637736000003.0
"Township of Sumpter, Precinct 4",384,84,12,132,0,1637736000004.0
"Van Buren Township, Precinct 1",758,232,26,277,0,1638166000001.0
"Van Buren Township, Precinct 2",1066,257,35,439,1,1638166000002.0
"Van Buren Township, Precinct 3",928,229,22,416,1,1638166000003.0
"Van Buren Township, Precinct 4",843,228,16,403,0,1638166000004.0
"Van Buren Township, Precinct 5",651,247,9,246,0,1638166000005.0
"Van Buren Township, Precinct 6",852,196,23,390,1,1638166000006.0
"Van Buren Township, Precinct 7",245,53,3,113,0,1638166000007.0
