name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 393",142,23,2,92,0,1632200007393.0
"City of Detroit, Precinct 394",164,30,5,112,0,1632200007394.0
"City of Detroit, Precinct 395",132,33,2,89,0,1632200007395.0
"City of Detroit, Precinct 396",257,64,3,166,0,1632200007396.0
"City of Detroit, Precinct 398",255,78,13,130,1,1632200007398.0
"City of Detroit, Precinct 399",219,46,9,146,1,1632200007399.0
"City of Detroit, Precinct 400",250,55,5,168,0,1632200007400.0
"City of Detroit, Precinct 402",135,27,5,92,0,1632200002402.0
"City of Detroit, Precinct 403",335,111,15,178,1,1632200002403.0
"City of Detroit, Precinct 404",100,22,2,67,0,1632200007404.0
"City of Detroit, Precinct 405",174,27,4,127,0,1632200007405.0
"City of Detroit, Precinct 406",235,45,8,157,0,1632200007406.0
"City of Detroit, Precinct 407",50,8,1,34,0,1632200007407.0
"City of Detroit, Precinct 408",166,37,5,104,0,1632200007408.0
"City of Detroit, Precinct 409",219,48,10,139,1,1632200007409.0
"City of Detroit, Precinct 410",390,83,12,263,1,1632200007410.0
"City of Detroit, Precinct 411",343,72,8,233,1,1632200007411.0
"City of Detroit, Precinct 413",442,101,9,300,1,1632200007413.0
"City of Detroit, Precinct 414",128,30,3,83,2,1632200007414.0
"City of Detroit, Precinct 415",232,59,9,137,0,1632200007415.0
"City of Detroit, Precinct 416",91,16,6,62,0,1632200006416.0
"City of Detroit, Precinct 417",78,16,1,53,0,1632200006417.0
"City of Detroit, Precinct 418",234,50,10,158,0,1632200006418.0
"City of Detroit, Precinct 419",223,48,7,146,0,1632200006419.0
"City of Detroit, Precinct 420",155,42,7,83,1,1632200006420.0
"City of Detroit, Precinct 421",40,9,2,27,0,1632200006421.0
"City of Detroit, Precinct 422",177,46,3,108,0,1632200006422.0
"City of Detroit, Precinct 423",158,78,6,53,1,1632200006423.0
"City of Detroit, Precinct 424",155,94,1,46,0,1632200006424.0
"City of Detroit, Precinct 425",261,194,4,39,0,1632200006425.0
"City of Detroit, Precinct 426",313,104,7,165,1,1632200005426.0
"City of Detroit, Precinct 428",299,115,5,165,1,1632200005428.0
"City of Detroit, Precinct 429",134,24,5,89,0,1632200005429.0
"City of Detroit, Precinct 430",244,46,10,159,1,1632200005430.0
"City of Detroit, Precinct 432",206,52,5,122,1,1632200005432.0
"City of Detroit, Precinct 433",170,58,7,93,0,1632200005433.0
"City of Detroit, Precinct 434",125,25,1,91,0,1632200005434.0
"City of Detroit, Precinct 435",72,23,1,43,0,1632200005435.0
"City of Detroit, Precinct 436",342,175,8,133,0,1632200005436.0
"City of Detroit, Precinct 437",177,75,2,93,0,1632200005437.0
"City of Detroit, Precinct 438",166,66,2,87,0,1632200005438.0
"City of Detroit, Precinct 439",186,65,5,106,1,1632200005439.0
"City of Detroit, Precinct 440",64,15,2,42,0,1632200005440.0
"City of Detroit, Precinct 441",239,71,5,126,0,1632200005441.0
"City of Detroit, Precinct 442",463,213,8,203,0,1632200005442.0
"City of Detroit, Precinct 443",8,1,0,7,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",154,44,3,100,0,1632200005446.0
"City of Detroit, Precinct 447",224,78,6,127,0,1632200005447.0
"City of Detroit, Precinct 448",119,34,4,63,1,1632200005448.0
"City of Detroit, Precinct 449",182,57,4,108,0,1632200005449.0
"City of Detroit, Precinct 450",1,0,0,1,0,1632200005450.0
"City of Detroit, Precinct 452",109,20,2,72,0,1632200005452.0
"City of Detroit, Precinct 453",153,35,6,103,0,1632200006453.0
"City of Detroit, Precinct 457",122,22,3,83,0,1632200006457.0
"City of Detroit, Precinct 458",132,41,6,70,0,1632200006458.0
"City of Detroit, Precinct 460",191,84,11,70,0,1632200006460.0
"City of Detroit, Precinct 461",612,407,8,151,1,1632200006461.0
"City of Detroit, Precinct 462",327,172,10,126,1,1632200006462.0
"City of Detroit, Precinct 464",515,383,6,98,1,1632200006464.0
"City of Detroit, Precinct 466",322,84,5,191,0,1632200006466.0
"City of Detroit, Precinct 470",273,172,10,66,0,1632200006470.0
"City of Detroit, Precinct 471",209,150,5,33,0,1632200006471.0
"City of Detroit, Precinct 472",217,137,2,42,0,1632200006472.0
"City of Detroit, Precinct 473",320,193,5,78,0,1632200006473.0
"City of Detroit, Precinct 474",112,54,1,36,0,1632200006474.0
"City of Detroit, Precinct 475",196,158,1,28,0,1632200006475.0
"City of Detroit, Precinct 477",371,196,4,104,1,1632200006477.0
"City of Detroit, Precinct 479",106,60,2,30,0,1632200006479.0
"City of Detroit, Precinct 480",211,124,5,52,0,1632200006480.0
"City of Detroit, Precinct 481",315,222,10,57,1,1632200006481.0
"City of Detroit, Precinct 482",279,58,7,199,0,1632200006482.0
"City of Detroit, Precinct 483",356,81,7,238,0,1632200006483.0
"City of Detroit, Precinct 484",263,51,8,173,0,1632200006484.0
"City of Detroit, Precinct 485",310,75,11,213,0,1632200006485.0
"City of Detroit, Precinct 490",16,3,0,7,0,1632200002490.0
"City of Detroit, Precinct 491",246,45,8,168,2,1632200004491.0
"City of Detroit, Precinct 493",203,23,11,140,1,1632200005493.0
"City of Detroit, Precinct 495",291,118,2,157,0,1632200001495.0
"City of Detroit, Precinct 496",382,138,6,203,0,1632200005496.0
"City of Detroit, Precinct 497",172,45,9,101,0,1632200005497.0
"City of Detroit, Precinct 500",217,178,1,27,1,1632200006500.0
"City of Detroit, Precinct 501",202,43,6,138,0,1632200001501.0
"City of Detroit, Precinct 502",161,30,2,96,0,1632200004502.0
"City of Ecorse, Precinct 1",214,60,9,93,0,1632474000001.0
"City of Ecorse, Precinct 2",401,109,8,248,0,1632474000002.0
"City of Ecorse, Precinct 3",145,38,1,68,0,1632474000003.0
"City of Ecorse, Precinct 4",368,70,6,277,0,1632474000004.0
"City of Flat Rock, Precinct 1",496,129,8,159,0,1632836000001.0
"City of Flat Rock, Precinct 2",768,195,15,201,0,1632836000002.0
"City of Flat Rock, Precinct 3",825,167,17,251,1,1632836000003.0
"City of Garden City, Precinct 1",805,241,20,250,0,1633142000001.0
"City of Garden City, Precinct 2",622,194,12,176,0,1633142000002.0
"City of Garden City, Precinct 3",650,207,15,200,0,1633142000003.0
"City of Garden City, Precinct 4",313,113,6,82,0,1633142000004.0
"City of Garden City, Precinct 5",424,117,10,120,0,1633142000005.0
"City of Garden City, Precinct 6",655,185,18,182,0,1633142000006.0
"City of Garden City, Precinct 7",543,159,14,160,0,1633142000007.0
"City of Garden City, Precinct 8",876,278,14,283,0,1633142000008.0
"City of Garden City, Precinct 9",546,194,15,154,0,1633142000009.0
"City of Garden City, Precinct 10",520,179,19,152,0,1633142000010.0
"City of Gibraltar, Precinct 1",629,124,6,155,0,1633202000001.0
"City of Gibraltar, Precinct 2",639,117,8,195,0,1633202000002.0
"Grosse Ile Township, Precinct 1",2141,527,40,555,0,1633542000001.0
"Grosse Ile Township, Precinct 2",944,203,33,241,1,1633542000002.0
"Grosse Ile Township, Precinct 3",1263,228,20,307,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",924,348,15,307,2,1633548000001.0
"City of Grosse Pointe, Precinct 2",1075,366,20,368,0,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",1845,549,38,547,1,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1891,615,32,603,0,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",709,332,14,212,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",739,275,14,249,0,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",657,279,16,199,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",738,428,14,159,0,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",686,311,14,215,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",738,333,18,212,0,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",953,199,20,233,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",2120,696,50,635,1,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1914,619,56,564,1,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",2187,737,41,682,1,1633558000003.0
"City of Hamtramck, Precinct 1",319,179,17,92,2,1633628000001.0
"City of Hamtramck, Precinct 2",1118,798,25,130,2,1633628000002.0
"City of Hamtramck, Precinct 3",1070,761,12,139,0,1633628000003.0
"City of Hamtramck, Precinct 4",593,449,13,63,0,1633628000004.0
"City of Hamtramck, Precinct 5",497,388,9,49,1,1633628000005.0
"City of Harper Woods, Precinct 1",773,255,22,372,0,1633670000001.0
"City of Harper Woods, Precinct 2",1103,350,39,546,1,1633670000002.0
"City of Harper Woods, Precinct 3",1450,546,44,601,2,1633670000003.0
"City of Highland Park, Precinct 1",292,81,8,180,0,1633818000001.0
"City of Highland Park, Precinct 2",362,135,9,191,1,1633818000002.0
"City of Highland Park, Precinct 3",338,96,11,192,0,1633818000003.0
"City of Highland Park, Precinct 4",260,58,7,161,0,1633818000004.0
"City of Highland Park, Precinct 5",157,40,6,99,1,1633818000005.0
"City of Highland Park, Precinct 6",213,69,8,118,1,1633818000006.0
"Charter Township of Huron, Precinct 1",921,174,24,256,0,1634004000001.0
"Charter Township of Huron, Precinct 2",861,166,21,218,0,1634004000002.0
"Charter Township of Huron, Precinct 3",1311,264,20,408,0,1634004000003.0
"Charter Township of Huron, Precinct 4",838,168,8,229,0,1634004000004.0
"City of Inkster, District 1 Precinct 1",253,49,2,187,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",177,34,7,120,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",385,99,5,240,1,1634068002001.0
"City of Inkster, District 2 Precinct 2",394,100,12,243,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",273,71,8,167,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",343,72,5,236,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",410,119,13,212,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",343,134,10,137,0,1634068004002.0
"City of Inkster, District 5 Precinct 1",443,90,9,292,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",273,76,3,169,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",280,68,13,168,0,1634068006002.0
"City of Lincoln Park, Precinct 1",891,304,27,312,0,1634780000001.0
"City of Lincoln Park, Precinct 3",816,272,27,322,1,1634780000003.0
"City of Lincoln Park, Precinct 5",1088,365,31,353,1,1634780000005.0
"City of Lincoln Park, Precinct 7",983,344,15,313,0,1634780000007.0
"City of Lincoln Park, Precinct 9",945,298,35,316,1,1634780000009.0
"City of Lincoln Park, Precinct 11",1122,346,30,367,1,1634780000011.0
"City of Livonia, Precinct 1",1175,446,11,364,0,1634900000001.0
"City of Livonia, Precinct 2",1133,267,32,370,0,1634900000002.0
"City of Livonia, Precinct 3",1688,461,31,533,1,1634900000003.0
"City of Livonia, Precinct 4",1282,287,25,413,0,1634900000004.0
"City of Livonia, Precinct 5",932,190,29,313,0,1634900000005.0
"City of Livonia, Precinct 6",1398,317,30,418,2,1634900000006.0
"City of Livonia, Precinct 7",1814,472,31,544,1,1634900000007.0
"City of Livonia, Precinct 8",1486,370,23,461,0,1634900000008.0
"City of Livonia, Precinct 9",1595,482,26,450,0,1634900000009.0
"City of Livonia, Precinct 10",1841,540,35,560,0,1634900000010.0
"City of Livonia, Precinct 11",1504,475,24,397,1,1634900000011.0
"City of Livonia, Precinct 12",1662,457,34,518,0,1634900000012.0
"City of Livonia, Precinct 13",896,233,11,225,0,1634900000013.0
"City of Livonia, Precinct 14",1564,433,35,504,0,1634900000014.0
"City of Livonia, Precinct 15",960,229,20,308,0,1634900000015.0
"City of Livonia, Precinct 16",1485,446,22,443,1,1634900000016.0
"City of Livonia, Precinct 17",1281,359,28,393,1,1634900000017.0
"City of Livonia, Precinct 18",1335,447,29,430,0,1634900000018.0
"City of Livonia, Precinct 19",878,352,17,221,0,1634900000019.0
"City of Livonia, Precinct 20",601,223,15,171,0,1634900000020.0
"City of Livonia, Precinct 21",1431,503,30,388,1,1634900000021.0
"City of Livonia, Precinct 22",646,225,12,210,0,1634900000022.0
"City of Livonia, Precinct 23",694,263,18,215,0,1634900000023.0
"City of Livonia, Precinct 24",1133,377,15,337,0,1634900000024.0
"City of Livonia, Precinct 25",1704,475,23,508,0,1634900000025.0
"City of Livonia, Precinct 26",1475,426,44,488,0,1634900000026.0
"City of Melvindale, Precinct 1",390,168,8,122,0,1635294000001.0
"City of Melvindale, Precinct 2",329,145,4,82,0,1635294000002.0
"City of Melvindale, Precinct 3",306,148,9,82,0,1635294000003.0
"City of Melvindale, Precinct 4",267,120,7,70,0,1635294000004.0
"City of Melvindale, Precinct 5",336,146,6,108,0,1635294000005.0
"City of Northville, Precinct 1",1124,257,33,433,0,1635898000001.0
"Charter Township of Northville, Precinct 1",1386,382,34,445,1,1635900000001.0
"Charter Township of Northville, Precinct 2",1384,534,16,400,1,1635900000002.0
"Charter Township of Northville, Precinct 3",944,285,20,294,0,1635900000003.0
"Charter Township of Northville, Precinct 4",1059,229,23,323,0,1635900000004.0
"Charter Township of Northville, Precinct 5",875,218,22,313,0,1635900000005.0
"Charter Township of Northville, Precinct 6",1226,300,19,403,0,1635900000006.0
"Charter Township of Northville, Precinct 7",1120,263,27,392,0,1635900000007.0
"Charter Township of Northville, Precinct 8",889,280,17,306,0,1635900000008.0
"Charter Township of Northville, Precinct 9",706,231,10,256,0,1635900000009.0
"Charter Township of Northville, Precinct 10",1098,284,23,331,0,1635900000010.0
"City of Plymouth, Precinct 1",1022,385,16,362,0,1636506000001.0
"City of Plymouth, Precinct 2",553,276,13,167,0,1636506000002.0
"City of Plymouth, Precinct 3",1157,414,24,400,0,1636506000003.0
"City of Plymouth, Precinct 4",827,292,13,276,0,1636506000004.0
"Plymouth Township, Precinct 1",1535,517,30,430,0,1636508000001.0
"Plymouth Township, Precinct 2",1710,544,40,535,0,1636508000002.0
"Plymouth Township, Precinct 3",1688,565,22,552,0,1636508000003.0
"Plymouth Township, Precinct 4",1931,504,25,645,1,1636508000004.0
"Plymouth Township, Precinct 5",1692,461,26,546,0,1636508000005.0
"Plymouth Township, Precinct 6",2000,544,31,627,0,1636508000006.0
"Redford Township, Precinct 1",600,233,15,230,0,1636762500001.0
"Redford Township, Precinct 2",74,27,0,25,0,1636762500002.0
"Redford Township, Precinct 3",1033,349,18,398,1,1636762500003.0
"Redford Township, Precinct 4",616,231,22,228,2,1636762500004.0
"Redford Township, Precinct 5",1244,382,34,607,2,1636762500005.0
"Redford Township, Precinct 6",931,322,20,354,2,1636762500006.0
"Redford Township, Precinct 7",876,257,19,430,0,1636762500007.0
"Redford Township, Precinct 8",993,332,25,434,2,1636762500008.0
"Redford Township, Precinct 9",993,271,20,567,0,1636762500009.0
"Redford Township, Precinct 10",1096,375,29,518,2,1636762500010.0
"Redford Township, Precinct 11",1389,445,40,593,1,1636762500011.0
"Redford Township, Precinct 12",1459,421,40,794,0,1636762500012.0
"City of River Rouge, Precinct 1",161,49,6,61,0,1636876000001.0
"City of River Rouge, Precinct 2",136,35,3,55,0,1636876000002.0
"City of River Rouge, Precinct 3",130,44,2,42,0,1636876000003.0
"City of River Rouge, Precinct 4",240,40,4,175,1,1636876000004.0
"City of River Rouge, Precinct 5",171,30,5,113,0,1636876000005.0
"City of Riverview, Precinct 1",932,196,19,307,0,1636888000001.0
"City of Riverview, Precinct 2",927,232,22,323,0,1636888000002.0
"City of Riverview, Precinct 3",1291,282,24,441,0,1636888000003.0
"City of Rockwood, Precinct 1",274,67,2,91,0,1636918000001.0
"City of Rockwood, Precinct 2",457,80,8,118,0,1636918000002.0
"City of Romulus, Precinct 1",461,105,8,206,0,1636942000001.0
"City of Romulus, Precinct 2",880,248,23,421,0,1636942000002.0
"City of Romulus, Precinct 3",426,68,14,128,0,1636942000003.0
"City of Romulus, Precinct 4",490,135,10,212,0,1636942000004.0
"City of Romulus, Precinct 5",544,138,14,258,0,1636942000005.0
"City of Romulus, Precinct 6",203,57,5,88,0,1636942000006.0
"City of Romulus, Precinct 7",491,130,12,266,1,1636942000007.0
"City of Romulus, Precinct 8",891,244,23,518,0,1636942000008.0
"City of Romulus, Precinct 9",306,77,4,129,1,1636942000009.0
"City of Romulus, Precinct 10",464,127,18,240,0,1636942000010.0
"City of Southgate, Precinct 1",1216,352,36,419,0,1637496000001.0
"City of Southgate, Precinct 2",1274,347,32,484,1,1637496000002.0
"City of Southgate, Precinct 3",1387,458,41,417,0,1637496000003.0
"City of Southgate, Precinct 4",1175,342,32,414,0,1637496000004.0
"City of Southgate, Precinct 5",1580,452,31,504,0,1637496000005.0
"Township of Sumpter, Precinct 1",352,69,2,100,0,1637736000001.0
"Township of Sumpter, Precinct 2",653,160,7,216,0,1637736000002.0
"Township of Sumpter, Precinct 3",692,120,13,194,0,1637736000003.0
"Township of Sumpter, Precinct 4",671,140,19,166,0,1637736000004.0
"City of Taylor, Precinct 1",669,208,18,176,0,1637900000001.0
"City of Taylor, Precinct 2",370,120,2,88,0,1637900000002.0
"City of Taylor, Precinct 3",633,189,14,236,0,1637900000003.0
"City of Taylor, Precinct 4",769,222,14,225,0,1637900000004.0
"City of Taylor, Precinct 5",1049,251,17,367,2,1637900000005.0
"City of Taylor, Precinct 6",650,192,14,248,1,1637900000006.0
"City of Taylor, Precinct 7",723,237,15,184,0,1637900000007.0
"City of Taylor, Precinct 8",817,213,16,263,0,1637900000008.0
"City of Taylor, Precinct 9",710,195,13,253,1,1637900000009.0
"City of Taylor, Precinct 10",899,247,25,329,0,1637900000010.0
"City of Taylor, Precinct 11",548,149,15,165,0,1637900000011.0
"City of Taylor, Precinct 12",834,219,15,266,0,1637900000012.0
"City of Taylor, Precinct 13",895,218,15,351,0,1637900000013.0
"City of Taylor, Precinct 14",529,147,15,184,0,1637900000014.0
"City of Taylor, Precinct 15",641,153,13,253,1,1637900000015.0
"City of Trenton, Precinct 1",760,226,18,226,0,1638042000001.0
"City of Trenton, Precinct 2",1685,358,46,544,0,1638042000002.0
"City of Trenton, Precinct 3",1533,380,45,459,0,1638042000003.0
"City of Trenton, Precinct 4",1537,348,33,516,1,1638042000004.0
"Van Buren Township, Precinct 1",1094,407,29,339,0,1638166000001.0
"Van Buren Township, Precinct 2",1530,427,41,577,1,1638166000002.0
"Van Buren Township, Precinct 3",1271,392,25,521,1,1638166000003.0
"Van Buren Township, Precinct 4",1253,424,24,539,1,1638166000004.0
"Van Buren Township, Precinct 5",1053,489,13,329,0,1638166000005.0
"Van Buren Township, Precinct 6",1329,369,30,556,1,1638166000006.0
"Van Buren Township, Precinct 7",360,111,4,135,0,1638166000007.0
"City of Wayne, Precinct 1",985,321,28,329,0,1638494000001.0
"City of Wayne, Precinct 2",1078,338,18,421,1,1638494000002.0
"City of Wayne, Precinct 3",1373,407,41,515,0,1638494000003.0
"City of Westland, Precinct 1",1011,369,19,377,0,1638600000001.0
"City of Westland, Precinct 2",951,305,25,393,0,1638600000002.0
"City of Westland, Precinct 3",1309,352,30,489,0,1638600000003.0
"City of Westland, Precinct 4",1316,453,34,398,1,1638600000004.0
"City of Westland, Precinct 5",1146,420,23,345,0,1638600000005.0
"City of Westland, Precinct 6",992,321,34,363,3,1638600000006.0
"City of Westland, Precinct 7",1080,319,29,396,2,1638600000007.0
"City of Westland, Precinct 8",602,203,16,280,2,1638600000008.0
"City of Westland, Precinct 9",1006,243,28,365,0,1638600000009.0
"City of Westland, Precinct 10",1124,329,21,445,0,1638600000010.0
"City of Westland, Precinct 11",1086,318,14,394,0,1638600000011.0
"City of Westland, Precinct 12",893,261,20,279,2,1638600000012.0
"City of Westland, Precinct 13",910,281,13,269,0,1638600000013.0
"City of Westland, Precinct 14",897,254,26,280,0,1638600000014.0
"City of Westland, Precinct 15",552,180,15,154,0,1638600000015.0
"City of Westland, Precinct 16",798,232,22,317,0,1638600000016.0
"City of Westland, Precinct 17",1029,359,19,335,0,1638600000017.0
"City of Westland, Precinct 28",963,276,18,497,1,1638600000028.0
"City of Woodhaven, Precinct 1",653,141,16,226,0,1638838000001.0
"City of Woodhaven, Precinct 2",857,210,26,239,0,1638838000002.0
"City of Woodhaven, Precinct 3",1401,330,33,512,0,1638838000003.0
"City of Woodhaven, Precinct 4",419,118,12,118,0,1638838000004.0
"City of Wyandotte, Precinct 1",1133,372,26,337,1,1638890000001.0
"City of Wyandotte, Precinct 2",1497,533,38,419,0,1638890000002.0
"City of Wyandotte, Precinct 3",1234,377,35,417,0,1638890000003.0
"City of Wyandotte, Precinct 4",1652,554,35,486,0,1638890000004.0
"City of Wyandotte, Precinct 5",964,323,21,268,0,1638890000005.0
