name,ballots,James D. Hooper,Write-in,id
"City of Dearborn Heights, Precinct 1",380,28,0,1632102000001
"City of Dearborn Heights, Precinct 10",568,53,0,1632102000010
"City of Dearborn Heights, Precinct 11",161,18,0,1632102000011
"City of Dearborn Heights, Precinct 2",418,52,0,1632102000002
"City of Dearborn Heights, Precinct 3",360,78,0,1632102000003
"City of Dearborn Heights, Precinct 4",528,126,0,1632102000004
"City of Dearborn Heights, Precinct 5",419,62,0,1632102000005
"City of Dearborn Heights, Precinct 6",402,75,0,1632102000006
"City of Dearborn Heights, Precinct 7",222,39,0,1632102000007
"City of Dearborn Heights, Precinct 8",344,60,0,1632102000008
"City of Dearborn Heights, Precinct 9",427,62,0,1632102000009
"City of Dearborn, Precinct 1",119,3,0,1632100000001
"City of Dearborn, Precinct 10",157,5,0,1632100000010
"City of Dearborn, Precinct 11",105,8,0,1632100000011
"City of Dearborn, Precinct 12",152,7,0,1632100000012
"City of Dearborn, Precinct 13",175,18,0,1632100000013
"City of Dearborn, Precinct 15",184,10,0,1632100000015
"City of Dearborn, Precinct 16",191,12,1,1632100000016
"City of Dearborn, Precinct 17",245,16,1,1632100000017
"City of Dearborn, Precinct 18",239,18,0,1632100000018
"City of Dearborn, Precinct 19",156,5,0,1632100000019
"City of Dearborn, Precinct 2",161,13,0,1632100000002
"City of Dearborn, Precinct 20",89,0,0,1632100000020
"City of Dearborn, Precinct 21",87,3,0,1632100000021
"City of Dearborn, Precinct 22",416,59,0,1632100000022
"City of Dearborn, Precinct 24",221,32,1,1632100000024
"City of Dearborn, Precinct 25",361,79,0,1632100000025
"City of Dearborn, Precinct 26",298,63,0,1632100000026
"City of Dearborn, Precinct 27",293,47,0,1632100000027
"City of Dearborn, Precinct 28",172,42,0,1632100000028
"City of Dearborn, Precinct 29",270,50,0,1632100000029
"City of Dearborn, Precinct 3",210,10,0,1632100000003
"City of Dearborn, Precinct 31",408,71,1,1632100000031
"City of Dearborn, Precinct 32",261,52,0,1632100000032
"City of Dearborn, Precinct 33",286,44,0,1632100000033
"City of Dearborn, Precinct 34",280,40,0,1632100000034
"City of Dearborn, Precinct 35",455,61,0,1632100000035
"City of Dearborn, Precinct 37",325,47,0,1632100000037
"City of Dearborn, Precinct 38",302,46,0,1632100000038
"City of Dearborn, Precinct 4",160,7,0,1632100000004
"City of Dearborn, Precinct 40",219,26,0,1632100000040
"City of Dearborn, Precinct 41",312,49,1,1632100000041
"City of Dearborn, Precinct 42",536,59,2,1632100000042
"City of Dearborn, Precinct 44",297,44,0,1632100000044
"City of Dearborn, Precinct 45",296,32,0,1632100000045
"City of Dearborn, Precinct 46",284,33,0,1632100000046
"City of Dearborn, Precinct 47",389,68,0,1632100000047
"City of Dearborn, Precinct 49",321,51,0,1632100000049
"City of Dearborn, Precinct 50",217,41,0,1632100000050
"City of Dearborn, Precinct 6",172,6,0,1632100000006
"City of Dearborn, Precinct 7",206,11,0,1632100000007
"City of Dearborn, Precinct 8",171,11,0,1632100000008
"City of Dearborn, Precinct 9",148,6,0,1632100000009
"City of Detroit, Precinct 223",202,3,0,1632200002223
"City of Detroit, Precinct 224",344,4,0,1632200002224
"City of Detroit, Precinct 225",271,3,0,1632200002225
"City of Detroit, Precinct 226",198,3,1,1632200002226
"City of Detroit, Precinct 227",147,0,0,1632200002227
"City of Detroit, Precinct 228",332,4,0,1632200002228
"City of Detroit, Precinct 229",257,3,0,1632200002229
"City of Detroit, Precinct 230",311,1,0,1632200002230
"City of Detroit, Precinct 231",216,1,0,1632200002231
"City of Detroit, Precinct 232",304,0,1,1632200002232
"City of Detroit, Precinct 233",349,2,0,1632200002233
"City of Detroit, Precinct 234",182,0,0,1632200002234
"City of Detroit, Precinct 236",327,3,0,1632200002236
"City of Detroit, Precinct 240",202,2,0,1632200002240
"City of Detroit, Precinct 241",145,3,0,1632200002241
"City of Detroit, Precinct 242",176,2,0,1632200002242
"City of Detroit, Precinct 243",105,0,0,1632200002243
"City of Detroit, Precinct 244",288,5,0,1632200002244
"City of Detroit, Precinct 246",128,2,0,1632200002246
"City of Detroit, Precinct 247",238,1,0,1632200002247
"City of Detroit, Precinct 248",110,1,1,1632200002248
"City of Detroit, Precinct 249",143,3,0,1632200002249
"City of Detroit, Precinct 250",151,1,0,1632200002250
"City of Detroit, Precinct 251",113,3,0,1632200002251
"City of Detroit, Precinct 252",147,2,0,1632200002252
"City of Detroit, Precinct 253",126,1,0,1632200002253
"City of Detroit, Precinct 254",221,5,1,1632200002254
"City of Detroit, Precinct 256",141,0,0,1632200002256
"City of Detroit, Precinct 257",386,4,1,1632200002257
"City of Detroit, Precinct 258",225,1,0,1632200002258
"City of Detroit, Precinct 261",313,13,0,1632200001261
"City of Detroit, Precinct 263",468,5,0,1632200001263
"City of Detroit, Precinct 264",209,3,0,1632200001264
"City of Detroit, Precinct 265",204,2,0,1632200001265
"City of Detroit, Precinct 266",21,0,0,1632200001266
"City of Detroit, Precinct 267",112,0,0,1632200001267
"City of Detroit, Precinct 268",87,1,0,1632200001268
"City of Detroit, Precinct 269",124,3,0,1632200001269
"City of Detroit, Precinct 271",342,5,0,1632200001271
"City of Detroit, Precinct 272",32,0,0,1632200001272
"City of Detroit, Precinct 273",89,3,0,1632200001273
"City of Detroit, Precinct 275",238,6,0,1632200001275
"City of Detroit, Precinct 276",242,1,0,1632200001276
"City of Detroit, Precinct 278",206,1,0,1632200001278
