name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 394",15,3,0,8,0,1632200007394.0
"City of Detroit, Precinct 395",24,9,0,14,0,1632200007395.0
"City of Detroit, Precinct 396",34,5,0,26,0,1632200007396.0
"City of Detroit, Precinct 398",27,7,2,14,0,1632200007398.0
"City of Detroit, Precinct 399",31,5,0,25,0,1632200007399.0
"City of Detroit, Precinct 400",28,1,1,24,0,1632200007400.0
"City of Detroit, Precinct 402",15,5,0,8,0,1632200002402.0
"City of Detroit, Precinct 403",43,11,0,29,0,1632200002403.0
"City of Detroit, Precinct 404",15,2,0,11,0,1632200007404.0
"City of Detroit, Precinct 405",25,1,0,22,0,1632200007405.0
"City of Detroit, Precinct 406",36,12,0,19,0,1632200007406.0
"City of Detroit, Precinct 407",5,0,0,5,0,1632200007407.0
"City of Detroit, Precinct 408",33,5,1,16,0,1632200007408.0
"City of Detroit, Precinct 409",30,10,1,15,0,1632200007409.0
"City of Detroit, Precinct 410",75,12,2,53,0,1632200007410.0
"City of Detroit, Precinct 411",51,15,0,29,0,1632200007411.0
"City of Detroit, Precinct 413",57,8,1,46,0,1632200007413.0
"City of Detroit, Precinct 414",17,1,0,13,2,1632200007414.0
"City of Detroit, Precinct 415",42,11,2,21,0,1632200007415.0
"City of Detroit, Precinct 416",18,5,1,10,0,1632200006416.0
"City of Detroit, Precinct 417",9,1,0,6,0,1632200006417.0
"City of Detroit, Precinct 418",29,5,1,20,0,1632200006418.0
"City of Detroit, Precinct 419",39,3,3,24,0,1632200006419.0
"City of Detroit, Precinct 420",18,2,1,9,1,1632200006420.0
"City of Detroit, Precinct 421",5,0,0,4,0,1632200006421.0
"City of Detroit, Precinct 422",21,3,2,13,0,1632200006422.0
"City of Detroit, Precinct 423",11,3,0,3,0,1632200006423.0
"City of Detroit, Precinct 424",7,0,0,4,0,1632200006424.0
"City of Detroit, Precinct 425",35,24,0,6,0,1632200006425.0
"City of Detroit, Precinct 426",34,14,1,14,0,1632200005426.0
"City of Detroit, Precinct 428",53,14,2,30,0,1632200005428.0
"City of Detroit, Precinct 429",18,5,0,12,0,1632200005429.0
"City of Detroit, Precinct 430",30,6,1,17,0,1632200005430.0
"City of Detroit, Precinct 432",17,7,0,8,0,1632200005432.0
"City of Detroit, Precinct 433",28,8,1,17,0,1632200005433.0
"City of Detroit, Precinct 434",23,10,0,12,0,1632200005434.0
"City of Detroit, Precinct 435",10,2,0,6,0,1632200005435.0
"City of Detroit, Precinct 436",80,39,0,34,0,1632200005436.0
"City of Detroit, Precinct 437",20,8,0,11,0,1632200005437.0
"City of Detroit, Precinct 438",14,5,0,8,0,1632200005438.0
"City of Detroit, Precinct 439",30,11,0,19,0,1632200005439.0
"City of Detroit, Precinct 440",12,2,1,9,0,1632200005440.0
"City of Detroit, Precinct 441",35,14,1,14,0,1632200005441.0
"City of Detroit, Precinct 442",74,35,2,31,0,1632200005442.0
"City of Detroit, Precinct 443",0,0,0,0,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",30,10,0,19,0,1632200005446.0
"City of Detroit, Precinct 447",28,8,0,16,0,1632200005447.0
"City of Detroit, Precinct 448",13,3,0,10,0,1632200005448.0
"City of Detroit, Precinct 449",21,6,0,9,0,1632200005449.0
"City of Detroit, Precinct 450",0,0,0,0,0,1632200005450.0
"City of Detroit, Precinct 452",20,3,0,16,0,1632200005452.0
"City of Detroit, Precinct 453",14,2,1,10,0,1632200006453.0
"City of Detroit, Precinct 457",11,0,0,11,0,1632200006457.0
"City of Detroit, Precinct 458",13,5,0,8,0,1632200006458.0
"City of Detroit, Precinct 460",18,10,0,6,0,1632200006460.0
"City of Detroit, Precinct 461",86,59,0,18,0,1632200006461.0
"City of Detroit, Precinct 462",33,14,0,18,0,1632200006462.0
"City of Detroit, Precinct 464",81,56,1,18,0,1632200006464.0
"City of Detroit, Precinct 466",30,8,0,18,0,1632200006466.0
"City of Detroit, Precinct 470",30,18,1,11,0,1632200006470.0
"City of Detroit, Precinct 471",17,15,0,1,0,1632200006471.0
"City of Detroit, Precinct 472",16,9,1,4,0,1632200006472.0
"City of Detroit, Precinct 473",27,16,0,7,0,1632200006473.0
"City of Detroit, Precinct 474",10,7,0,3,0,1632200006474.0
"City of Detroit, Precinct 475",12,10,0,0,0,1632200006475.0
"City of Detroit, Precinct 477",30,12,0,12,0,1632200006477.0
"City of Detroit, Precinct 479",8,3,0,2,0,1632200006479.0
"City of Detroit, Precinct 480",16,8,0,4,0,1632200006480.0
"City of Detroit, Precinct 481",25,15,1,6,1,1632200006481.0
"City of Detroit, Precinct 482",33,7,0,24,0,1632200006482.0
"City of Detroit, Precinct 483",45,9,0,30,0,1632200006483.0
"City of Detroit, Precinct 484",24,3,0,16,0,1632200006484.0
"City of Detroit, Precinct 485",30,7,0,23,0,1632200006485.0
"City of Detroit, Precinct 490",1,1,0,0,0,1632200002490.0
"City of Detroit, Precinct 491",43,12,1,25,1,1632200004491.0
"City of Detroit, Precinct 493",20,1,1,14,0,1632200005493.0
"City of Detroit, Precinct 495",39,22,1,15,0,1632200001495.0
"City of Detroit, Precinct 496",54,19,0,28,0,1632200005496.0
"City of Detroit, Precinct 497",17,4,1,8,0,1632200005497.0
"City of Detroit, Precinct 500",23,15,0,7,0,1632200006500.0
"City of Detroit, Precinct 501",37,10,0,24,0,1632200001501.0
"City of Detroit, Precinct 502",29,9,0,13,0,1632200004502.0
"City of Ecorse, Precinct 1",97,15,6,60,0,1632474000001.0
"City of Ecorse, Precinct 2",187,41,6,126,0,1632474000002.0
"City of Ecorse, Precinct 3",43,7,1,24,0,1632474000003.0
"City of Ecorse, Precinct 4",177,19,1,151,0,1632474000004.0
"City of Flat Rock, Precinct 1",268,43,5,119,0,1632836000001.0
"City of Flat Rock, Precinct 2",393,72,11,139,0,1632836000002.0
"City of Flat Rock, Precinct 3",417,54,11,167,0,1632836000003.0
"City of Garden City, Precinct 1",417,87,16,175,0,1633142000001.0
"City of Garden City, Precinct 2",321,80,6,125,0,1633142000002.0
"City of Garden City, Precinct 3",315,72,12,132,0,1633142000003.0
"City of Garden City, Precinct 4",134,40,4,53,0,1633142000004.0
"City of Garden City, Precinct 5",189,38,9,76,0,1633142000005.0
"City of Garden City, Precinct 6",331,68,10,129,0,1633142000006.0
"City of Garden City, Precinct 7",275,66,10,101,0,1633142000007.0
"City of Garden City, Precinct 8",434,94,12,183,0,1633142000008.0
"City of Garden City, Precinct 9",274,70,13,115,0,1633142000009.0
"City of Garden City, Precinct 10",276,67,12,110,0,1633142000010.0
"City of Gibraltar, Precinct 1",283,37,4,102,0,1633202000001.0
"City of Gibraltar, Precinct 2",360,52,6,137,0,1633202000002.0
"Grosse Ile Township, Precinct 1",1204,260,29,378,0,1633542000001.0
"Grosse Ile Township, Precinct 2",580,109,27,180,0,1633542000002.0
"Grosse Ile Township, Precinct 3",787,131,12,218,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",541,170,12,212,2,1633548000001.0
"City of Grosse Pointe, Precinct 2",565,150,17,238,0,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",1056,240,33,335,0,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1062,284,22,376,0,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",379,138,10,137,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",424,130,12,165,0,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",397,146,16,126,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",333,152,9,98,0,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",378,135,13,135,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",398,144,17,133,0,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",548,85,17,129,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",1289,333,36,435,0,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1165,284,44,400,1,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",1292,309,33,473,0,1633558000003.0
"City of Hamtramck, Precinct 1",147,73,4,49,0,1633628000001.0
"City of Hamtramck, Precinct 2",631,402,12,86,2,1633628000002.0
"City of Hamtramck, Precinct 3",641,394,7,108,0,1633628000003.0
"City of Hamtramck, Precinct 4",283,194,8,38,0,1633628000004.0
"City of Hamtramck, Precinct 5",208,152,4,22,0,1633628000005.0
"City of Harper Woods, Precinct 1",331,75,12,175,0,1633670000001.0
"City of Harper Woods, Precinct 2",540,134,23,301,0,1633670000002.0
"City of Harper Woods, Precinct 3",749,225,27,340,1,1633670000003.0
"City of Highland Park, Precinct 1",133,22,3,95,0,1633818000001.0
"City of Highland Park, Precinct 2",153,36,2,95,0,1633818000002.0
"City of Highland Park, Precinct 3",161,35,6,95,0,1633818000003.0
"City of Highland Park, Precinct 4",139,15,4,93,0,1633818000004.0
"City of Highland Park, Precinct 5",67,13,1,43,1,1633818000005.0
"City of Highland Park, Precinct 6",86,18,2,53,0,1633818000006.0
"Charter Township of Huron, Precinct 1",530,75,17,196,0,1634004000001.0
"Charter Township of Huron, Precinct 2",475,77,16,149,0,1634004000002.0
"Charter Township of Huron, Precinct 3",793,128,16,304,0,1634004000003.0
"Charter Township of Huron, Precinct 4",434,70,6,159,0,1634004000004.0
"City of Inkster, District 1 Precinct 1",156,20,0,123,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",97,10,2,72,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",214,35,2,149,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",241,42,8,161,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",148,19,2,104,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",182,25,0,137,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",205,36,6,128,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",166,45,7,85,0,1634068004002.0
"City of Inkster, District 5 Precinct 1",253,34,5,198,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",168,26,2,125,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",140,21,6,95,0,1634068006002.0
"City of Lincoln Park, Precinct 1",525,124,24,233,0,1634780000001.0
"City of Lincoln Park, Precinct 3",488,107,18,247,1,1634780000003.0
"City of Lincoln Park, Precinct 5",607,129,25,267,0,1634780000005.0
"City of Lincoln Park, Precinct 7",548,152,11,229,0,1634780000007.0
"City of Lincoln Park, Precinct 9",612,142,31,259,1,1634780000009.0
"City of Lincoln Park, Precinct 11",689,156,26,274,0,1634780000011.0
"City of Livonia, Precinct 1",667,211,8,265,0,1634900000001.0
"City of Livonia, Precinct 2",801,143,28,274,0,1634900000002.0
"City of Livonia, Precinct 3",1067,231,27,403,0,1634900000003.0
"City of Livonia, Precinct 4",891,149,21,316,0,1634900000004.0
"City of Livonia, Precinct 5",637,96,26,252,0,1634900000005.0
"City of Livonia, Precinct 6",883,169,24,318,1,1634900000006.0
"City of Livonia, Precinct 7",1138,241,27,412,1,1634900000007.0
"City of Livonia, Precinct 8",900,180,17,316,0,1634900000008.0
"City of Livonia, Precinct 9",931,202,19,334,0,1634900000009.0
"City of Livonia, Precinct 10",1096,253,26,421,0,1634900000010.0
"City of Livonia, Precinct 11",885,247,21,295,0,1634900000011.0
"City of Livonia, Precinct 12",973,215,27,388,0,1634900000012.0
"City of Livonia, Precinct 13",524,107,6,169,0,1634900000013.0
"City of Livonia, Precinct 14",898,195,27,358,0,1634900000014.0
"City of Livonia, Precinct 15",625,124,16,244,0,1634900000015.0
"City of Livonia, Precinct 16",782,191,15,299,0,1634900000016.0
"City of Livonia, Precinct 17",680,160,21,276,0,1634900000017.0
"City of Livonia, Precinct 18",806,232,21,317,0,1634900000018.0
"City of Livonia, Precinct 19",443,146,10,163,0,1634900000019.0
"City of Livonia, Precinct 20",309,93,11,115,0,1634900000020.0
"City of Livonia, Precinct 21",746,199,19,254,0,1634900000021.0
"City of Livonia, Precinct 22",324,101,7,146,0,1634900000022.0
"City of Livonia, Precinct 23",365,116,12,145,0,1634900000023.0
"City of Livonia, Precinct 24",631,173,10,246,0,1634900000024.0
"City of Livonia, Precinct 25",1017,220,17,384,0,1634900000025.0
"City of Livonia, Precinct 26",915,206,36,368,0,1634900000026.0
"City of Melvindale, Precinct 1",179,47,5,81,0,1635294000001.0
"City of Melvindale, Precinct 2",125,18,2,61,0,1635294000002.0
"City of Melvindale, Precinct 3",124,25,7,57,0,1635294000003.0
"City of Melvindale, Precinct 4",116,35,3,40,0,1635294000004.0
"City of Melvindale, Precinct 5",140,38,3,67,0,1635294000005.0
"City of Northville, Precinct 1",707,141,30,288,0,1635898000001.0
"Charter Township of Northville, Precinct 1",881,184,23,316,0,1635900000001.0
"Charter Township of Northville, Precinct 2",649,174,13,217,0,1635900000002.0
"Charter Township of Northville, Precinct 3",533,117,16,188,0,1635900000003.0
"Charter Township of Northville, Precinct 4",704,88,21,255,0,1635900000004.0
"Charter Township of Northville, Precinct 5",540,93,19,226,0,1635900000005.0
"Charter Township of Northville, Precinct 6",768,128,17,282,0,1635900000006.0
"Charter Township of Northville, Precinct 7",806,134,24,324,0,1635900000007.0
"Charter Township of Northville, Precinct 8",558,141,13,214,0,1635900000008.0
"Charter Township of Northville, Precinct 9",414,103,8,181,0,1635900000009.0
"Charter Township of Northville, Precinct 10",696,124,20,254,0,1635900000010.0
"City of Plymouth, Precinct 1",603,175,16,259,0,1636506000001.0
"City of Plymouth, Precinct 2",262,105,10,98,0,1636506000002.0
"City of Plymouth, Precinct 3",647,183,23,262,0,1636506000003.0
"City of Plymouth, Precinct 4",503,152,11,193,0,1636506000004.0
"Plymouth Township, Precinct 1",877,248,21,294,0,1636508000001.0
"Plymouth Township, Precinct 2",1080,267,37,398,0,1636508000002.0
"Plymouth Township, Precinct 3",1046,278,19,416,0,1636508000003.0
"Plymouth Township, Precinct 4",1234,253,19,473,0,1636508000004.0
"Plymouth Township, Precinct 5",1004,184,23,399,0,1636508000005.0
"Plymouth Township, Precinct 6",1234,234,28,453,0,1636508000006.0
"Redford Township, Precinct 1",289,98,12,125,0,1636762500001.0
"Redford Township, Precinct 2",29,6,0,13,0,1636762500002.0
"Redford Township, Precinct 3",529,136,16,250,0,1636762500003.0
"Redford Township, Precinct 4",276,76,12,122,0,1636762500004.0
"Redford Township, Precinct 5",712,161,25,415,1,1636762500005.0
"Redford Township, Precinct 6",463,130,14,225,1,1636762500006.0
"Redford Township, Precinct 7",465,118,11,242,0,1636762500007.0
"Redford Township, Precinct 8",523,125,17,277,1,1636762500008.0
"Redford Township, Precinct 9",574,121,17,345,0,1636762500009.0
"Redford Township, Precinct 10",510,128,16,269,0,1636762500010.0
"Redford Township, Precinct 11",729,161,25,363,0,1636762500011.0
"Redford Township, Precinct 12",804,178,26,468,0,1636762500012.0
"City of River Rouge, Precinct 1",57,14,3,21,0,1636876000001.0
"City of River Rouge, Precinct 2",50,9,0,25,0,1636876000002.0
"City of River Rouge, Precinct 3",45,13,1,19,0,1636876000003.0
"City of River Rouge, Precinct 4",109,15,1,85,1,1636876000004.0
"City of River Rouge, Precinct 5",80,13,2,53,0,1636876000005.0
"City of Riverview, Precinct 1",582,92,16,253,0,1636888000001.0
"City of Riverview, Precinct 2",542,102,14,223,0,1636888000002.0
"City of Riverview, Precinct 3",819,128,18,320,0,1636888000003.0
"City of Rockwood, Precinct 1",0,0,0,0,0,1636918000001.0
"City of Rockwood, Precinct 2",0,0,0,0,0,1636918000002.0
"City of Romulus, Precinct 1",240,42,4,129,0,1636942000001.0
"City of Romulus, Precinct 2",483,85,16,268,0,1636942000002.0
"City of Romulus, Precinct 3",240,31,11,91,0,1636942000003.0
"City of Romulus, Precinct 4",303,74,5,142,0,1636942000004.0
"City of Romulus, Precinct 5",324,62,8,167,0,1636942000005.0
"City of Romulus, Precinct 6",81,12,3,46,0,1636942000006.0
"City of Romulus, Precinct 7",294,64,4,172,1,1636942000007.0
"City of Romulus, Precinct 8",524,105,14,342,0,1636942000008.0
"City of Romulus, Precinct 9",174,39,1,85,1,1636942000009.0
"City of Romulus, Precinct 10",293,58,12,174,0,1636942000010.0
"City of Southgate, Precinct 1",697,155,27,308,0,1637496000001.0
"City of Southgate, Precinct 2",730,138,23,326,1,1637496000002.0
"City of Southgate, Precinct 3",779,207,27,293,0,1637496000003.0
"City of Southgate, Precinct 4",653,138,24,291,0,1637496000004.0
"City of Southgate, Precinct 5",918,204,30,347,0,1637496000005.0
"Township of Sumpter, Precinct 1",160,30,1,66,0,1637736000001.0
"Township of Sumpter, Precinct 2",308,54,4,146,0,1637736000002.0
"Township of Sumpter, Precinct 3",350,43,11,136,0,1637736000003.0
"Township of Sumpter, Precinct 4",331,66,12,116,0,1637736000004.0
"City of Taylor, Precinct 1",361,78,15,133,0,1637900000001.0
"City of Taylor, Precinct 2",166,44,1,53,0,1637900000002.0
"City of Taylor, Precinct 3",350,79,10,156,0,1637900000003.0
"City of Taylor, Precinct 4",419,96,12,167,0,1637900000004.0
"City of Taylor, Precinct 5",703,136,11,290,1,1637900000005.0
"City of Taylor, Precinct 6",367,80,10,175,1,1637900000006.0
"City of Taylor, Precinct 7",434,109,11,147,0,1637900000007.0
"City of Taylor, Precinct 8",434,90,11,178,0,1637900000008.0
"City of Taylor, Precinct 9",442,94,11,180,0,1637900000009.0
"City of Taylor, Precinct 10",561,124,17,238,0,1637900000010.0
"City of Taylor, Precinct 11",281,54,8,92,0,1637900000011.0
"City of Taylor, Precinct 12",497,106,12,191,0,1637900000012.0
"City of Taylor, Precinct 13",573,105,8,268,0,1637900000013.0
"City of Taylor, Precinct 14",328,64,14,135,0,1637900000014.0
"City of Taylor, Precinct 15",419,70,9,200,1,1637900000015.0
"City of Trenton, Precinct 1",475,109,16,182,0,1638042000001.0
"City of Trenton, Precinct 2",1025,159,37,416,0,1638042000002.0
"City of Trenton, Precinct 3",885,155,35,342,0,1638042000003.0
"City of Trenton, Precinct 4",959,154,30,402,0,1638042000004.0
"Van Buren Township, Precinct 1",652,185,25,256,0,1638166000001.0
"Van Buren Township, Precinct 2",991,224,32,416,1,1638166000002.0
"Van Buren Township, Precinct 3",848,197,22,385,1,1638166000003.0
"Van Buren Township, Precinct 4",735,180,15,365,0,1638166000004.0
"Van Buren Township, Precinct 5",587,207,9,236,0,1638166000005.0
"Van Buren Township, Precinct 6",777,167,21,365,1,1638166000006.0
"Van Buren Township, Precinct 7",218,44,3,108,0,1638166000007.0
"City of Wayne, Precinct 1",526,139,14,226,0,1638494000001.0
"City of Wayne, Precinct 2",623,142,12,305,0,1638494000002.0
"City of Wayne, Precinct 3",778,169,23,344,0,1638494000003.0
"City of Westland, Precinct 1",604,170,17,257,0,1638600000001.0
"City of Westland, Precinct 2",582,140,24,277,0,1638600000002.0
"City of Westland, Precinct 3",820,172,22,359,0,1638600000003.0
"City of Westland, Precinct 4",720,170,30,276,1,1638600000004.0
"City of Westland, Precinct 5",626,160,17,265,0,1638600000005.0
"City of Westland, Precinct 6",585,141,29,256,2,1638600000006.0
"City of Westland, Precinct 7",659,145,20,285,1,1638600000007.0
"City of Westland, Precinct 8",355,83,9,185,1,1638600000008.0
"City of Westland, Precinct 9",684,112,25,296,0,1638600000009.0
"City of Westland, Precinct 10",735,164,19,344,0,1638600000010.0
"City of Westland, Precinct 11",613,124,10,274,0,1638600000011.0
"City of Westland, Precinct 12",560,118,16,208,1,1638600000012.0
"City of Westland, Precinct 13",535,108,12,198,0,1638600000013.0
"City of Westland, Precinct 14",504,107,21,202,0,1638600000014.0
"City of Westland, Precinct 15",287,81,11,106,0,1638600000015.0
"City of Westland, Precinct 16",459,88,14,229,0,1638600000016.0
"City of Westland, Precinct 17",608,158,17,231,0,1638600000017.0
"City of Westland, Precinct 28",605,115,13,358,1,1638600000028.0
"City of Woodhaven, Precinct 1",384,60,13,166,0,1638838000001.0
"City of Woodhaven, Precinct 2",440,73,21,160,0,1638838000002.0
"City of Woodhaven, Precinct 3",824,151,28,364,0,1638838000003.0
"City of Woodhaven, Precinct 4",218,43,11,78,0,1638838000004.0
"City of Wyandotte, Precinct 1",609,146,23,226,0,1638890000001.0
"City of Wyandotte, Precinct 2",781,215,29,278,0,1638890000002.0
"City of Wyandotte, Precinct 3",759,194,31,311,0,1638890000003.0
"City of Wyandotte, Precinct 4",1022,276,27,386,0,1638890000004.0
"City of Wyandotte, Precinct 5",493,128,16,198,0,1638890000005.0
