name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 424",7,4,0,0,1632200006424.0
"City of Detroit, Precinct 425",35,21,9,0,1632200006425.0
"City of Detroit, Precinct 426",34,27,2,0,1632200005426.0
"City of Detroit, Precinct 428",53,47,1,0,1632200005428.0
"City of Detroit, Precinct 429",18,17,0,0,1632200005429.0
"City of Detroit, Precinct 430",30,21,2,1,1632200005430.0
"City of Detroit, Precinct 432",17,14,1,0,1632200005432.0
"City of Detroit, Precinct 433",28,26,0,0,1632200005433.0
"City of Detroit, Precinct 434",23,19,2,0,1632200005434.0
"City of Detroit, Precinct 435",10,7,1,0,1632200005435.0
"City of Detroit, Precinct 436",80,68,5,0,1632200005436.0
"City of Detroit, Precinct 437",20,16,2,0,1632200005437.0
"City of Detroit, Precinct 438",14,10,2,0,1632200005438.0
"City of Detroit, Precinct 439",30,24,5,0,1632200005439.0
"City of Detroit, Precinct 440",12,11,1,0,1632200005440.0
"City of Detroit, Precinct 441",35,24,4,0,1632200005441.0
"City of Detroit, Precinct 442",74,64,1,2,1632200005442.0
"City of Detroit, Precinct 443",0,0,0,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",30,29,0,0,1632200005446.0
"City of Detroit, Precinct 447",28,22,2,0,1632200005447.0
"City of Detroit, Precinct 448",13,12,0,1,1632200005448.0
"City of Detroit, Precinct 449",21,11,2,0,1632200005449.0
"City of Detroit, Precinct 450",0,0,0,0,1632200005450.0
"City of Detroit, Precinct 452",20,14,3,0,1632200005452.0
"City of Detroit, Precinct 453",14,13,0,0,1632200006453.0
"City of Detroit, Precinct 457",11,11,0,0,1632200006457.0
"City of Detroit, Precinct 458",13,7,3,0,1632200006458.0
"City of Detroit, Precinct 460",18,14,2,0,1632200006460.0
"City of Detroit, Precinct 461",86,65,7,1,1632200006461.0
"City of Detroit, Precinct 462",33,29,3,0,1632200006462.0
"City of Detroit, Precinct 464",81,65,5,2,1632200006464.0
"City of Detroit, Precinct 466",30,26,0,0,1632200006466.0
"City of Detroit, Precinct 470",30,24,5,1,1632200006470.0
"City of Detroit, Precinct 471",17,11,4,0,1632200006471.0
"City of Detroit, Precinct 472",16,8,6,0,1632200006472.0
"City of Detroit, Precinct 473",27,17,5,0,1632200006473.0
"City of Detroit, Precinct 474",10,9,0,0,1632200006474.0
"City of Detroit, Precinct 475",12,8,1,0,1632200006475.0
"City of Detroit, Precinct 477",30,19,4,0,1632200006477.0
"City of Detroit, Precinct 479",8,3,0,0,1632200006479.0
"City of Detroit, Precinct 480",16,8,3,0,1632200006480.0
"City of Detroit, Precinct 481",25,18,2,1,1632200006481.0
"City of Detroit, Precinct 482",33,29,0,0,1632200006482.0
"City of Detroit, Precinct 483",45,38,1,0,1632200006483.0
"City of Detroit, Precinct 484",24,17,2,0,1632200006484.0
"City of Detroit, Precinct 485",30,29,0,0,1632200006485.0
"City of Detroit, Precinct 490",1,1,0,0,1632200002490.0
"City of Detroit, Precinct 491",43,33,3,1,1632200004491.0
"City of Detroit, Precinct 493",20,14,0,1,1632200005493.0
"City of Detroit, Precinct 495",39,36,2,0,1632200001495.0
"City of Detroit, Precinct 496",54,39,5,0,1632200005496.0
"City of Detroit, Precinct 497",17,12,0,0,1632200005497.0
"City of Detroit, Precinct 500",23,20,1,0,1632200006500.0
"City of Detroit, Precinct 501",37,30,3,0,1632200001501.0
"City of Detroit, Precinct 502",29,20,4,0,1632200004502.0
"City of Ecorse, Precinct 1",97,73,6,1,1632474000001.0
"City of Ecorse, Precinct 2",187,160,13,0,1632474000002.0
"City of Ecorse, Precinct 3",43,30,1,0,1632474000003.0
"City of Ecorse, Precinct 4",177,156,13,0,1632474000004.0
"City of Flat Rock, Precinct 1",268,156,10,1,1632836000001.0
"City of Flat Rock, Precinct 2",393,191,30,0,1632836000002.0
"City of Flat Rock, Precinct 3",417,212,25,0,1632836000003.0
"City of Garden City, Precinct 1",417,248,25,0,1633142000001.0
"City of Garden City, Precinct 2",321,189,17,0,1633142000002.0
"City of Garden City, Precinct 3",315,174,41,0,1633142000003.0
"City of Garden City, Precinct 4",134,89,8,0,1633142000004.0
"City of Garden City, Precinct 5",189,97,19,1,1633142000005.0
"City of Garden City, Precinct 6",331,181,21,0,1633142000006.0
"City of Garden City, Precinct 7",275,161,15,0,1633142000007.0
"City of Garden City, Precinct 8",434,242,43,0,1633142000008.0
"City of Garden City, Precinct 9",274,168,27,0,1633142000009.0
"City of Garden City, Precinct 10",276,165,18,2,1633142000010.0
"City of Gibraltar, Precinct 1",283,131,12,1,1633202000001.0
"City of Gibraltar, Precinct 2",360,168,21,0,1633202000002.0
"Grosse Ile Township, Precinct 1",1204,606,48,2,1633542000001.0
"Grosse Ile Township, Precinct 2",580,273,44,0,1633542000002.0
"Grosse Ile Township, Precinct 3",787,318,35,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",541,367,16,1,1633548000001.0
"City of Grosse Pointe, Precinct 2",565,362,34,0,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",1056,547,51,1,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1062,631,50,0,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",379,262,21,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",424,271,31,1,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",397,271,17,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",333,240,14,1,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",378,256,30,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",398,269,19,0,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",548,195,34,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",1289,721,71,4,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1165,653,65,3,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",1292,729,76,0,1633558000003.0
"City of Hamtramck, Precinct 1",147,88,24,3,1633628000001.0
"City of Hamtramck, Precinct 2",631,350,104,5,1633628000002.0
"City of Hamtramck, Precinct 3",641,356,112,5,1633628000003.0
"City of Hamtramck, Precinct 4",283,165,54,0,1633628000004.0
"City of Hamtramck, Precinct 5",208,114,47,1,1633628000005.0
"City of Harper Woods, Precinct 1",331,244,19,0,1633670000001.0
"City of Harper Woods, Precinct 2",540,406,46,2,1633670000002.0
"City of Harper Woods, Precinct 3",749,537,49,1,1633670000003.0
"City of Highland Park, Precinct 1",133,118,3,0,1633818000001.0
"City of Highland Park, Precinct 2",153,128,5,0,1633818000002.0
"City of Highland Park, Precinct 3",161,120,15,0,1633818000003.0
"City of Highland Park, Precinct 4",139,100,10,0,1633818000004.0
"City of Highland Park, Precinct 5",67,46,11,0,1633818000005.0
"City of Highland Park, Precinct 6",86,66,5,0,1633818000006.0
"Charter Township of Huron, Precinct 1",530,254,29,1,1634004000001.0
"Charter Township of Huron, Precinct 2",475,213,30,0,1634004000002.0
"Charter Township of Huron, Precinct 3",793,398,51,2,1634004000003.0
"Charter Township of Huron, Precinct 4",434,210,22,0,1634004000004.0
"City of Inkster, District 1 Precinct 1",156,131,11,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",97,73,10,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",214,164,17,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",241,196,13,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",148,114,7,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",182,148,16,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",205,155,13,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",166,115,14,0,1634068004002.0
"City of Inkster, District 5 Precinct 1",253,215,22,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",168,138,11,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",140,113,9,0,1634068006002.0
"City of Lincoln Park, Precinct 1",525,339,35,0,1634780000001.0
"City of Lincoln Park, Precinct 3",488,329,42,0,1634780000003.0
"City of Lincoln Park, Precinct 5",607,371,42,2,1634780000005.0
"City of Lincoln Park, Precinct 7",548,342,48,1,1634780000007.0
"City of Lincoln Park, Precinct 9",612,392,37,0,1634780000009.0
"City of Lincoln Park, Precinct 11",689,393,59,0,1634780000011.0
"City of Livonia, Precinct 1",667,435,44,1,1634900000001.0
"City of Livonia, Precinct 2",801,396,39,0,1634900000002.0
"City of Livonia, Precinct 3",1067,588,60,4,1634900000003.0
"City of Livonia, Precinct 4",891,424,46,2,1634900000004.0
"City of Livonia, Precinct 5",637,338,31,0,1634900000005.0
"City of Livonia, Precinct 6",883,458,45,2,1634900000006.0
"City of Livonia, Precinct 7",1138,594,67,1,1634900000007.0
"City of Livonia, Precinct 8",900,452,51,1,1634900000008.0
"City of Livonia, Precinct 9",931,493,60,2,1634900000009.0
"City of Livonia, Precinct 10",1096,619,73,1,1634900000010.0
"City of Livonia, Precinct 11",885,491,64,0,1634900000011.0
"City of Livonia, Precinct 12",973,552,64,0,1634900000012.0
"City of Livonia, Precinct 13",524,255,26,0,1634900000013.0
"City of Livonia, Precinct 14",898,515,57,1,1634900000014.0
"City of Livonia, Precinct 15",625,353,24,0,1634900000015.0
"City of Livonia, Precinct 16",782,435,60,1,1634900000016.0
"City of Livonia, Precinct 17",680,403,47,0,1634900000017.0
"City of Livonia, Precinct 18",806,493,77,0,1634900000018.0
"City of Livonia, Precinct 19",443,277,41,2,1634900000019.0
"City of Livonia, Precinct 20",309,184,28,0,1634900000020.0
"City of Livonia, Precinct 21",746,420,45,0,1634900000021.0
"City of Livonia, Precinct 22",324,224,27,1,1634900000022.0
"City of Livonia, Precinct 23",365,246,19,0,1634900000023.0
"City of Livonia, Precinct 24",631,373,50,1,1634900000024.0
"City of Livonia, Precinct 25",1017,538,66,1,1634900000025.0
"City of Livonia, Precinct 26",915,529,76,0,1634900000026.0
"City of Melvindale, Precinct 1",179,115,17,0,1635294000001.0
"City of Melvindale, Precinct 2",125,68,12,1,1635294000002.0
"City of Melvindale, Precinct 3",124,78,7,0,1635294000003.0
"City of Melvindale, Precinct 4",116,64,14,0,1635294000004.0
"City of Melvindale, Precinct 5",140,90,13,0,1635294000005.0
"City of Northville, Precinct 1",707,400,40,1,1635898000001.0
"Charter Township of Northville, Precinct 1",881,458,44,0,1635900000001.0
"Charter Township of Northville, Precinct 2",649,349,42,0,1635900000002.0
"Charter Township of Northville, Precinct 3",533,279,32,0,1635900000003.0
"Charter Township of Northville, Precinct 4",704,331,22,0,1635900000004.0
"Charter Township of Northville, Precinct 5",540,302,18,0,1635900000005.0
"Charter Township of Northville, Precinct 6",768,397,33,0,1635900000006.0
"Charter Township of Northville, Precinct 7",806,453,26,0,1635900000007.0
"Charter Township of Northville, Precinct 8",558,338,19,0,1635900000008.0
"Charter Township of Northville, Precinct 9",414,265,26,0,1635900000009.0
"Charter Township of Northville, Precinct 10",696,341,47,0,1635900000010.0
"City of Plymouth, Precinct 1",603,403,44,0,1636506000001.0
"City of Plymouth, Precinct 2",262,190,15,1,1636506000002.0
"City of Plymouth, Precinct 3",647,421,37,1,1636506000003.0
"City of Plymouth, Precinct 4",503,319,31,0,1636506000004.0
"Plymouth Township, Precinct 1",877,523,36,0,1636508000001.0
"Plymouth Township, Precinct 2",1080,621,67,0,1636508000002.0
"Plymouth Township, Precinct 3",1046,649,53,0,1636508000003.0
"Plymouth Township, Precinct 4",1234,668,55,0,1636508000004.0
"Plymouth Township, Precinct 5",1004,547,47,0,1636508000005.0
"Plymouth Township, Precinct 6",1234,643,56,0,1636508000006.0
"Redford Township, Precinct 1",289,221,12,1,1636762500001.0
"Redford Township, Precinct 2",29,15,4,0,1636762500002.0
"Redford Township, Precinct 3",529,362,34,2,1636762500003.0
"Redford Township, Precinct 4",276,184,24,0,1636762500004.0
"Redford Township, Precinct 5",712,541,50,2,1636762500005.0
"Redford Township, Precinct 6",463,328,31,2,1636762500006.0
"Redford Township, Precinct 7",465,336,32,0,1636762500007.0
"Redford Township, Precinct 8",523,388,31,0,1636762500008.0
"Redford Township, Precinct 9",574,442,38,1,1636762500009.0
"Redford Township, Precinct 10",510,370,33,5,1636762500010.0
"Redford Township, Precinct 11",729,516,31,1,1636762500011.0
"Redford Township, Precinct 12",804,607,61,2,1636762500012.0
"City of River Rouge, Precinct 1",57,33,5,0,1636876000001.0
"City of River Rouge, Precinct 2",50,27,7,0,1636876000002.0
"City of River Rouge, Precinct 3",45,29,2,0,1636876000003.0
"City of River Rouge, Precinct 4",109,96,1,0,1636876000004.0
"City of River Rouge, Precinct 5",80,58,9,0,1636876000005.0
"City of Riverview, Precinct 1",582,317,44,2,1636888000001.0
"City of Riverview, Precinct 2",542,314,21,0,1636888000002.0
"City of Riverview, Precinct 3",819,409,53,1,1636888000003.0
"City of Rockwood, Precinct 1",0,0,0,0,1636918000001.0
"City of Rockwood, Precinct 2",0,0,0,0,1636918000002.0
"City of Romulus, Precinct 1",240,155,16,0,1636942000001.0
"City of Romulus, Precinct 2",483,312,53,4,1636942000002.0
"City of Romulus, Precinct 3",240,112,16,0,1636942000003.0
"City of Romulus, Precinct 4",303,194,23,1,1636942000004.0
"City of Romulus, Precinct 5",324,216,19,0,1636942000005.0
"City of Romulus, Precinct 6",81,52,7,2,1636942000006.0
"City of Romulus, Precinct 7",294,225,16,0,1636942000007.0
"City of Romulus, Precinct 8",524,436,19,1,1636942000008.0
"City of Romulus, Precinct 9",174,115,11,1,1636942000009.0
"City of Romulus, Precinct 10",293,225,19,0,1636942000010.0
"City of Southgate, Precinct 1",697,440,44,0,1637496000001.0
"City of Southgate, Precinct 2",730,437,44,1,1637496000002.0
"City of Southgate, Precinct 3",779,482,42,2,1637496000003.0
"City of Southgate, Precinct 4",653,392,52,0,1637496000004.0
"City of Southgate, Precinct 5",918,527,56,2,1637496000005.0
"Township of Sumpter, Precinct 1",160,82,14,1,1637736000001.0
"Township of Sumpter, Precinct 2",308,183,18,0,1637736000002.0
"Township of Sumpter, Precinct 3",350,171,15,2,1637736000003.0
"Township of Sumpter, Precinct 4",331,163,25,0,1637736000004.0
"City of Taylor, Precinct 1",361,198,30,0,1637900000001.0
"City of Taylor, Precinct 2",166,82,14,0,1637900000002.0
"City of Taylor, Precinct 3",350,214,31,0,1637900000003.0
"City of Taylor, Precinct 4",419,247,24,0,1637900000004.0
"City of Taylor, Precinct 5",703,397,35,2,1637900000005.0
"City of Taylor, Precinct 6",367,242,23,0,1637900000006.0
"City of Taylor, Precinct 7",434,229,40,0,1637900000007.0
"City of Taylor, Precinct 8",434,235,37,0,1637900000008.0
"City of Taylor, Precinct 9",442,242,35,2,1637900000009.0
"City of Taylor, Precinct 10",561,350,30,0,1637900000010.0
"City of Taylor, Precinct 11",281,135,18,0,1637900000011.0
"City of Taylor, Precinct 12",497,277,28,1,1637900000012.0
"City of Taylor, Precinct 13",573,348,27,1,1637900000013.0
"City of Taylor, Precinct 14",328,197,19,0,1637900000014.0
"City of Taylor, Precinct 15",419,248,29,1,1637900000015.0
"City of Trenton, Precinct 1",475,283,19,1,1638042000001.0
"City of Trenton, Precinct 2",1025,566,45,1,1638042000002.0
"City of Trenton, Precinct 3",885,479,48,1,1638042000003.0
"City of Trenton, Precinct 4",959,493,84,1,1638042000004.0
"Van Buren Township, Precinct 1",652,422,39,0,1638166000001.0
"Van Buren Township, Precinct 2",991,608,62,2,1638166000002.0
"Van Buren Township, Precinct 3",848,541,55,2,1638166000003.0
"Van Buren Township, Precinct 4",735,496,56,3,1638166000004.0
"Van Buren Township, Precinct 5",587,392,52,1,1638166000005.0
"Van Buren Township, Precinct 6",777,471,70,5,1638166000006.0
"Van Buren Township, Precinct 7",218,141,11,1,1638166000007.0
"City of Wayne, Precinct 1",526,325,44,4,1638494000001.0
"City of Wayne, Precinct 2",623,415,34,1,1638494000002.0
"City of Wayne, Precinct 3",778,470,59,3,1638494000003.0
"City of Westland, Precinct 1",604,398,49,0,1638600000001.0
"City of Westland, Precinct 2",582,396,44,0,1638600000002.0
"City of Westland, Precinct 3",820,495,51,0,1638600000003.0
"City of Westland, Precinct 4",720,405,65,2,1638600000004.0
"City of Westland, Precinct 5",626,380,52,3,1638600000005.0
"City of Westland, Precinct 6",585,368,54,1,1638600000006.0
"City of Westland, Precinct 7",659,379,62,2,1638600000007.0
"City of Westland, Precinct 8",355,260,21,2,1638600000008.0
"City of Westland, Precinct 9",684,380,48,0,1638600000009.0
"City of Westland, Precinct 10",735,454,65,1,1638600000010.0
"City of Westland, Precinct 11",613,362,44,0,1638600000011.0
"City of Westland, Precinct 12",560,300,33,1,1638600000012.0
"City of Westland, Precinct 13",535,266,38,2,1638600000013.0
"City of Westland, Precinct 14",504,295,35,1,1638600000014.0
"City of Westland, Precinct 15",287,175,22,0,1638600000015.0
"City of Westland, Precinct 16",459,299,28,1,1638600000016.0
"City of Westland, Precinct 17",608,355,49,2,1638600000017.0
"City of Westland, Precinct 28",605,433,43,1,1638600000028.0
"City of Woodhaven, Precinct 1",384,221,16,0,1638838000001.0
"City of Woodhaven, Precinct 2",440,222,29,0,1638838000002.0
"City of Woodhaven, Precinct 3",824,505,38,1,1638838000003.0
"City of Woodhaven, Precinct 4",218,120,13,0,1638838000004.0
"City of Wyandotte, Precinct 1",609,365,25,0,1638890000001.0
"City of Wyandotte, Precinct 2",781,459,55,2,1638890000002.0
"City of Wyandotte, Precinct 3",759,486,42,0,1638890000003.0
"City of Wyandotte, Precinct 4",1022,615,71,2,1638890000004.0
"City of Wyandotte, Precinct 5",493,310,30,0,1638890000005.0
