name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 423",158,99,34,0,1632200006423.0
"City of Detroit, Precinct 424",155,107,30,3,1632200006424.0
"City of Detroit, Precinct 425",261,134,78,4,1632200006425.0
"City of Detroit, Precinct 426",313,247,26,1,1632200005426.0
"City of Detroit, Precinct 428",299,250,31,1,1632200005428.0
"City of Detroit, Precinct 429",134,109,9,0,1632200005429.0
"City of Detroit, Precinct 430",244,195,17,2,1632200005430.0
"City of Detroit, Precinct 432",206,168,5,0,1632200005432.0
"City of Detroit, Precinct 433",170,129,23,1,1632200005433.0
"City of Detroit, Precinct 434",125,109,5,1,1632200005434.0
"City of Detroit, Precinct 435",72,55,8,0,1632200005435.0
"City of Detroit, Precinct 436",342,269,40,1,1632200005436.0
"City of Detroit, Precinct 437",177,148,16,2,1632200005437.0
"City of Detroit, Precinct 438",166,132,19,1,1632200005438.0
"City of Detroit, Precinct 439",186,159,15,0,1632200005439.0
"City of Detroit, Precinct 440",64,48,7,1,1632200005440.0
"City of Detroit, Precinct 441",239,179,19,1,1632200005441.0
"City of Detroit, Precinct 442",463,372,37,3,1632200005442.0
"City of Detroit, Precinct 443",8,8,0,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",154,133,13,1,1632200005446.0
"City of Detroit, Precinct 447",224,191,18,0,1632200005447.0
"City of Detroit, Precinct 448",119,95,8,1,1632200005448.0
"City of Detroit, Precinct 449",182,149,12,0,1632200005449.0
"City of Detroit, Precinct 450",1,1,0,0,1632200005450.0
"City of Detroit, Precinct 452",109,80,7,3,1632200005452.0
"City of Detroit, Precinct 453",153,125,17,0,1632200006453.0
"City of Detroit, Precinct 457",122,100,5,1,1632200006457.0
"City of Detroit, Precinct 458",132,96,11,0,1632200006458.0
"City of Detroit, Precinct 460",191,132,29,1,1632200006460.0
"City of Detroit, Precinct 461",612,470,67,3,1632200006461.0
"City of Detroit, Precinct 462",327,271,33,0,1632200006462.0
"City of Detroit, Precinct 464",515,409,53,7,1632200006464.0
"City of Detroit, Precinct 466",322,257,20,0,1632200006466.0
"City of Detroit, Precinct 470",273,183,56,3,1632200006470.0
"City of Detroit, Precinct 471",209,150,33,2,1632200006471.0
"City of Detroit, Precinct 472",217,130,45,1,1632200006472.0
"City of Detroit, Precinct 473",320,221,48,2,1632200006473.0
"City of Detroit, Precinct 474",112,74,12,2,1632200006474.0
"City of Detroit, Precinct 475",196,143,33,2,1632200006475.0
"City of Detroit, Precinct 477",371,237,59,3,1632200006477.0
"City of Detroit, Precinct 479",106,75,13,1,1632200006479.0
"City of Detroit, Precinct 480",211,118,53,3,1632200006480.0
"City of Detroit, Precinct 481",315,182,84,4,1632200006481.0
"City of Detroit, Precinct 482",279,247,14,1,1632200006482.0
"City of Detroit, Precinct 483",356,296,28,0,1632200006483.0
"City of Detroit, Precinct 484",263,204,21,3,1632200006484.0
"City of Detroit, Precinct 485",310,274,19,1,1632200006485.0
"City of Detroit, Precinct 490",16,10,0,0,1632200002490.0
"City of Detroit, Precinct 491",246,199,14,3,1632200004491.0
"City of Detroit, Precinct 493",203,156,11,2,1632200005493.0
"City of Detroit, Precinct 495",291,255,20,0,1632200001495.0
"City of Detroit, Precinct 496",382,319,23,1,1632200005496.0
"City of Detroit, Precinct 497",172,135,18,0,1632200005497.0
"City of Detroit, Precinct 500",217,163,28,3,1632200006500.0
"City of Detroit, Precinct 501",202,175,11,0,1632200001501.0
"City of Detroit, Precinct 502",161,119,9,0,1632200004502.0
"City of Ecorse, Precinct 1",214,136,24,1,1632474000001.0
"City of Ecorse, Precinct 2",401,326,33,0,1632474000002.0
"City of Ecorse, Precinct 3",145,95,10,0,1632474000003.0
"City of Ecorse, Precinct 4",368,316,30,2,1632474000004.0
"City of Flat Rock, Precinct 1",496,254,34,2,1632836000001.0
"City of Flat Rock, Precinct 2",768,331,66,3,1632836000002.0
"City of Flat Rock, Precinct 3",825,366,65,3,1632836000003.0
"City of Garden City, Precinct 1",805,415,83,3,1633142000001.0
"City of Garden City, Precinct 2",622,314,55,0,1633142000002.0
"City of Garden City, Precinct 3",650,307,98,1,1633142000003.0
"City of Garden City, Precinct 4",313,164,32,0,1633142000004.0
"City of Garden City, Precinct 5",424,188,49,1,1633142000005.0
"City of Garden City, Precinct 6",655,307,66,1,1633142000006.0
"City of Garden City, Precinct 7",543,265,55,1,1633142000007.0
"City of Garden City, Precinct 8",876,443,112,5,1633142000008.0
"City of Garden City, Precinct 9",546,290,62,1,1633142000009.0
"City of Garden City, Precinct 10",520,282,54,2,1633142000010.0
"City of Gibraltar, Precinct 1",629,231,52,2,1633202000001.0
"City of Gibraltar, Precinct 2",639,255,54,2,1633202000002.0
"Grosse Ile Township, Precinct 1",2141,941,148,4,1633542000001.0
"Grosse Ile Township, Precinct 2",944,390,80,1,1633542000002.0
"Grosse Ile Township, Precinct 3",1263,466,72,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",924,613,37,2,1633548000001.0
"City of Grosse Pointe, Precinct 2",1075,637,91,3,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",1845,952,142,4,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1891,1066,154,6,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",709,487,60,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",739,456,64,3,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",657,447,42,1,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",738,489,92,4,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",686,463,62,2,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",738,496,54,1,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",953,355,85,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",2120,1171,171,9,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1914,1071,138,8,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",2187,1266,168,0,1633558000003.0
"City of Hamtramck, Precinct 1",319,189,71,6,1633628000001.0
"City of Hamtramck, Precinct 2",1118,660,209,12,1633628000002.0
"City of Hamtramck, Precinct 3",1070,587,223,11,1633628000003.0
"City of Hamtramck, Precinct 4",593,339,106,5,1633628000004.0
"City of Hamtramck, Precinct 5",497,243,136,6,1633628000005.0
"City of Harper Woods, Precinct 1",773,571,73,3,1633670000001.0
"City of Harper Woods, Precinct 2",1103,802,112,6,1633670000002.0
"City of Harper Woods, Precinct 3",1450,1045,121,4,1633670000003.0
"City of Highland Park, Precinct 1",292,237,27,0,1633818000001.0
"City of Highland Park, Precinct 2",362,299,31,1,1633818000002.0
"City of Highland Park, Precinct 3",338,259,31,2,1633818000003.0
"City of Highland Park, Precinct 4",260,194,25,0,1633818000004.0
"City of Highland Park, Precinct 5",157,114,29,0,1633818000005.0
"City of Highland Park, Precinct 6",213,170,18,0,1633818000006.0
"Charter Township of Huron, Precinct 1",921,353,82,2,1634004000001.0
"Charter Township of Huron, Precinct 2",861,324,75,0,1634004000002.0
"Charter Township of Huron, Precinct 3",1311,564,112,6,1634004000003.0
"Charter Township of Huron, Precinct 4",838,333,65,1,1634004000004.0
"City of Inkster, District 1 Precinct 1",253,217,19,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",177,137,20,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",385,294,46,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",394,327,28,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",273,221,19,1,1634068003001.0
"City of Inkster, District 3 Precinct 2",343,285,26,4,1634068003002.0
"City of Inkster, District 4 Precinct 1",410,296,44,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",343,216,38,2,1634068004002.0
"City of Inkster, District 5 Precinct 1",443,353,36,2,1634068005001.0
"City of Inkster, District 6 Precinct 1",273,217,25,1,1634068006001.0
"City of Inkster, District 6 Precinct 2",280,215,32,0,1634068006002.0
"City of Lincoln Park, Precinct 1",891,539,90,2,1634780000001.0
"City of Lincoln Park, Precinct 3",816,508,102,2,1634780000003.0
"City of Lincoln Park, Precinct 5",1088,621,109,6,1634780000005.0
"City of Lincoln Park, Precinct 7",983,546,112,2,1634780000007.0
"City of Lincoln Park, Precinct 9",945,551,85,1,1634780000009.0
"City of Lincoln Park, Precinct 11",1122,612,122,1,1634780000011.0
"City of Livonia, Precinct 1",1175,693,112,1,1634900000001.0
"City of Livonia, Precinct 2",1133,568,80,3,1634900000002.0
"City of Livonia, Precinct 3",1688,860,132,6,1634900000003.0
"City of Livonia, Precinct 4",1282,586,106,5,1634900000004.0
"City of Livonia, Precinct 5",932,458,59,3,1634900000005.0
"City of Livonia, Precinct 6",1398,637,105,5,1634900000006.0
"City of Livonia, Precinct 7",1814,847,149,6,1634900000007.0
"City of Livonia, Precinct 8",1486,698,129,3,1634900000008.0
"City of Livonia, Precinct 9",1595,800,142,4,1634900000009.0
"City of Livonia, Precinct 10",1841,916,177,4,1634900000010.0
"City of Livonia, Precinct 11",1504,735,132,6,1634900000011.0
"City of Livonia, Precinct 12",1662,813,157,0,1634900000012.0
"City of Livonia, Precinct 13",896,388,66,2,1634900000013.0
"City of Livonia, Precinct 14",1564,800,147,3,1634900000014.0
"City of Livonia, Precinct 15",960,470,69,1,1634900000015.0
"City of Livonia, Precinct 16",1485,730,155,4,1634900000016.0
"City of Livonia, Precinct 17",1281,639,118,1,1634900000017.0
"City of Livonia, Precinct 18",1335,736,151,3,1634900000018.0
"City of Livonia, Precinct 19",878,473,107,3,1634900000019.0
"City of Livonia, Precinct 20",601,323,70,0,1634900000020.0
"City of Livonia, Precinct 21",1431,753,149,2,1634900000021.0
"City of Livonia, Precinct 22",646,360,81,3,1634900000022.0
"City of Livonia, Precinct 23",694,409,72,1,1634900000023.0
"City of Livonia, Precinct 24",1133,585,128,3,1634900000024.0
"City of Livonia, Precinct 25",1704,813,155,2,1634900000025.0
"City of Livonia, Precinct 26",1475,787,147,0,1634900000026.0
"City of Melvindale, Precinct 1",390,205,79,2,1635294000001.0
"City of Melvindale, Precinct 2",329,145,78,2,1635294000002.0
"City of Melvindale, Precinct 3",306,154,68,3,1635294000003.0
"City of Melvindale, Precinct 4",267,138,52,0,1635294000004.0
"City of Melvindale, Precinct 5",336,187,63,0,1635294000005.0
"City of Northville, Precinct 1",1124,609,86,2,1635898000001.0
"Charter Township of Northville, Precinct 1",1386,709,120,3,1635900000001.0
"Charter Township of Northville, Precinct 2",1384,738,153,5,1635900000002.0
"Charter Township of Northville, Precinct 3",944,483,77,2,1635900000003.0
"Charter Township of Northville, Precinct 4",1059,487,58,4,1635900000004.0
"Charter Township of Northville, Precinct 5",875,451,59,5,1635900000005.0
"Charter Township of Northville, Precinct 6",1226,619,84,0,1635900000006.0
"Charter Township of Northville, Precinct 7",1120,613,59,0,1635900000007.0
"Charter Township of Northville, Precinct 8",889,517,54,0,1635900000008.0
"Charter Township of Northville, Precinct 9",706,422,60,1,1635900000009.0
"Charter Township of Northville, Precinct 10",1098,514,100,2,1635900000010.0
"City of Plymouth, Precinct 1",1022,644,106,1,1636506000001.0
"City of Plymouth, Precinct 2",553,373,66,3,1636506000002.0
"City of Plymouth, Precinct 3",1157,709,93,4,1636506000003.0
"City of Plymouth, Precinct 4",827,496,65,1,1636506000004.0
"Plymouth Township, Precinct 1",1535,855,104,2,1636508000001.0
"Plymouth Township, Precinct 2",1710,941,144,0,1636508000002.0
"Plymouth Township, Precinct 3",1688,987,124,2,1636508000003.0
"Plymouth Township, Precinct 4",1931,984,145,3,1636508000004.0
"Plymouth Township, Precinct 5",1692,863,132,2,1636508000005.0
"Plymouth Township, Precinct 6",2000,1002,153,4,1636508000006.0
"Redford Township, Precinct 1",600,424,46,1,1636762500001.0
"Redford Township, Precinct 2",74,42,8,0,1636762500002.0
"Redford Township, Precinct 3",1033,665,84,7,1636762500003.0
"Redford Township, Precinct 4",616,403,68,2,1636762500004.0
"Redford Township, Precinct 5",1244,887,115,3,1636762500005.0
"Redford Township, Precinct 6",931,592,88,5,1636762500006.0
"Redford Township, Precinct 7",876,632,62,1,1636762500007.0
"Redford Township, Precinct 8",993,700,89,3,1636762500008.0
"Redford Township, Precinct 9",993,775,71,1,1636762500009.0
"Redford Township, Precinct 10",1096,783,112,10,1636762500010.0
"Redford Township, Precinct 11",1389,941,123,4,1636762500011.0
"Redford Township, Precinct 12",1459,1084,157,6,1636762500012.0
"City of River Rouge, Precinct 1",161,94,17,1,1636876000001.0
"City of River Rouge, Precinct 2",136,77,14,1,1636876000002.0
"City of River Rouge, Precinct 3",130,74,12,0,1636876000003.0
"City of River Rouge, Precinct 4",240,199,15,0,1636876000004.0
"City of River Rouge, Precinct 5",171,131,14,0,1636876000005.0
"City of Riverview, Precinct 1",932,443,75,2,1636888000001.0
"City of Riverview, Precinct 2",927,501,62,2,1636888000002.0
"City of Riverview, Precinct 3",1291,629,102,1,1636888000003.0
"City of Rockwood, Precinct 1",274,138,22,1,1636918000001.0
"City of Rockwood, Precinct 2",457,166,34,1,1636918000002.0
"City of Romulus, Precinct 1",461,275,33,1,1636942000001.0
"City of Romulus, Precinct 2",880,588,93,6,1636942000002.0
"City of Romulus, Precinct 3",426,166,35,0,1636942000003.0
"City of Romulus, Precinct 4",490,304,44,1,1636942000004.0
"City of Romulus, Precinct 5",544,357,46,1,1636942000005.0
"City of Romulus, Precinct 6",203,126,21,2,1636942000006.0
"City of Romulus, Precinct 7",491,368,36,3,1636942000007.0
"City of Romulus, Precinct 8",891,709,56,7,1636942000008.0
"City of Romulus, Precinct 9",306,180,31,1,1636942000009.0
"City of Romulus, Precinct 10",464,338,42,2,1636942000010.0
"City of Southgate, Precinct 1",1216,677,117,2,1637496000001.0
"City of Southgate, Precinct 2",1274,725,109,5,1637496000002.0
"City of Southgate, Precinct 3",1387,766,130,5,1637496000003.0
"City of Southgate, Precinct 4",1175,635,126,3,1637496000004.0
"City of Southgate, Precinct 5",1580,835,139,6,1637496000005.0
"Township of Sumpter, Precinct 1",352,132,34,1,1637736000001.0
"Township of Sumpter, Precinct 2",653,315,59,0,1637736000002.0
"Township of Sumpter, Precinct 3",692,276,39,3,1637736000003.0
"Township of Sumpter, Precinct 4",671,260,51,0,1637736000004.0
"City of Taylor, Precinct 1",669,326,67,3,1637900000001.0
"City of Taylor, Precinct 2",370,172,32,0,1637900000002.0
"City of Taylor, Precinct 3",633,371,59,1,1637900000003.0
"City of Taylor, Precinct 4",769,389,59,1,1637900000004.0
"City of Taylor, Precinct 5",1049,541,82,4,1637900000005.0
"City of Taylor, Precinct 6",650,382,63,4,1637900000006.0
"City of Taylor, Precinct 7",723,344,83,0,1637900000007.0
"City of Taylor, Precinct 8",817,401,76,1,1637900000008.0
"City of Taylor, Precinct 9",710,374,71,4,1637900000009.0
"City of Taylor, Precinct 10",899,519,73,2,1637900000010.0
"City of Taylor, Precinct 11",548,270,48,1,1637900000011.0
"City of Taylor, Precinct 12",834,424,65,2,1637900000012.0
"City of Taylor, Precinct 13",895,490,80,1,1637900000013.0
"City of Taylor, Precinct 14",529,302,42,1,1637900000014.0
"City of Taylor, Precinct 15",641,352,61,3,1637900000015.0
"City of Trenton, Precinct 1",760,405,48,2,1638042000001.0
"City of Trenton, Precinct 2",1685,810,125,2,1638042000002.0
"City of Trenton, Precinct 3",1533,744,124,2,1638042000003.0
"City of Trenton, Precinct 4",1537,719,162,1,1638042000004.0
"Van Buren Township, Precinct 1",1094,643,111,4,1638166000001.0
"Van Buren Township, Precinct 2",1530,904,133,4,1638166000002.0
"Van Buren Township, Precinct 3",1271,808,118,2,1638166000003.0
"Van Buren Township, Precinct 4",1253,851,124,5,1638166000004.0
"Van Buren Township, Precinct 5",1053,686,127,3,1638166000005.0
"Van Buren Township, Precinct 6",1329,804,133,8,1638166000006.0
"Van Buren Township, Precinct 7",360,201,42,1,1638166000007.0
"City of Wayne, Precinct 1",985,546,114,5,1638494000001.0
"City of Wayne, Precinct 2",1078,671,89,3,1638494000002.0
"City of Wayne, Precinct 3",1373,775,164,5,1638494000003.0
"City of Westland, Precinct 1",1011,651,109,0,1638600000001.0
"City of Westland, Precinct 2",951,624,91,0,1638600000002.0
"City of Westland, Precinct 3",1309,736,115,2,1638600000003.0
"City of Westland, Precinct 4",1316,730,139,5,1638600000004.0
"City of Westland, Precinct 5",1146,621,137,8,1638600000005.0
"City of Westland, Precinct 6",992,567,130,4,1638600000006.0
"City of Westland, Precinct 7",1080,603,115,6,1638600000007.0
"City of Westland, Precinct 8",602,450,47,3,1638600000008.0
"City of Westland, Precinct 9",1006,526,93,2,1638600000009.0
"City of Westland, Precinct 10",1124,661,115,3,1638600000010.0
"City of Westland, Precinct 11",1086,623,98,1,1638600000011.0
"City of Westland, Precinct 12",893,457,87,2,1638600000012.0
"City of Westland, Precinct 13",910,445,96,3,1638600000013.0
"City of Westland, Precinct 14",897,469,80,2,1638600000014.0
"City of Westland, Precinct 15",552,291,52,1,1638600000015.0
"City of Westland, Precinct 16",798,486,78,1,1638600000016.0
"City of Westland, Precinct 17",1029,589,116,2,1638600000017.0
"City of Westland, Precinct 28",963,677,95,5,1638600000028.0
"City of Woodhaven, Precinct 1",653,330,46,1,1638838000001.0
"City of Woodhaven, Precinct 2",857,385,79,1,1638838000002.0
"City of Woodhaven, Precinct 3",1401,767,96,3,1638838000003.0
"City of Woodhaven, Precinct 4",419,215,30,0,1638838000004.0
"City of Wyandotte, Precinct 1",1133,619,102,3,1638890000001.0
"City of Wyandotte, Precinct 2",1497,803,164,5,1638890000002.0
"City of Wyandotte, Precinct 3",1234,697,115,2,1638890000003.0
"City of Wyandotte, Precinct 4",1652,884,169,4,1638890000004.0
"City of Wyandotte, Precinct 5",964,507,94,2,1638890000005.0
