name,ballots,T. P. Nykoriak,Write-in,id
"City of Detroit, Precinct 112",9,0,0,1632200004112
"City of Detroit, Precinct 115",22,0,0,1632200004115
"City of Detroit, Precinct 116",10,0,0,1632200004116
"City of Detroit, Precinct 120",24,0,0,1632200005120
"City of Detroit, Precinct 121",6,0,0,1632200003121
"City of Detroit, Precinct 122",10,0,0,1632200005122
"City of Detroit, Precinct 123",10,0,0,1632200005123
"City of Detroit, Precinct 124",80,3,0,1632200005124
"City of Detroit, Precinct 125",28,0,0,1632200005125
"City of Detroit, Precinct 126",37,0,0,1632200005126
"City of Detroit, Precinct 128",7,0,0,1632200005128
"City of Detroit, Precinct 129",4,0,0,1632200005129
"City of Detroit, Precinct 130",5,0,0,1632200005130
"City of Detroit, Precinct 132",31,0,0,1632200005132
"City of Detroit, Precinct 133",29,0,0,1632200005133
"City of Detroit, Precinct 134",19,0,0,1632200005134
"City of Detroit, Precinct 135",13,0,0,1632200004135
"City of Detroit, Precinct 136",49,0,0,1632200005136
"City of Detroit, Precinct 137",5,0,0,1632200005137
"City of Detroit, Precinct 138",16,0,0,1632200005138
"City of Detroit, Precinct 139",12,0,0,1632200005139
"City of Detroit, Precinct 140",5,0,0,1632200005140
"City of Detroit, Precinct 143",26,3,0,1632200006143
"City of Detroit, Precinct 144",41,0,0,1632200006144
"City of Detroit, Precinct 145",20,0,0,1632200006145
"City of Detroit, Precinct 146",23,0,0,1632200006146
"City of Detroit, Precinct 147",18,0,0,1632200005147
"City of Detroit, Precinct 148",14,0,1,1632200006148
"City of Detroit, Precinct 150",19,0,0,1632200006150
"City of Detroit, Precinct 151",34,0,0,1632200006151
"City of Detroit, Precinct 156",6,0,0,1632200005156
"City of Detroit, Precinct 157",15,0,0,1632200006157
"City of Detroit, Precinct 158",32,0,0,1632200005158
"City of Detroit, Precinct 159",21,0,0,1632200005159
"City of Detroit, Precinct 161",39,0,0,1632200005161
"City of Detroit, Precinct 162",34,0,0,1632200005162
"City of Detroit, Precinct 164",4,0,0,1632200005164
"City of Detroit, Precinct 165",56,0,0,1632200005165
"City of Detroit, Precinct 166",1,0,0,1632200007166
"City of Detroit, Precinct 167",27,0,0,1632200005167
"City of Detroit, Precinct 168",30,0,0,1632200005168
"City of Detroit, Precinct 169",17,0,0,1632200005169
"City of Detroit, Precinct 172",8,0,0,1632200003172
"City of Detroit, Precinct 173",15,0,0,1632200003173
"City of Detroit, Precinct 174",1,0,0,1632200003174
"City of Detroit, Precinct 175",4,0,0,1632200003175
"City of Detroit, Precinct 176",8,0,0,1632200003176
"City of Detroit, Precinct 177",6,0,0,1632200003177
"City of Detroit, Precinct 178",8,0,0,1632200003178
"City of Detroit, Precinct 180",10,0,0,1632200003180
"City of Detroit, Precinct 182",14,0,0,1632200003182
"City of Detroit, Precinct 183",6,0,0,1632200003183
"City of Detroit, Precinct 184",17,1,0,1632200003184
"City of Detroit, Precinct 185",4,1,0,1632200003185
"City of Detroit, Precinct 188",1,0,0,1632200003188
"City of Detroit, Precinct 189",11,0,0,1632200003189
"City of Detroit, Precinct 190",4,0,0,1632200003190
"City of Detroit, Precinct 191",9,0,0,1632200003191
"City of Detroit, Precinct 192",7,0,0,1632200003192
"City of Detroit, Precinct 193",9,0,0,1632200003193
"City of Detroit, Precinct 194",15,0,0,1632200003194
"City of Detroit, Precinct 195",7,2,0,1632200003195
"City of Detroit, Precinct 197",2,0,0,1632200003197
"City of Detroit, Precinct 198",11,2,0,1632200003198
"City of Detroit, Precinct 199",1,0,0,1632200003199
"City of Detroit, Precinct 200",21,0,0,1632200002200
"City of Detroit, Precinct 201",67,5,0,1632200002201
"City of Detroit, Precinct 203",41,0,0,1632200002203
"City of Detroit, Precinct 204",24,1,0,1632200002204
"City of Detroit, Precinct 207",53,1,0,1632200002207
"City of Detroit, Precinct 208",44,0,0,1632200002208
"City of Detroit, Precinct 209",6,0,0,1632200002209
"City of Detroit, Precinct 210",20,0,0,1632200002210
"City of Detroit, Precinct 211",23,1,0,1632200002211
"City of Detroit, Precinct 212",6,1,0,1632200005212
"City of Detroit, Precinct 215",7,0,0,1632200005215
"City of Detroit, Precinct 216",0,0,0,1632200005216
"City of Detroit, Precinct 217",15,0,0,1632200005217
"City of Detroit, Precinct 218",2,0,0,1632200005218
"City of Detroit, Precinct 219",8,0,0,1632200005219
"City of Detroit, Precinct 220",2,0,0,1632200005220
"City of Detroit, Precinct 221",17,0,0,1632200002221
"City of Detroit, Precinct 222",15,0,0,1632200002222
"City of Detroit, Precinct 238",19,0,0,1632200002238
"City of Detroit, Precinct 239",16,0,0,1632200002239
"City of Detroit, Precinct 259",24,0,0,1632200002259
"City of Detroit, Precinct 260",17,1,0,1632200002260
"City of Detroit, Precinct 360",0,0,0,1632200006360
"City of Detroit, Precinct 386",18,1,0,1632200002386
"City of Detroit, Precinct 387",7,1,0,1632200002387
"City of Detroit, Precinct 390",6,0,1,1632200002390
"City of Detroit, Precinct 396",10,0,0,1632200007396
"City of Detroit, Precinct 398",19,0,0,1632200007398
"City of Detroit, Precinct 399",5,1,0,1632200007399
"City of Detroit, Precinct 400",3,0,0,1632200007400
"City of Detroit, Precinct 402",11,0,0,1632200002402
"City of Detroit, Precinct 405",1,0,0,1632200007405
"City of Detroit, Precinct 409",8,0,0,1632200007409
"City of Detroit, Precinct 414",2,0,0,1632200007414
"City of Detroit, Precinct 415",6,0,0,1632200007415
"City of Detroit, Precinct 416",4,0,0,1632200006416
"City of Detroit, Precinct 417",3,0,0,1632200006417
"City of Detroit, Precinct 418",2,0,0,1632200006418
"City of Detroit, Precinct 419",7,0,0,1632200006419
"City of Detroit, Precinct 420",4,0,0,1632200006420
"City of Detroit, Precinct 421",1,0,0,1632200006421
"City of Detroit, Precinct 422",1,1,0,1632200006422
"City of Detroit, Precinct 423",8,0,0,1632200006423
"City of Detroit, Precinct 424",3,2,0,1632200006424
"City of Detroit, Precinct 425",15,0,0,1632200006425
"City of Detroit, Precinct 426",16,1,0,1632200005426
"City of Detroit, Precinct 428",18,0,0,1632200005428
"City of Detroit, Precinct 429",1,0,0,1632200005429
"City of Detroit, Precinct 430",7,0,0,1632200005430
"City of Detroit, Precinct 432",5,0,0,1632200005432
"City of Detroit, Precinct 433",13,0,0,1632200005433
"City of Detroit, Precinct 434",4,0,0,1632200005434
"City of Detroit, Precinct 435",0,0,0,1632200005435
"City of Detroit, Precinct 436",28,2,0,1632200005436
"City of Detroit, Precinct 437",4,0,0,1632200005437
"City of Detroit, Precinct 438",6,0,0,1632200005438
"City of Detroit, Precinct 439",4,0,0,1632200005439
"City of Detroit, Precinct 440",5,0,0,1632200005440
"City of Detroit, Precinct 441",9,0,0,1632200005441
"City of Detroit, Precinct 442",30,0,0,1632200005442
"City of Detroit, Precinct 443",1,0,0,1632200005443
"City of Detroit, Precinct 444",0,0,0,1632200006444
"City of Detroit, Precinct 446",2,0,0,1632200005446
"City of Detroit, Precinct 447",6,1,0,1632200005447
"City of Detroit, Precinct 448",5,1,0,1632200005448
"City of Detroit, Precinct 449",7,0,0,1632200005449
"City of Detroit, Precinct 450",0,0,0,1632200005450
"City of Detroit, Precinct 452",2,0,0,1632200005452
"City of Detroit, Precinct 453",6,0,0,1632200006453
"City of Detroit, Precinct 457",5,0,0,1632200006457
"City of Detroit, Precinct 458",1,0,0,1632200006458
"City of Detroit, Precinct 460",16,1,0,1632200006460
"City of Detroit, Precinct 461",66,1,0,1632200006461
"City of Detroit, Precinct 462",28,1,0,1632200006462
"City of Detroit, Precinct 464",34,0,0,1632200006464
"City of Detroit, Precinct 466",11,0,0,1632200006466
"City of Detroit, Precinct 470",15,0,0,1632200006470
"City of Detroit, Precinct 471",18,0,0,1632200006471
"City of Detroit, Precinct 472",12,0,0,1632200006472
"City of Detroit, Precinct 473",18,2,0,1632200006473
"City of Detroit, Precinct 474",11,1,0,1632200006474
"City of Detroit, Precinct 475",18,2,0,1632200006475
"City of Detroit, Precinct 477",21,1,0,1632200006477
"City of Detroit, Precinct 479",5,1,0,1632200006479
"City of Detroit, Precinct 480",17,1,0,1632200006480
"City of Detroit, Precinct 481",24,0,0,1632200006481
"City of Detroit, Precinct 482",1,0,0,1632200006482
"City of Detroit, Precinct 483",6,0,0,1632200006483
"City of Detroit, Precinct 484",0,0,0,1632200006484
"City of Detroit, Precinct 485",2,0,0,1632200006485
"City of Detroit, Precinct 490",0,0,0,1632200002490
"City of Detroit, Precinct 491",6,1,0,1632200004491
"City of Detroit, Precinct 493",4,0,0,1632200005493
"City of Detroit, Precinct 496",7,0,0,1632200005496
"City of Detroit, Precinct 497",2,0,0,1632200005497
"City of Detroit, Precinct 500",11,0,0,1632200006500
"City of Detroit, Precinct 502",8,1,0,1632200004502
"City of Ecorse, Precinct 1",10,2,0,1632474000001
"City of Ecorse, Precinct 2",12,2,1,1632474000002
"City of Ecorse, Precinct 3",10,1,0,1632474000003
"City of Ecorse, Precinct 4",11,0,0,1632474000004
"City of Grosse Pointe, Precinct 1",91,20,0,1633548000001
"City of Grosse Pointe, Precinct 2",109,27,1,1633548000002
"City of Grosse Pointe Farms, Precinct 1",146,39,1,1633552000001
"City of Grosse Pointe Farms, Precinct 2",170,34,1,1633552000002
"City of Grosse Pointe Park, Precinct 1",65,3,0,1633554000001
"City of Grosse Pointe Park, Precinct 2",56,10,0,1633554000002
"City of Grosse Pointe Park, Precinct 4",48,5,0,1633554000004
"City of Grosse Pointe Park, Precinct 5",74,9,0,1633554000005
"City of Grosse Pointe Park, Precinct 6",48,11,2,1633554000006
"City of Grosse Pointe Park, Precinct 7",62,5,3,1633554000007
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",107,27,2,1638245300001
"City of Grosse Pointe Woods, Precinct 1",175,39,2,1633558000001
"City of Grosse Pointe Woods, Precinct 2",177,48,0,1633558000002
"City of Grosse Pointe Woods, Precinct 3",226,46,0,1633558000003
"City of Hamtramck, Precinct 1",17,0,0,1633628000001
"City of Hamtramck, Precinct 2",48,0,0,1633628000002
"City of Hamtramck, Precinct 3",49,2,0,1633628000003
"City of Hamtramck, Precinct 4",27,0,0,1633628000004
"City of Hamtramck, Precinct 5",25,1,0,1633628000005
"City of Harper Woods, Precinct 1",52,8,0,1633670000001
"City of Harper Woods, Precinct 2",76,6,0,1633670000002
"City of Harper Woods, Precinct 3",100,10,0,1633670000003
"City of Highland Park, Precinct 1",7,0,0,1633818000001
"City of Highland Park, Precinct 2",43,0,0,1633818000002
"City of Highland Park, Precinct 3",15,2,0,1633818000003
"City of Highland Park, Precinct 4",15,0,0,1633818000004
"City of Highland Park, Precinct 5",6,0,0,1633818000005
"City of Highland Park, Precinct 6",8,1,0,1633818000006
"City of Lincoln Park, Precinct 1",65,14,0,1634780000001
"City of Lincoln Park, Precinct 3",57,10,0,1634780000003
"City of Lincoln Park, Precinct 5",71,21,1,1634780000005
"City of Lincoln Park, Precinct 7",96,26,0,1634780000007
"City of Lincoln Park, Precinct 9",74,19,1,1634780000009
"City of Lincoln Park, Precinct 11",96,36,0,1634780000011
"City of Melvindale, Precinct 1",49,6,0,1635294000001
"City of Melvindale, Precinct 2",41,4,0,1635294000002
"City of Melvindale, Precinct 3",35,5,0,1635294000003
"City of Melvindale, Precinct 4",20,3,1,1635294000004
"City of Melvindale, Precinct 5",35,6,0,1635294000005
"City of River Rouge, Precinct 1",16,0,0,1636876000001
"City of River Rouge, Precinct 2",19,1,0,1636876000002
"City of River Rouge, Precinct 3",11,3,0,1636876000003
"City of River Rouge, Precinct 4",8,1,0,1636876000004
"City of River Rouge, Precinct 5",12,1,0,1636876000005
"City of Romulus, Precinct 1",26,5,0,1636942000001
"City of Romulus, Precinct 2",39,9,0,1636942000002
"City of Romulus, Precinct 3",9,4,0,1636942000003
"City of Romulus, Precinct 4",15,4,0,1636942000004
"City of Romulus, Precinct 5",22,0,0,1636942000005
"City of Romulus, Precinct 6",4,3,0,1636942000006
"City of Romulus, Precinct 7",22,1,0,1636942000007
"City of Romulus, Precinct 8",37,3,0,1636942000008
"City of Romulus, Precinct 9",9,3,0,1636942000009
"City of Romulus, Precinct 10",18,2,0,1636942000010
"City of Southgate, Precinct 1",66,18,0,1637496000001
"City of Southgate, Precinct 2",80,21,1,1637496000002
"City of Southgate, Precinct 3",74,19,1,1637496000003
"City of Southgate, Precinct 4",79,16,0,1637496000004
"City of Southgate, Precinct 5",104,19,0,1637496000005
"City of Taylor, Precinct 1",31,7,0,1637900000001
"City of Taylor, Precinct 2",14,4,0,1637900000002
"City of Taylor, Precinct 3",31,11,0,1637900000003
"City of Taylor, Precinct 4",66,28,0,1637900000004
"City of Taylor, Precinct 5",66,27,2,1637900000005
"City of Taylor, Precinct 6",39,6,0,1637900000006
"City of Taylor, Precinct 7",24,8,0,1637900000007
"City of Taylor, Precinct 8",38,18,0,1637900000008
"City of Taylor, Precinct 9",41,15,0,1637900000009
"City of Taylor, Precinct 10",53,15,2,1637900000010
"City of Taylor, Precinct 11",32,8,0,1637900000011
"City of Taylor, Precinct 12",65,30,0,1637900000012
"City of Taylor, Precinct 13",43,20,0,1637900000013
"City of Taylor, Precinct 14",28,11,0,1637900000014
"City of Taylor, Precinct 15",25,10,0,1637900000015
"City of Wayne, Precinct 1",32,3,1,1638494000001
"City of Wayne, Precinct 2",42,14,0,1638494000002
"City of Wayne, Precinct 3",55,15,2,1638494000003
"City of Wyandotte, Precinct 1",74,24,0,1638890000001
"City of Wyandotte, Precinct 2",128,34,1,1638890000002
"City of Wyandotte, Precinct 3",53,13,0,1638890000003
"City of Wyandotte, Precinct 4",79,21,1,1638890000004
"City of Wyandotte, Precinct 5",39,11,0,1638890000005
