name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 424",108,75,28,3,1632200006424.0
"City of Detroit, Precinct 425",140,59,55,4,1632200006425.0
"City of Detroit, Precinct 426",151,114,18,1,1632200005426.0
"City of Detroit, Precinct 428",139,114,21,0,1632200005428.0
"City of Detroit, Precinct 429",39,35,2,0,1632200005429.0
"City of Detroit, Precinct 430",87,75,9,1,1632200005430.0
"City of Detroit, Precinct 432",61,53,1,0,1632200005432.0
"City of Detroit, Precinct 433",71,49,17,1,1632200005433.0
"City of Detroit, Precinct 434",43,37,2,1,1632200005434.0
"City of Detroit, Precinct 435",35,24,7,0,1632200005435.0
"City of Detroit, Precinct 436",119,91,17,1,1632200005436.0
"City of Detroit, Precinct 437",79,65,8,1,1632200005437.0
"City of Detroit, Precinct 438",75,61,10,1,1632200005438.0
"City of Detroit, Precinct 439",82,73,6,0,1632200005439.0
"City of Detroit, Precinct 440",18,12,2,1,1632200005440.0
"City of Detroit, Precinct 441",61,51,6,1,1632200005441.0
"City of Detroit, Precinct 442",199,157,22,1,1632200005442.0
"City of Detroit, Precinct 443",4,4,0,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",49,42,3,1,1632200005446.0
"City of Detroit, Precinct 447",114,101,11,0,1632200005447.0
"City of Detroit, Precinct 448",49,41,5,0,1632200005448.0
"City of Detroit, Precinct 449",80,65,6,0,1632200005449.0
"City of Detroit, Precinct 450",1,1,0,0,1632200005450.0
"City of Detroit, Precinct 452",49,34,4,2,1632200005452.0
"City of Detroit, Precinct 453",71,54,14,0,1632200006453.0
"City of Detroit, Precinct 457",33,28,2,1,1632200006457.0
"City of Detroit, Precinct 458",62,50,5,0,1632200006458.0
"City of Detroit, Precinct 460",101,70,16,0,1632200006460.0
"City of Detroit, Precinct 461",269,201,41,2,1632200006461.0
"City of Detroit, Precinct 462",179,146,24,0,1632200006462.0
"City of Detroit, Precinct 464",277,220,32,5,1632200006464.0
"City of Detroit, Precinct 466",120,100,12,0,1632200006466.0
"City of Detroit, Precinct 470",138,86,36,1,1632200006470.0
"City of Detroit, Precinct 471",123,84,25,1,1632200006471.0
"City of Detroit, Precinct 472",117,70,28,0,1632200006472.0
"City of Detroit, Precinct 473",168,112,31,2,1632200006473.0
"City of Detroit, Precinct 474",47,27,7,2,1632200006474.0
"City of Detroit, Precinct 475",137,95,31,2,1632200006475.0
"City of Detroit, Precinct 477",194,121,40,1,1632200006477.0
"City of Detroit, Precinct 479",56,42,10,1,1632200006479.0
"City of Detroit, Precinct 480",103,53,33,1,1632200006480.0
"City of Detroit, Precinct 481",164,90,55,0,1632200006481.0
"City of Detroit, Precinct 482",115,99,11,1,1632200006482.0
"City of Detroit, Precinct 483",153,128,15,0,1632200006483.0
"City of Detroit, Precinct 484",105,85,12,1,1632200006484.0
"City of Detroit, Precinct 485",140,124,11,1,1632200006485.0
"City of Detroit, Precinct 490",5,4,0,0,1632200002490.0
"City of Detroit, Precinct 491",55,43,7,0,1632200004491.0
"City of Detroit, Precinct 493",48,40,4,1,1632200005493.0
"City of Detroit, Precinct 495",130,108,14,0,1632200001495.0
"City of Detroit, Precinct 496",129,110,9,0,1632200005496.0
"City of Detroit, Precinct 497",65,53,10,0,1632200005497.0
"City of Detroit, Precinct 500",130,95,21,2,1632200006500.0
"City of Detroit, Precinct 501",58,52,3,0,1632200001501.0
"City of Detroit, Precinct 502",56,44,3,0,1632200004502.0
"City of Ecorse, Precinct 1",107,56,17,0,1632474000001.0
"City of Ecorse, Precinct 2",202,158,20,0,1632474000002.0
"City of Ecorse, Precinct 3",92,56,9,0,1632474000003.0
"City of Ecorse, Precinct 4",180,152,15,2,1632474000004.0
"City of Flat Rock, Precinct 1",215,91,23,1,1632836000001.0
"City of Flat Rock, Precinct 2",335,121,34,3,1632836000002.0
"City of Flat Rock, Precinct 3",374,140,38,2,1632836000003.0
"City of Garden City, Precinct 1",353,147,54,3,1633142000001.0
"City of Garden City, Precinct 2",277,114,33,0,1633142000002.0
"City of Garden City, Precinct 3",308,122,49,1,1633142000003.0
"City of Garden City, Precinct 4",167,70,24,0,1633142000004.0
"City of Garden City, Precinct 5",215,84,26,0,1633142000005.0
"City of Garden City, Precinct 6",298,111,44,1,1633142000006.0
"City of Garden City, Precinct 7",243,91,37,1,1633142000007.0
"City of Garden City, Precinct 8",413,186,63,5,1633142000008.0
"City of Garden City, Precinct 9",246,110,31,1,1633142000009.0
"City of Garden City, Precinct 10",216,105,27,0,1633142000010.0
"City of Gibraltar, Precinct 1",272,75,32,1,1633202000001.0
"City of Gibraltar, Precinct 2",220,64,29,2,1633202000002.0
"Grosse Ile Township, Precinct 1",701,236,66,2,1633542000001.0
"Grosse Ile Township, Precinct 2",268,75,28,0,1633542000002.0
"Grosse Ile Township, Precinct 3",338,101,24,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",292,186,18,1,1633548000001.0
"City of Grosse Pointe, Precinct 2",401,213,47,3,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",643,323,78,3,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",659,330,87,5,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",265,169,33,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",259,147,30,2,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",212,141,19,1,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",331,198,67,3,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",260,177,30,2,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",278,179,32,1,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",298,112,31,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",656,347,83,4,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",572,310,59,5,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",669,395,76,0,1633558000003.0
"City of Hamtramck, Precinct 1",155,94,39,2,1633628000001.0
"City of Hamtramck, Precinct 2",439,280,92,5,1633628000002.0
"City of Hamtramck, Precinct 3",380,205,100,6,1633628000003.0
"City of Hamtramck, Precinct 4",283,158,46,5,1633628000004.0
"City of Hamtramck, Precinct 5",264,121,82,5,1633628000005.0
"City of Harper Woods, Precinct 1",390,291,48,3,1633670000001.0
"City of Harper Woods, Precinct 2",487,338,59,4,1633670000002.0
"City of Harper Woods, Precinct 3",601,436,58,3,1633670000003.0
"City of Highland Park, Precinct 1",152,114,22,0,1633818000001.0
"City of Highland Park, Precinct 2",166,134,23,1,1633818000002.0
"City of Highland Park, Precinct 3",162,127,15,2,1633818000003.0
"City of Highland Park, Precinct 4",106,82,14,0,1633818000004.0
"City of Highland Park, Precinct 5",84,64,16,0,1633818000005.0
"City of Highland Park, Precinct 6",119,99,12,0,1633818000006.0
"Charter Township of Huron, Precinct 1",335,79,45,1,1634004000001.0
"Charter Township of Huron, Precinct 2",343,96,38,0,1634004000002.0
"Charter Township of Huron, Precinct 3",439,129,56,4,1634004000003.0
"Charter Township of Huron, Precinct 4",364,104,41,1,1634004000004.0
"City of Inkster, District 1 Precinct 1",78,68,8,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",75,60,9,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",149,117,24,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",131,116,9,0,1634068002002.0
"City of Inkster, District 3 Precinct 1",108,91,11,1,1634068003001.0
"City of Inkster, District 3 Precinct 2",148,124,10,4,1634068003002.0
"City of Inkster, District 4 Precinct 1",178,122,29,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",154,83,21,1,1634068004002.0
"City of Inkster, District 5 Precinct 1",175,125,12,2,1634068005001.0
"City of Inkster, District 6 Precinct 1",92,70,11,1,1634068006001.0
"City of Inkster, District 6 Precinct 2",118,84,20,0,1634068006002.0
"City of Lincoln Park, Precinct 1",301,163,49,2,1634780000001.0
"City of Lincoln Park, Precinct 3",271,147,48,2,1634780000003.0
"City of Lincoln Park, Precinct 5",410,215,59,3,1634780000005.0
"City of Lincoln Park, Precinct 7",339,155,50,1,1634780000007.0
"City of Lincoln Park, Precinct 9",259,126,36,1,1634780000009.0
"City of Lincoln Park, Precinct 11",337,177,53,1,1634780000011.0
"City of Livonia, Precinct 1",466,237,60,0,1634900000001.0
"City of Livonia, Precinct 2",301,155,38,3,1634900000002.0
"City of Livonia, Precinct 3",544,235,62,1,1634900000003.0
"City of Livonia, Precinct 4",329,124,52,3,1634900000004.0
"City of Livonia, Precinct 5",255,98,24,3,1634900000005.0
"City of Livonia, Precinct 6",442,151,48,3,1634900000006.0
"City of Livonia, Precinct 7",586,210,75,5,1634900000007.0
"City of Livonia, Precinct 8",516,214,73,2,1634900000008.0
"City of Livonia, Precinct 9",586,273,67,2,1634900000009.0
"City of Livonia, Precinct 10",636,246,92,3,1634900000010.0
"City of Livonia, Precinct 11",528,203,59,6,1634900000011.0
"City of Livonia, Precinct 12",581,210,80,0,1634900000012.0
"City of Livonia, Precinct 13",342,121,34,2,1634900000013.0
"City of Livonia, Precinct 14",606,259,78,0,1634900000014.0
"City of Livonia, Precinct 15",291,98,41,1,1634900000015.0
"City of Livonia, Precinct 16",616,256,78,3,1634900000016.0
"City of Livonia, Precinct 17",545,214,67,1,1634900000017.0
"City of Livonia, Precinct 18",465,218,60,2,1634900000018.0
"City of Livonia, Precinct 19",399,174,60,1,1634900000019.0
"City of Livonia, Precinct 20",272,128,40,0,1634900000020.0
"City of Livonia, Precinct 21",622,305,90,1,1634900000021.0
"City of Livonia, Precinct 22",290,117,53,2,1634900000022.0
"City of Livonia, Precinct 23",283,134,43,1,1634900000023.0
"City of Livonia, Precinct 24",441,186,68,2,1634900000024.0
"City of Livonia, Precinct 25",584,233,77,1,1634900000025.0
"City of Livonia, Precinct 26",494,222,62,0,1634900000026.0
"City of Melvindale, Precinct 1",162,79,37,1,1635294000001.0
"City of Melvindale, Precinct 2",163,59,51,1,1635294000002.0
"City of Melvindale, Precinct 3",147,63,48,2,1635294000003.0
"City of Melvindale, Precinct 4",131,68,30,0,1635294000004.0
"City of Melvindale, Precinct 5",161,80,41,0,1635294000005.0
"City of Northville, Precinct 1",400,193,46,1,1635898000001.0
"Charter Township of Northville, Precinct 1",380,179,52,1,1635900000001.0
"Charter Township of Northville, Precinct 2",573,292,82,5,1635900000002.0
"Charter Township of Northville, Precinct 3",300,142,32,1,1635900000003.0
"Charter Township of Northville, Precinct 4",241,102,25,4,1635900000004.0
"Charter Township of Northville, Precinct 5",250,110,34,3,1635900000005.0
"Charter Township of Northville, Precinct 6",375,169,43,0,1635900000006.0
"Charter Township of Northville, Precinct 7",245,118,25,0,1635900000007.0
"Charter Township of Northville, Precinct 8",270,149,27,0,1635900000008.0
"Charter Township of Northville, Precinct 9",236,124,28,1,1635900000009.0
"Charter Township of Northville, Precinct 10",322,137,42,2,1635900000010.0
"City of Plymouth, Precinct 1",362,211,49,1,1636506000001.0
"City of Plymouth, Precinct 2",247,148,45,1,1636506000002.0
"City of Plymouth, Precinct 3",431,244,43,2,1636506000003.0
"City of Plymouth, Precinct 4",273,147,23,1,1636506000004.0
"Plymouth Township, Precinct 1",548,274,53,2,1636508000001.0
"Plymouth Township, Precinct 2",504,241,66,0,1636508000002.0
"Plymouth Township, Precinct 3",517,262,60,2,1636508000003.0
"Plymouth Township, Precinct 4",558,237,76,2,1636508000004.0
"Plymouth Township, Precinct 5",573,259,67,2,1636508000005.0
"Plymouth Township, Precinct 6",604,279,72,3,1636508000006.0
"Redford Township, Precinct 1",285,187,28,0,1636762500001.0
"Redford Township, Precinct 2",40,25,3,0,1636762500002.0
"Redford Township, Precinct 3",451,266,49,5,1636762500003.0
"Redford Township, Precinct 4",311,207,37,2,1636762500004.0
"Redford Township, Precinct 5",482,313,60,1,1636762500005.0
"Redford Township, Precinct 6",425,239,54,3,1636762500006.0
"Redford Township, Precinct 7",369,272,29,1,1636762500007.0
"Redford Township, Precinct 8",419,276,53,3,1636762500008.0
"Redford Township, Precinct 9",374,301,27,0,1636762500009.0
"Redford Township, Precinct 10",527,369,71,5,1636762500010.0
"Redford Township, Precinct 11",595,382,82,3,1636762500011.0
"Redford Township, Precinct 12",582,423,88,3,1636762500012.0
"City of River Rouge, Precinct 1",88,53,9,0,1636876000001.0
"City of River Rouge, Precinct 2",67,40,6,1,1636876000002.0
"City of River Rouge, Precinct 3",74,38,10,0,1636876000003.0
"City of River Rouge, Precinct 4",123,96,14,0,1636876000004.0
"City of River Rouge, Precinct 5",79,63,5,0,1636876000005.0
"City of Riverview, Precinct 1",315,112,27,0,1636888000001.0
"City of Riverview, Precinct 2",333,159,38,2,1636888000002.0
"City of Riverview, Precinct 3",427,193,43,0,1636888000003.0
"City of Rockwood, Precinct 1",258,132,20,1,1636918000001.0
"City of Rockwood, Precinct 2",422,152,29,1,1636918000002.0
"City of Romulus, Precinct 1",195,107,13,1,1636942000001.0
"City of Romulus, Precinct 2",358,251,38,2,1636942000002.0
"City of Romulus, Precinct 3",177,52,18,0,1636942000003.0
"City of Romulus, Precinct 4",172,104,19,0,1636942000004.0
"City of Romulus, Precinct 5",198,122,24,1,1636942000005.0
"City of Romulus, Precinct 6",118,74,14,0,1636942000006.0
"City of Romulus, Precinct 7",175,127,16,3,1636942000007.0
"City of Romulus, Precinct 8",330,246,34,6,1636942000008.0
"City of Romulus, Precinct 9",123,62,19,0,1636942000009.0
"City of Romulus, Precinct 10",153,100,20,2,1636942000010.0
"City of Southgate, Precinct 1",453,199,64,2,1637496000001.0
"City of Southgate, Precinct 2",464,247,58,2,1637496000002.0
"City of Southgate, Precinct 3",534,252,77,2,1637496000003.0
"City of Southgate, Precinct 4",443,199,64,3,1637496000004.0
"City of Southgate, Precinct 5",558,247,64,3,1637496000005.0
"Township of Sumpter, Precinct 1",167,42,18,0,1637736000001.0
"Township of Sumpter, Precinct 2",287,112,33,0,1637736000002.0
"Township of Sumpter, Precinct 3",294,86,20,1,1637736000003.0
"Township of Sumpter, Precinct 4",287,69,21,0,1637736000004.0
"City of Taylor, Precinct 1",277,113,32,3,1637900000001.0
"City of Taylor, Precinct 2",190,82,18,0,1637900000002.0
"City of Taylor, Precinct 3",252,140,26,1,1637900000003.0
"City of Taylor, Precinct 4",284,116,31,1,1637900000004.0
"City of Taylor, Precinct 5",280,119,40,2,1637900000005.0
"City of Taylor, Precinct 6",244,117,35,4,1637900000006.0
"City of Taylor, Precinct 7",265,109,34,0,1637900000007.0
"City of Taylor, Precinct 8",345,155,32,1,1637900000008.0
"City of Taylor, Precinct 9",227,113,31,1,1637900000009.0
"City of Taylor, Precinct 10",285,145,37,2,1637900000010.0
"City of Taylor, Precinct 11",235,116,27,1,1637900000011.0
"City of Taylor, Precinct 12",272,121,31,1,1637900000012.0
"City of Taylor, Precinct 13",279,124,50,0,1637900000013.0
"City of Taylor, Precinct 14",173,92,20,1,1637900000014.0
"City of Taylor, Precinct 15",197,93,29,2,1637900000015.0
"City of Trenton, Precinct 1",258,107,26,1,1638042000001.0
"City of Trenton, Precinct 2",589,214,70,1,1638042000002.0
"City of Trenton, Precinct 3",577,232,68,1,1638042000003.0
"City of Trenton, Precinct 4",513,192,66,0,1638042000004.0
"Van Buren Township, Precinct 1",336,169,58,3,1638166000001.0
"Van Buren Township, Precinct 2",464,247,63,2,1638166000002.0
"Van Buren Township, Precinct 3",343,216,50,0,1638166000003.0
"Van Buren Township, Precinct 4",410,287,50,1,1638166000004.0
"Van Buren Township, Precinct 5",402,256,66,1,1638166000005.0
"Van Buren Township, Precinct 6",477,285,56,3,1638166000006.0
"Van Buren Township, Precinct 7",115,47,31,0,1638166000007.0
"City of Wayne, Precinct 1",427,196,68,1,1638494000001.0
"City of Wayne, Precinct 2",413,238,47,2,1638494000002.0
"City of Wayne, Precinct 3",540,274,103,2,1638494000003.0
"City of Westland, Precinct 1",353,216,51,0,1638600000001.0
"City of Westland, Precinct 2",313,185,41,0,1638600000002.0
"City of Westland, Precinct 3",430,214,59,1,1638600000003.0
"City of Westland, Precinct 4",533,291,66,2,1638600000004.0
"City of Westland, Precinct 5",466,217,73,5,1638600000005.0
"City of Westland, Precinct 6",355,177,63,3,1638600000006.0
"City of Westland, Precinct 7",363,190,46,2,1638600000007.0
"City of Westland, Precinct 8",219,168,22,1,1638600000008.0
"City of Westland, Precinct 9",287,130,37,2,1638600000009.0
"City of Westland, Precinct 10",339,180,45,2,1638600000010.0
"City of Westland, Precinct 11",428,235,47,1,1638600000011.0
"City of Westland, Precinct 12",308,146,49,1,1638600000012.0
"City of Westland, Precinct 13",332,152,52,1,1638600000013.0
"City of Westland, Precinct 14",364,162,43,0,1638600000014.0
"City of Westland, Precinct 15",227,100,29,1,1638600000015.0
"City of Westland, Precinct 16",287,155,44,0,1638600000016.0
"City of Westland, Precinct 17",364,205,54,0,1638600000017.0
"City of Westland, Precinct 28",329,226,51,4,1638600000028.0
"City of Woodhaven, Precinct 1",241,95,27,1,1638838000001.0
"City of Woodhaven, Precinct 2",357,141,43,1,1638838000002.0
"City of Woodhaven, Precinct 3",466,198,51,2,1638838000003.0
"City of Woodhaven, Precinct 4",176,80,15,0,1638838000004.0
"City of Wyandotte, Precinct 1",450,216,71,3,1638890000001.0
"City of Wyandotte, Precinct 2",588,278,92,3,1638890000002.0
"City of Wyandotte, Precinct 3",422,182,64,2,1638890000003.0
"City of Wyandotte, Precinct 4",551,229,84,2,1638890000004.0
"City of Wyandotte, Precinct 5",432,180,59,2,1638890000005.0
