name,ballots,Jocelyn Benson,Christopher Robert Swanson,Write-in,id
"City of Detroit, Precinct 460",90,62,13,1,1632200006460.0
"City of Detroit, Precinct 461",343,269,26,1,1632200006461.0
"City of Detroit, Precinct 462",148,125,9,0,1632200006462.0
"City of Detroit, Precinct 464",238,189,21,2,1632200006464.0
"City of Detroit, Precinct 466",202,157,8,0,1632200006466.0
"City of Detroit, Precinct 47",255,210,7,1,1632200004047.0
"City of Detroit, Precinct 470",135,97,20,2,1632200006470.0
"City of Detroit, Precinct 471",86,66,8,1,1632200006471.0
"City of Detroit, Precinct 472",100,60,17,1,1632200006472.0
"City of Detroit, Precinct 473",152,109,17,0,1632200006473.0
"City of Detroit, Precinct 474",65,47,5,0,1632200006474.0
"City of Detroit, Precinct 475",59,48,2,0,1632200006475.0
"City of Detroit, Precinct 477",177,116,19,2,1632200006477.0
"City of Detroit, Precinct 479",50,33,3,0,1632200006479.0
"City of Detroit, Precinct 480",108,65,20,2,1632200006480.0
"City of Detroit, Precinct 481",151,92,29,4,1632200006481.0
"City of Detroit, Precinct 482",164,148,3,0,1632200006482.0
"City of Detroit, Precinct 483",203,168,13,0,1632200006483.0
"City of Detroit, Precinct 484",158,119,9,2,1632200006484.0
"City of Detroit, Precinct 485",170,150,8,0,1632200006485.0
"City of Detroit, Precinct 49",56,46,3,0,1632200004049.0
"City of Detroit, Precinct 490",11,6,0,0,1632200002490.0
"City of Detroit, Precinct 491",191,156,7,3,1632200004491.0
"City of Detroit, Precinct 493",155,116,7,1,1632200005493.0
"City of Detroit, Precinct 495",161,147,6,0,1632200001495.0
"City of Detroit, Precinct 496",253,209,14,1,1632200005496.0
"City of Detroit, Precinct 497",107,82,8,0,1632200005497.0
"City of Detroit, Precinct 5",188,150,14,0,1632200004005.0
"City of Detroit, Precinct 50",196,161,7,0,1632200004050.0
"City of Detroit, Precinct 500",87,68,7,1,1632200006500.0
"City of Detroit, Precinct 501",144,123,8,0,1632200001501.0
"City of Detroit, Precinct 502",105,75,6,0,1632200004502.0
"City of Detroit, Precinct 51",78,63,3,2,1632200004051.0
"City of Detroit, Precinct 52",123,105,6,0,1632200004052.0
"City of Detroit, Precinct 53",170,132,19,1,1632200004053.0
"City of Detroit, Precinct 55",147,123,8,0,1632200004055.0
"City of Detroit, Precinct 56",93,74,10,0,1632200004056.0
"City of Detroit, Precinct 59",0,0,0,0,1632200003059.0
"City of Detroit, Precinct 6",191,164,8,0,1632200004006.0
"City of Detroit, Precinct 60",15,13,0,0,1632200007060.0
"City of Detroit, Precinct 61",174,145,6,1,1632200003061.0
"City of Detroit, Precinct 62",209,164,18,0,1632200003062.0
"City of Detroit, Precinct 64",84,66,6,0,1632200003064.0
"City of Detroit, Precinct 65",201,157,8,1,1632200003065.0
"City of Detroit, Precinct 66",77,62,3,0,1632200003066.0
"City of Detroit, Precinct 68",355,270,27,1,1632200003068.0
"City of Detroit, Precinct 69",12,9,0,0,1632200006069.0
"City of Detroit, Precinct 7",324,237,31,2,1632200004007.0
"City of Detroit, Precinct 70",87,74,1,2,1632200003070.0
"City of Detroit, Precinct 71",93,70,3,0,1632200003071.0
"City of Detroit, Precinct 72",81,62,3,0,1632200003072.0
"City of Detroit, Precinct 73",79,62,5,0,1632200003073.0
"City of Detroit, Precinct 74",90,64,6,0,1632200003074.0
"City of Detroit, Precinct 75",171,138,4,0,1632200003075.0
"City of Detroit, Precinct 77",141,110,9,0,1632200003077.0
"City of Detroit, Precinct 78",83,68,3,1,1632200003078.0
"City of Detroit, Precinct 79",217,191,6,0,1632200003079.0
"City of Detroit, Precinct 8",222,176,12,1,1632200004008.0
"City of Detroit, Precinct 80",111,94,5,0,1632200003080.0
"City of Detroit, Precinct 81",204,156,18,0,1632200003081.0
"City of Detroit, Precinct 82",129,106,7,0,1632200003082.0
"City of Detroit, Precinct 83",136,109,5,0,1632200003083.0
"City of Detroit, Precinct 84",186,148,11,0,1632200003084.0
"City of Detroit, Precinct 85",73,58,3,1,1632200003085.0
"City of Detroit, Precinct 86",171,148,7,0,1632200003086.0
"City of Detroit, Precinct 88",186,148,15,0,1632200003088.0
"City of Detroit, Precinct 89",102,66,25,0,1632200003089.0
"City of Detroit, Precinct 9",128,95,15,1,1632200004009.0
"City of Detroit, Precinct 90",77,60,4,0,1632200003090.0
"City of Detroit, Precinct 91",169,112,24,0,1632200003091.0
"City of Detroit, Precinct 92",196,109,39,0,1632200003092.0
"City of Detroit, Precinct 93",58,49,2,0,1632200003093.0
"City of Detroit, Precinct 94",151,88,25,1,1632200003094.0
"City of Detroit, Precinct 95",157,96,29,4,1632200003095.0
"City of Detroit, Precinct 97",78,63,7,0,1632200003097.0
"City of Detroit, Precinct 98",109,69,14,0,1632200003098.0
"City of Ecorse, Precinct 1",107,80,7,1,1632474000001.0
"City of Ecorse, Precinct 2",199,168,13,0,1632474000002.0
"City of Ecorse, Precinct 3",53,39,1,0,1632474000003.0
"City of Ecorse, Precinct 4",188,164,15,0,1632474000004.0
"City of Flat Rock, Precinct 1",281,163,11,1,1632836000001.0
"City of Flat Rock, Precinct 2",433,210,32,0,1632836000002.0
"City of Flat Rock, Precinct 3",451,226,27,1,1632836000003.0
"City of Garden City, Precinct 1",452,268,29,0,1633142000001.0
"City of Garden City, Precinct 10",304,177,27,2,1633142000010.0
"City of Garden City, Precinct 2",345,200,22,0,1633142000002.0
"City of Garden City, Precinct 3",342,185,49,0,1633142000003.0
"City of Garden City, Precinct 4",146,94,8,0,1633142000004.0
"City of Garden City, Precinct 5",209,104,23,1,1633142000005.0
"City of Garden City, Precinct 6",357,196,22,0,1633142000006.0
"City of Garden City, Precinct 7",300,174,18,0,1633142000007.0
"City of Garden City, Precinct 8",463,257,49,0,1633142000008.0
"City of Garden City, Precinct 9",300,180,31,0,1633142000009.0
"City of Gibraltar, Precinct 1",357,156,20,1,1633202000001.0
"City of Gibraltar, Precinct 2",419,191,25,0,1633202000002.0
"City of Grosse Pointe Farms, Precinct 1",1202,629,64,1,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",1232,736,67,1,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",444,318,27,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",480,309,34,1,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",445,306,23,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",407,291,25,1,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",426,286,32,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",460,317,22,0,1633554000007.0
"City of Grosse Pointe Woods, Precinct 1",1464,824,88,5,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",1342,761,79,3,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",1518,871,92,0,1633558000003.0
"City of Grosse Pointe, Precinct 1",632,427,19,1,1633548000001.0
"City of Grosse Pointe, Precinct 2",674,424,44,0,1633548000002.0
"City of Hamtramck, Precinct 1",164,95,32,4,1633628000001.0
"City of Hamtramck, Precinct 2",679,380,117,7,1633628000002.0
"City of Hamtramck, Precinct 3",690,382,123,5,1633628000003.0
"City of Hamtramck, Precinct 4",310,181,60,0,1633628000004.0
"City of Hamtramck, Precinct 5",233,122,54,1,1633628000005.0
"City of Harper Woods, Precinct 1",383,280,25,0,1633670000001.0
"City of Harper Woods, Precinct 2",616,464,53,2,1633670000002.0
"City of Harper Woods, Precinct 3",849,609,63,1,1633670000003.0
"City of Highland Park, Precinct 1",140,123,5,0,1633818000001.0
"City of Highland Park, Precinct 2",196,165,8,0,1633818000002.0
"City of Highland Park, Precinct 3",176,132,16,0,1633818000003.0
"City of Highland Park, Precinct 4",154,112,11,0,1633818000004.0
"City of Highland Park, Precinct 5",73,50,13,0,1633818000005.0
"City of Highland Park, Precinct 6",94,71,6,0,1633818000006.0
"City of Inkster, District 1 Precinct 1",175,149,11,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",102,77,11,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",236,177,22,0,1634068002001.0
"City of Inkster, District 2 Precinct 2",263,211,19,1,1634068002002.0
"City of Inkster, District 3 Precinct 1",165,130,8,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",195,161,16,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",232,174,15,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",189,133,17,1,1634068004002.0
"City of Inkster, District 5 Precinct 1",268,228,24,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",181,147,14,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",162,131,12,0,1634068006002.0
"City of Lincoln Park, Precinct 1",590,376,41,0,1634780000001.0
"City of Lincoln Park, Precinct 11",785,435,69,0,1634780000011.0
"City of Lincoln Park, Precinct 3",545,361,54,0,1634780000003.0
"City of Lincoln Park, Precinct 5",678,406,50,3,1634780000005.0
"City of Lincoln Park, Precinct 7",644,391,62,1,1634780000007.0
"City of Lincoln Park, Precinct 9",686,425,49,0,1634780000009.0
"City of Livonia, Precinct 1",709,456,52,1,1634900000001.0
"City of Livonia, Precinct 10",1205,670,85,1,1634900000010.0
"City of Livonia, Precinct 11",976,532,73,0,1634900000011.0
"City of Livonia, Precinct 12",1081,603,77,0,1634900000012.0
"City of Livonia, Precinct 13",554,267,32,0,1634900000013.0
"City of Livonia, Precinct 14",958,541,69,3,1634900000014.0
"City of Livonia, Precinct 15",669,372,28,0,1634900000015.0
"City of Livonia, Precinct 16",869,474,77,1,1634900000016.0
"City of Livonia, Precinct 17",736,425,51,0,1634900000017.0
"City of Livonia, Precinct 18",870,518,91,1,1634900000018.0
"City of Livonia, Precinct 19",479,299,47,2,1634900000019.0
"City of Livonia, Precinct 2",832,413,42,0,1634900000002.0
"City of Livonia, Precinct 20",329,195,30,0,1634900000020.0
"City of Livonia, Precinct 21",809,448,59,1,1634900000021.0
"City of Livonia, Precinct 22",356,243,28,1,1634900000022.0
"City of Livonia, Precinct 23",411,275,29,0,1634900000023.0
"City of Livonia, Precinct 24",692,399,60,1,1634900000024.0
"City of Livonia, Precinct 25",1120,580,78,1,1634900000025.0
"City of Livonia, Precinct 26",981,565,85,0,1634900000026.0
"City of Livonia, Precinct 3",1144,625,70,5,1634900000003.0
"City of Livonia, Precinct 4",953,462,54,2,1634900000004.0
"City of Livonia, Precinct 5",677,360,35,0,1634900000005.0
"City of Livonia, Precinct 6",956,486,57,2,1634900000006.0
"City of Livonia, Precinct 7",1228,637,74,1,1634900000007.0
"City of Livonia, Precinct 8",970,484,56,1,1634900000008.0
"City of Livonia, Precinct 9",1009,527,75,2,1634900000009.0
"City of Melvindale, Precinct 1",228,126,42,1,1635294000001.0
"City of Melvindale, Precinct 2",166,86,27,1,1635294000002.0
"City of Melvindale, Precinct 3",159,91,20,1,1635294000003.0
"City of Melvindale, Precinct 4",136,70,22,0,1635294000004.0
"City of Melvindale, Precinct 5",175,107,22,0,1635294000005.0
"City of Northville, Precinct 1",724,416,40,1,1635898000001.0
"City of Plymouth, Precinct 1",660,433,57,0,1636506000001.0
"City of Plymouth, Precinct 2",306,225,21,2,1636506000002.0
"City of Plymouth, Precinct 3",726,465,50,2,1636506000003.0
"City of Plymouth, Precinct 4",554,349,42,0,1636506000004.0
"City of River Rouge, Precinct 1",73,41,8,1,1636876000001.0
"City of River Rouge, Precinct 2",69,37,8,0,1636876000002.0
"City of River Rouge, Precinct 3",56,36,2,0,1636876000003.0
"City of River Rouge, Precinct 4",117,103,1,0,1636876000004.0
"City of River Rouge, Precinct 5",92,68,9,0,1636876000005.0
"City of Riverview, Precinct 1",617,331,48,2,1636888000001.0
"City of Riverview, Precinct 2",594,342,24,0,1636888000002.0
"City of Riverview, Precinct 3",864,436,59,1,1636888000003.0
"City of Rockwood, Precinct 1",16,6,2,0,1636918000001.0
"City of Rockwood, Precinct 2",35,14,5,0,1636918000002.0
"City of Romulus, Precinct 1",266,168,20,0,1636942000001.0
"City of Romulus, Precinct 10",311,238,22,0,1636942000010.0
"City of Romulus, Precinct 2",522,337,55,4,1636942000002.0
"City of Romulus, Precinct 3",249,114,17,0,1636942000003.0
"City of Romulus, Precinct 4",318,200,25,1,1636942000004.0
"City of Romulus, Precinct 5",346,235,22,0,1636942000005.0
"City of Romulus, Precinct 6",85,52,7,2,1636942000006.0
"City of Romulus, Precinct 7",316,241,20,0,1636942000007.0
"City of Romulus, Precinct 8",561,463,22,1,1636942000008.0
"City of Romulus, Precinct 9",183,118,12,1,1636942000009.0
"City of Southgate, Precinct 1",763,478,53,0,1637496000001.0
"City of Southgate, Precinct 2",810,478,51,3,1637496000002.0
"City of Southgate, Precinct 3",853,514,53,3,1637496000003.0
"City of Southgate, Precinct 4",732,436,62,0,1637496000004.0
"City of Southgate, Precinct 5",1022,588,75,3,1637496000005.0
"City of Taylor, Precinct 1",392,213,35,0,1637900000001.0
"City of Taylor, Precinct 10",614,374,36,0,1637900000010.0
"City of Taylor, Precinct 11",313,154,21,0,1637900000011.0
"City of Taylor, Precinct 12",562,303,34,1,1637900000012.0
"City of Taylor, Precinct 13",616,366,30,1,1637900000013.0
"City of Taylor, Precinct 14",356,210,22,0,1637900000014.0
"City of Taylor, Precinct 15",444,259,32,1,1637900000015.0
"City of Taylor, Precinct 2",180,90,14,0,1637900000002.0
"City of Taylor, Precinct 3",381,231,33,0,1637900000003.0
"City of Taylor, Precinct 4",485,273,28,0,1637900000004.0
"City of Taylor, Precinct 5",769,422,42,2,1637900000005.0
"City of Taylor, Precinct 6",406,265,28,0,1637900000006.0
"City of Taylor, Precinct 7",458,235,49,0,1637900000007.0
"City of Taylor, Precinct 8",472,246,44,0,1637900000008.0
"City of Taylor, Precinct 9",483,261,40,3,1637900000009.0
"City of Trenton, Precinct 1",502,298,22,1,1638042000001.0
"City of Trenton, Precinct 2",1096,596,55,1,1638042000002.0
"City of Trenton, Precinct 3",956,512,56,1,1638042000003.0
"City of Trenton, Precinct 4",1024,527,96,1,1638042000004.0
"City of Wayne, Precinct 1",558,350,46,4,1638494000001.0
"City of Wayne, Precinct 2",665,433,42,1,1638494000002.0
"City of Wayne, Precinct 3",833,501,61,3,1638494000003.0
"City of Westland, Precinct 1",658,435,58,0,1638600000001.0
"City of Westland, Precinct 10",785,481,70,1,1638600000010.0
"City of Westland, Precinct 11",658,388,51,0,1638600000011.0
"City of Westland, Precinct 12",585,311,38,1,1638600000012.0
"City of Westland, Precinct 13",578,293,44,2,1638600000013.0
"City of Westland, Precinct 14",533,307,37,2,1638600000014.0
"City of Westland, Precinct 15",325,191,23,0,1638600000015.0
"City of Westland, Precinct 16",511,331,34,1,1638600000016.0
"City of Westland, Precinct 17",665,384,62,2,1638600000017.0
"City of Westland, Precinct 2",638,439,50,0,1638600000002.0
"City of Westland, Precinct 28",634,451,44,1,1638600000028.0
"City of Westland, Precinct 3",879,522,56,1,1638600000003.0
"City of Westland, Precinct 4",783,439,73,3,1638600000004.0
"City of Westland, Precinct 5",680,404,64,3,1638600000005.0
"City of Westland, Precinct 6",637,390,67,1,1638600000006.0
"City of Westland, Precinct 7",717,413,69,4,1638600000007.0
"City of Westland, Precinct 8",383,282,25,2,1638600000008.0
"City of Westland, Precinct 9",719,396,56,0,1638600000009.0
"City of Woodhaven, Precinct 1",412,235,19,0,1638838000001.0
"City of Woodhaven, Precinct 2",500,244,36,0,1638838000002.0
"City of Woodhaven, Precinct 3",935,569,45,1,1638838000003.0
"City of Woodhaven, Precinct 4",243,135,15,0,1638838000004.0
"City of Wyandotte, Precinct 1",683,403,31,0,1638890000001.0
"City of Wyandotte, Precinct 2",909,525,72,2,1638890000002.0
"City of Wyandotte, Precinct 3",812,515,51,0,1638890000003.0
"City of Wyandotte, Precinct 4",1101,655,85,2,1638890000004.0
"City of Wyandotte, Precinct 5",532,327,35,0,1638890000005.0
"Grosse Ile Township, Precinct 1",1440,705,82,2,1633542000001.0
"Grosse Ile Township, Precinct 2",676,315,52,1,1633542000002.0
"Grosse Ile Township, Precinct 3",925,365,48,0,1633542000003.0
"Plymouth Township, Precinct 1",987,581,51,0,1636508000001.0
"Plymouth Township, Precinct 2",1206,700,78,0,1636508000002.0
"Plymouth Township, Precinct 3",1171,725,64,0,1636508000003.0
"Plymouth Township, Precinct 4",1373,747,69,1,1636508000004.0
"Plymouth Township, Precinct 5",1119,604,65,0,1636508000005.0
"Plymouth Township, Precinct 6",1396,723,81,1,1636508000006.0
"Redford Township, Precinct 1",315,237,18,1,1636762500001.0
"Redford Township, Precinct 10",569,414,41,5,1636762500010.0
"Redford Township, Precinct 11",794,559,41,1,1636762500011.0
"Redford Township, Precinct 12",877,661,69,3,1636762500012.0
"Redford Township, Precinct 2",34,17,5,0,1636762500002.0
"Redford Township, Precinct 3",582,399,35,2,1636762500003.0
"Redford Township, Precinct 4",305,196,31,0,1636762500004.0
"Redford Township, Precinct 5",762,574,55,2,1636762500005.0
"Redford Township, Precinct 6",506,353,34,2,1636762500006.0
"Redford Township, Precinct 7",507,360,33,0,1636762500007.0
"Redford Township, Precinct 8",574,424,36,0,1636762500008.0
"Redford Township, Precinct 9",619,474,44,1,1636762500009.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",655,243,54,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,
"Township of Sumpter, Precinct 1",185,90,16,1,1637736000001.0
"Township of Sumpter, Precinct 2",366,203,26,0,1637736000002.0
"Township of Sumpter, Precinct 3",398,190,19,2,1637736000003.0
"Township of Sumpter, Precinct 4",384,191,30,0,1637736000004.0
"Van Buren Township, Precinct 1",758,474,53,1,1638166000001.0
"Van Buren Township, Precinct 2",1066,657,70,2,1638166000002.0
"Van Buren Township, Precinct 3",928,592,68,2,1638166000003.0
"Van Buren Township, Precinct 4",843,564,74,4,1638166000004.0
"Van Buren Township, Precinct 5",651,430,61,2,1638166000005.0
"Van Buren Township, Precinct 6",852,519,77,5,1638166000006.0
"Van Buren Township, Precinct 7",245,154,11,1,1638166000007.0
