name,ballots,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in,id
"City of Detroit, Precinct 394",52,16,3,31,0,1632200007394.0
"City of Detroit, Precinct 395",51,17,1,32,0,1632200007395.0
"City of Detroit, Precinct 396",89,39,2,45,0,1632200007396.0
"City of Detroit, Precinct 398",97,44,4,39,1,1632200007398.0
"City of Detroit, Precinct 399",60,23,3,31,0,1632200007399.0
"City of Detroit, Precinct 400",107,38,3,61,0,1632200007400.0
"City of Detroit, Precinct 402",52,18,2,31,0,1632200002402.0
"City of Detroit, Precinct 403",139,71,8,50,1,1632200002403.0
"City of Detroit, Precinct 404",35,11,1,21,0,1632200007404.0
"City of Detroit, Precinct 405",63,21,2,39,0,1632200007405.0
"City of Detroit, Precinct 406",61,18,1,40,0,1632200007406.0
"City of Detroit, Precinct 407",15,7,1,4,0,1632200007407.0
"City of Detroit, Precinct 408",54,26,0,28,0,1632200007408.0
"City of Detroit, Precinct 409",82,23,5,50,1,1632200007409.0
"City of Detroit, Precinct 410",124,44,4,68,0,1632200007410.0
"City of Detroit, Precinct 411",108,31,3,69,0,1632200007411.0
"City of Detroit, Precinct 413",196,63,6,116,1,1632200007413.0
"City of Detroit, Precinct 414",57,19,1,37,0,1632200007414.0
"City of Detroit, Precinct 415",74,29,4,33,0,1632200007415.0
"City of Detroit, Precinct 416",33,7,3,21,0,1632200006416.0
"City of Detroit, Precinct 417",28,10,0,18,0,1632200006417.0
"City of Detroit, Precinct 418",101,25,3,72,0,1632200006418.0
"City of Detroit, Precinct 419",82,31,2,48,0,1632200006419.0
"City of Detroit, Precinct 420",73,31,3,34,0,1632200006420.0
"City of Detroit, Precinct 421",17,5,2,10,0,1632200006421.0
"City of Detroit, Precinct 422",88,34,1,46,0,1632200006422.0
"City of Detroit, Precinct 423",76,54,2,17,1,1632200006423.0
"City of Detroit, Precinct 424",108,83,1,23,0,1632200006424.0
"City of Detroit, Precinct 425",140,124,2,8,0,1632200006425.0
"City of Detroit, Precinct 426",151,72,4,60,1,1632200005426.0
"City of Detroit, Precinct 428",139,70,1,67,1,1632200005428.0
"City of Detroit, Precinct 429",39,14,0,25,0,1632200005429.0
"City of Detroit, Precinct 430",87,27,7,52,0,1632200005430.0
"City of Detroit, Precinct 432",61,30,3,26,0,1632200005432.0
"City of Detroit, Precinct 433",71,36,2,32,0,1632200005433.0
"City of Detroit, Precinct 434",43,14,1,26,0,1632200005434.0
"City of Detroit, Precinct 435",35,14,1,18,0,1632200005435.0
"City of Detroit, Precinct 436",119,66,4,43,0,1632200005436.0
"City of Detroit, Precinct 437",79,38,2,35,0,1632200005437.0
"City of Detroit, Precinct 438",75,42,1,31,0,1632200005438.0
"City of Detroit, Precinct 439",82,41,2,35,1,1632200005439.0
"City of Detroit, Precinct 440",18,10,0,8,0,1632200005440.0
"City of Detroit, Precinct 441",61,31,2,26,0,1632200005441.0
"City of Detroit, Precinct 442",199,112,4,72,0,1632200005442.0
"City of Detroit, Precinct 443",4,1,0,3,0,1632200005443.0
"City of Detroit, Precinct 444",0,0,0,0,0,1632200006444.0
"City of Detroit, Precinct 446",49,20,1,24,0,1632200005446.0
"City of Detroit, Precinct 447",114,55,2,56,0,1632200005447.0
"City of Detroit, Precinct 448",49,18,2,25,1,1632200005448.0
"City of Detroit, Precinct 449",80,35,2,39,0,1632200005449.0
"City of Detroit, Precinct 450",1,0,0,1,0,1632200005450.0
"City of Detroit, Precinct 452",49,14,1,27,0,1632200005452.0
"City of Detroit, Precinct 453",71,25,2,41,0,1632200006453.0
"City of Detroit, Precinct 457",33,14,1,17,0,1632200006457.0
"City of Detroit, Precinct 458",62,28,2,30,0,1632200006458.0
"City of Detroit, Precinct 460",101,54,4,30,0,1632200006460.0
"City of Detroit, Precinct 461",269,210,0,48,1,1632200006461.0
"City of Detroit, Precinct 462",179,107,8,56,1,1632200006462.0
"City of Detroit, Precinct 464",277,221,1,45,1,1632200006464.0
"City of Detroit, Precinct 466",120,51,1,57,0,1632200006466.0
"City of Detroit, Precinct 470",138,110,5,10,0,1632200006470.0
"City of Detroit, Precinct 471",123,101,2,10,0,1632200006471.0
"City of Detroit, Precinct 472",117,88,1,12,0,1632200006472.0
"City of Detroit, Precinct 473",168,129,3,15,0,1632200006473.0
"City of Detroit, Precinct 474",47,28,1,9,0,1632200006474.0
"City of Detroit, Precinct 475",137,120,1,12,0,1632200006475.0
"City of Detroit, Precinct 477",194,142,0,24,0,1632200006477.0
"City of Detroit, Precinct 479",56,44,0,9,0,1632200006479.0
"City of Detroit, Precinct 480",103,81,1,9,0,1632200006480.0
"City of Detroit, Precinct 481",164,134,5,18,0,1632200006481.0
"City of Detroit, Precinct 482",115,40,5,65,0,1632200006482.0
"City of Detroit, Precinct 483",153,50,3,93,0,1632200006483.0
"City of Detroit, Precinct 484",105,27,4,69,0,1632200006484.0
"City of Detroit, Precinct 485",140,45,6,88,0,1632200006485.0
"City of Detroit, Precinct 490",5,2,0,2,0,1632200002490.0
"City of Detroit, Precinct 491",55,15,2,33,0,1632200004491.0
"City of Detroit, Precinct 493",48,14,2,28,1,1632200005493.0
"City of Detroit, Precinct 495",130,65,0,58,0,1632200001495.0
"City of Detroit, Precinct 496",129,54,2,64,0,1632200005496.0
"City of Detroit, Precinct 497",65,30,4,30,0,1632200005497.0
"City of Detroit, Precinct 500",130,115,0,11,0,1632200006500.0
"City of Detroit, Precinct 501",58,20,4,31,0,1632200001501.0
"City of Detroit, Precinct 502",56,12,0,35,0,1632200004502.0
"City of Ecorse, Precinct 1",107,42,2,29,0,1632474000001.0
"City of Ecorse, Precinct 2",202,64,2,117,0,1632474000002.0
"City of Ecorse, Precinct 3",92,28,0,38,0,1632474000003.0
"City of Ecorse, Precinct 4",180,49,5,118,0,1632474000004.0
"City of Flat Rock, Precinct 1",215,81,3,37,0,1632836000001.0
"City of Flat Rock, Precinct 2",335,111,4,53,0,1632836000002.0
"City of Flat Rock, Precinct 3",374,103,6,75,1,1632836000003.0
"City of Garden City, Precinct 1",353,137,3,68,0,1633142000001.0
"City of Garden City, Precinct 2",277,106,6,43,0,1633142000002.0
"City of Garden City, Precinct 3",308,122,1,63,0,1633142000003.0
"City of Garden City, Precinct 4",167,71,2,26,0,1633142000004.0
"City of Garden City, Precinct 5",215,70,1,41,0,1633142000005.0
"City of Garden City, Precinct 6",298,106,8,48,0,1633142000006.0
"City of Garden City, Precinct 7",243,83,4,53,0,1633142000007.0
"City of Garden City, Precinct 8",413,174,2,89,0,1633142000008.0
"City of Garden City, Precinct 9",246,113,2,33,0,1633142000009.0
"City of Garden City, Precinct 10",216,92,7,40,0,1633142000010.0
"City of Gibraltar, Precinct 1",272,68,2,39,0,1633202000001.0
"City of Gibraltar, Precinct 2",220,53,2,42,0,1633202000002.0
"Grosse Ile Township, Precinct 1",701,176,8,132,0,1633542000001.0
"Grosse Ile Township, Precinct 2",268,72,3,38,0,1633542000002.0
"Grosse Ile Township, Precinct 3",338,63,6,61,0,1633542000003.0
"City of Grosse Pointe, Precinct 1",292,143,3,65,0,1633548000001.0
"City of Grosse Pointe, Precinct 2",401,182,3,91,0,1633548000002.0
"City of Grosse Pointe Farms, Precinct 1",643,252,3,174,1,1633552000001.0
"City of Grosse Pointe Farms, Precinct 2",659,257,8,175,0,1633552000002.0
"City of Grosse Pointe Park, Precinct 1",265,150,3,58,0,1633554000001.0
"City of Grosse Pointe Park, Precinct 2",259,117,2,70,0,1633554000002.0
"City of Grosse Pointe Park, Precinct 4",212,103,0,62,0,1633554000004.0
"City of Grosse Pointe Park, Precinct 5",331,222,4,52,0,1633554000005.0
"City of Grosse Pointe Park, Precinct 6",260,154,1,69,0,1633554000006.0
"City of Grosse Pointe Park, Precinct 7",278,154,1,61,0,1633554000007.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",298,85,3,65,0,1638245300001.0
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 2 MACOMB",0,0,0,0,0,
"City of Grosse Pointe Woods, Precinct 1",656,289,9,155,1,1633558000001.0
"City of Grosse Pointe Woods, Precinct 2",572,259,9,119,0,1633558000002.0
"City of Grosse Pointe Woods, Precinct 3",669,332,7,143,1,1633558000003.0
"City of Hamtramck, Precinct 1",155,91,13,41,2,1633628000001.0
"City of Hamtramck, Precinct 2",439,353,10,42,0,1633628000002.0
"City of Hamtramck, Precinct 3",380,323,5,29,0,1633628000003.0
"City of Hamtramck, Precinct 4",283,231,5,22,0,1633628000004.0
"City of Hamtramck, Precinct 5",264,213,5,27,1,1633628000005.0
"City of Harper Woods, Precinct 1",390,159,9,177,0,1633670000001.0
"City of Harper Woods, Precinct 2",487,194,14,204,1,1633670000002.0
"City of Harper Woods, Precinct 3",601,268,16,228,1,1633670000003.0
"City of Highland Park, Precinct 1",152,55,5,82,0,1633818000001.0
"City of Highland Park, Precinct 2",166,77,7,75,1,1633818000002.0
"City of Highland Park, Precinct 3",162,55,4,91,0,1633818000003.0
"City of Highland Park, Precinct 4",106,35,3,61,0,1633818000004.0
"City of Highland Park, Precinct 5",84,24,4,54,0,1633818000005.0
"City of Highland Park, Precinct 6",119,48,6,61,1,1633818000006.0
"Charter Township of Huron, Precinct 1",335,79,7,52,0,1634004000001.0
"Charter Township of Huron, Precinct 2",343,74,5,62,0,1634004000002.0
"Charter Township of Huron, Precinct 3",439,116,0,85,0,1634004000003.0
"Charter Township of Huron, Precinct 4",364,88,2,59,0,1634004000004.0
"City of Inkster, District 1 Precinct 1",78,22,2,52,0,1634068001001.0
"City of Inkster, District 1 Precinct 2",75,23,5,44,0,1634068001002.0
"City of Inkster, District 2 Precinct 1",149,59,3,78,1,1634068002001.0
"City of Inkster, District 2 Precinct 2",131,50,4,69,0,1634068002002.0
"City of Inkster, District 3 Precinct 1",108,46,5,54,0,1634068003001.0
"City of Inkster, District 3 Precinct 2",148,45,5,88,0,1634068003002.0
"City of Inkster, District 4 Precinct 1",178,74,6,72,0,1634068004001.0
"City of Inkster, District 4 Precinct 2",154,79,3,39,0,1634068004002.0
"City of Inkster, District 5 Precinct 1",175,50,4,85,0,1634068005001.0
"City of Inkster, District 6 Precinct 1",92,44,0,39,0,1634068006001.0
"City of Inkster, District 6 Precinct 2",118,40,5,60,0,1634068006002.0
"City of Lincoln Park, Precinct 1",301,152,2,63,0,1634780000001.0
"City of Lincoln Park, Precinct 3",271,141,5,57,0,1634780000003.0
"City of Lincoln Park, Precinct 5",410,210,6,68,0,1634780000005.0
"City of Lincoln Park, Precinct 7",339,151,3,60,0,1634780000007.0
"City of Lincoln Park, Precinct 9",259,119,3,43,0,1634780000009.0
"City of Lincoln Park, Precinct 11",337,154,2,78,1,1634780000011.0
"City of Livonia, Precinct 1",466,216,2,88,0,1634900000001.0
"City of Livonia, Precinct 2",301,113,3,87,0,1634900000002.0
"City of Livonia, Precinct 3",544,193,4,118,1,1634900000003.0
"City of Livonia, Precinct 4",329,112,4,76,0,1634900000004.0
"City of Livonia, Precinct 5",255,82,2,47,0,1634900000005.0
"City of Livonia, Precinct 6",442,125,5,81,1,1634900000006.0
"City of Livonia, Precinct 7",586,196,4,109,0,1634900000007.0
"City of Livonia, Precinct 8",516,168,5,131,0,1634900000008.0
"City of Livonia, Precinct 9",586,242,7,102,0,1634900000009.0
"City of Livonia, Precinct 10",636,251,8,111,0,1634900000010.0
"City of Livonia, Precinct 11",528,198,3,80,1,1634900000011.0
"City of Livonia, Precinct 12",581,206,5,102,0,1634900000012.0
"City of Livonia, Precinct 13",342,112,5,52,0,1634900000013.0
"City of Livonia, Precinct 14",606,215,8,127,0,1634900000014.0
"City of Livonia, Precinct 15",291,94,4,51,0,1634900000015.0
"City of Livonia, Precinct 16",616,222,5,123,1,1634900000016.0
"City of Livonia, Precinct 17",545,181,7,107,1,1634900000017.0
"City of Livonia, Precinct 18",465,184,8,102,0,1634900000018.0
"City of Livonia, Precinct 19",399,183,7,54,0,1634900000019.0
"City of Livonia, Precinct 20",272,120,4,52,0,1634900000020.0
"City of Livonia, Precinct 21",622,277,8,120,1,1634900000021.0
"City of Livonia, Precinct 22",290,116,5,52,0,1634900000022.0
"City of Livonia, Precinct 23",283,123,6,54,0,1634900000023.0
"City of Livonia, Precinct 24",441,180,5,76,0,1634900000024.0
"City of Livonia, Precinct 25",584,216,6,105,0,1634900000025.0
"City of Livonia, Precinct 26",494,197,6,98,0,1634900000026.0
"City of Melvindale, Precinct 1",162,84,3,38,0,1635294000001.0
"City of Melvindale, Precinct 2",163,94,2,19,0,1635294000002.0
"City of Melvindale, Precinct 3",147,94,2,24,0,1635294000003.0
"City of Melvindale, Precinct 4",131,74,3,26,0,1635294000004.0
"City of Melvindale, Precinct 5",161,84,3,36,0,1635294000005.0
"City of Northville, Precinct 1",400,109,2,137,0,1635898000001.0
"Charter Township of Northville, Precinct 1",380,129,8,102,0,1635900000001.0
"Charter Township of Northville, Precinct 2",573,257,3,155,1,1635900000002.0
"Charter Township of Northville, Precinct 3",300,111,4,77,0,1635900000003.0
"Charter Township of Northville, Precinct 4",241,100,1,36,0,1635900000004.0
"Charter Township of Northville, Precinct 5",250,97,1,63,0,1635900000005.0
"Charter Township of Northville, Precinct 6",375,134,2,94,0,1635900000006.0
"Charter Township of Northville, Precinct 7",245,103,1,45,0,1635900000007.0
"Charter Township of Northville, Precinct 8",270,112,4,74,0,1635900000008.0
"Charter Township of Northville, Precinct 9",236,107,1,56,0,1635900000009.0
"Charter Township of Northville, Precinct 10",322,126,3,61,0,1635900000010.0
"City of Plymouth, Precinct 1",362,180,0,90,0,1636506000001.0
"City of Plymouth, Precinct 2",247,138,3,60,0,1636506000002.0
"City of Plymouth, Precinct 3",431,191,1,116,0,1636506000003.0
"City of Plymouth, Precinct 4",273,115,1,67,0,1636506000004.0
"Plymouth Township, Precinct 1",548,229,7,104,0,1636508000001.0
"Plymouth Township, Precinct 2",504,219,3,99,0,1636508000002.0
"Plymouth Township, Precinct 3",517,230,2,106,0,1636508000003.0
"Plymouth Township, Precinct 4",558,205,6,119,1,1636508000004.0
"Plymouth Township, Precinct 5",573,226,2,118,0,1636508000005.0
"Plymouth Township, Precinct 6",604,244,3,129,0,1636508000006.0
"Redford Township, Precinct 1",285,123,3,95,0,1636762500001.0
"Redford Township, Precinct 2",40,20,0,10,0,1636762500002.0
"Redford Township, Precinct 3",451,192,2,131,1,1636762500003.0
"Redford Township, Precinct 4",311,143,9,99,2,1636762500004.0
"Redford Township, Precinct 5",482,200,9,172,1,1636762500005.0
"Redford Township, Precinct 6",425,175,6,118,1,1636762500006.0
"Redford Township, Precinct 7",369,128,7,175,0,1636762500007.0
"Redford Township, Precinct 8",419,183,7,141,1,1636762500008.0
"Redford Township, Precinct 9",374,129,3,202,0,1636762500009.0
"Redford Township, Precinct 10",527,219,13,225,2,1636762500010.0
"Redford Township, Precinct 11",595,260,14,202,1,1636762500011.0
"Redford Township, Precinct 12",582,215,13,290,0,1636762500012.0
"City of River Rouge, Precinct 1",88,29,2,34,0,1636876000001.0
"City of River Rouge, Precinct 2",67,23,1,24,0,1636876000002.0
"City of River Rouge, Precinct 3",74,29,1,18,0,1636876000003.0
"City of River Rouge, Precinct 4",123,24,3,85,0,1636876000004.0
"City of River Rouge, Precinct 5",79,16,3,51,0,1636876000005.0
"City of Riverview, Precinct 1",315,90,3,49,0,1636888000001.0
"City of Riverview, Precinct 2",333,117,5,85,0,1636888000002.0
"City of Riverview, Precinct 3",427,135,5,105,0,1636888000003.0
"City of Rockwood, Precinct 1",258,59,2,91,0,1636918000001.0
"City of Rockwood, Precinct 2",422,68,8,110,0,1636918000002.0
"City of Romulus, Precinct 1",195,53,4,69,0,1636942000001.0
"City of Romulus, Precinct 2",358,151,7,137,0,1636942000002.0
"City of Romulus, Precinct 3",177,37,2,35,0,1636942000003.0
"City of Romulus, Precinct 4",172,55,5,66,0,1636942000004.0
"City of Romulus, Precinct 5",198,69,4,79,0,1636942000005.0
"City of Romulus, Precinct 6",118,45,2,42,0,1636942000006.0
"City of Romulus, Precinct 7",175,59,8,81,0,1636942000007.0
"City of Romulus, Precinct 8",330,126,8,158,0,1636942000008.0
"City of Romulus, Precinct 9",123,37,3,41,0,1636942000009.0
"City of Romulus, Precinct 10",153,64,5,56,0,1636942000010.0
"City of Southgate, Precinct 1",453,171,8,92,0,1637496000001.0
"City of Southgate, Precinct 2",464,186,8,130,0,1637496000002.0
"City of Southgate, Precinct 3",534,222,11,109,0,1637496000003.0
"City of Southgate, Precinct 4",443,169,8,103,0,1637496000004.0
"City of Southgate, Precinct 5",558,203,1,121,0,1637496000005.0
"Township of Sumpter, Precinct 1",167,32,1,31,0,1637736000001.0
"Township of Sumpter, Precinct 2",287,95,3,53,0,1637736000002.0
"Township of Sumpter, Precinct 3",294,64,2,47,0,1637736000003.0
"Township of Sumpter, Precinct 4",287,56,7,34,0,1637736000004.0
"City of Taylor, Precinct 1",277,119,2,35,0,1637900000001.0
"City of Taylor, Precinct 2",190,70,1,33,0,1637900000002.0
"City of Taylor, Precinct 3",252,100,4,71,0,1637900000003.0
"City of Taylor, Precinct 4",284,104,2,49,0,1637900000004.0
"City of Taylor, Precinct 5",280,94,5,65,1,1637900000005.0
"City of Taylor, Precinct 6",244,95,4,60,0,1637900000006.0
"City of Taylor, Precinct 7",265,118,3,33,0,1637900000007.0
"City of Taylor, Precinct 8",345,118,2,75,0,1637900000008.0
"City of Taylor, Precinct 9",227,86,2,64,0,1637900000009.0
"City of Taylor, Precinct 10",285,108,6,76,0,1637900000010.0
"City of Taylor, Precinct 11",235,80,6,65,0,1637900000011.0
"City of Taylor, Precinct 12",272,90,3,65,0,1637900000012.0
"City of Taylor, Precinct 13",279,103,6,72,0,1637900000013.0
"City of Taylor, Precinct 14",173,75,1,41,0,1637900000014.0
"City of Taylor, Precinct 15",197,75,3,47,0,1637900000015.0
"City of Trenton, Precinct 1",258,103,2,40,0,1638042000001.0
"City of Trenton, Precinct 2",589,180,9,105,0,1638042000002.0
"City of Trenton, Precinct 3",577,196,9,104,0,1638042000003.0
"City of Trenton, Precinct 4",513,171,2,93,1,1638042000004.0
"Van Buren Township, Precinct 1",336,175,3,62,0,1638166000001.0
"Van Buren Township, Precinct 2",464,170,6,138,0,1638166000002.0
"Van Buren Township, Precinct 3",343,163,3,105,0,1638166000003.0
"Van Buren Township, Precinct 4",410,196,8,136,1,1638166000004.0
"Van Buren Township, Precinct 5",402,242,4,83,0,1638166000005.0
"Van Buren Township, Precinct 6",477,173,7,166,0,1638166000006.0
"Van Buren Township, Precinct 7",115,58,1,22,0,1638166000007.0
"City of Wayne, Precinct 1",427,166,14,92,0,1638494000001.0
"City of Wayne, Precinct 2",413,178,6,108,1,1638494000002.0
"City of Wayne, Precinct 3",540,221,18,155,0,1638494000003.0
"City of Westland, Precinct 1",353,167,2,106,0,1638600000001.0
"City of Westland, Precinct 2",313,132,0,100,0,1638600000002.0
"City of Westland, Precinct 3",430,160,8,117,0,1638600000003.0
"City of Westland, Precinct 4",533,253,4,108,0,1638600000004.0
"City of Westland, Precinct 5",466,228,6,74,0,1638600000005.0
"City of Westland, Precinct 6",355,156,5,93,1,1638600000006.0
"City of Westland, Precinct 7",363,142,9,96,1,1638600000007.0
"City of Westland, Precinct 8",219,105,6,85,1,1638600000008.0
"City of Westland, Precinct 9",287,112,3,63,0,1638600000009.0
"City of Westland, Precinct 10",339,144,2,89,0,1638600000010.0
"City of Westland, Precinct 11",428,178,4,103,0,1638600000011.0
"City of Westland, Precinct 12",308,135,4,63,1,1638600000012.0
"City of Westland, Precinct 13",332,146,1,63,0,1638600000013.0
"City of Westland, Precinct 14",364,138,4,69,0,1638600000014.0
"City of Westland, Precinct 15",227,86,4,43,0,1638600000015.0
"City of Westland, Precinct 16",287,119,7,75,0,1638600000016.0
"City of Westland, Precinct 17",364,168,2,94,0,1638600000017.0
"City of Westland, Precinct 28",329,155,5,126,0,1638600000028.0
"City of Woodhaven, Precinct 1",241,69,3,54,0,1638838000001.0
"City of Woodhaven, Precinct 2",357,118,4,68,0,1638838000002.0
"City of Woodhaven, Precinct 3",466,143,3,115,0,1638838000003.0
"City of Woodhaven, Precinct 4",176,65,1,31,0,1638838000004.0
"City of Wyandotte, Precinct 1",450,199,3,90,1,1638890000001.0
"City of Wyandotte, Precinct 2",588,262,7,114,0,1638890000002.0
"City of Wyandotte, Precinct 3",422,158,3,94,0,1638890000003.0
"City of Wyandotte, Precinct 4",551,234,7,89,0,1638890000004.0
"City of Wyandotte, Precinct 5",432,177,5,66,0,1638890000005.0
