name,ballots,T. P. Nykoriak,Write-in,id
"City of Detroit, Precinct 387",169,3,0,1632200002387
"City of Detroit, Precinct 390",150,3,3,1632200002390
"City of Detroit, Precinct 396",257,2,0,1632200007396
"City of Detroit, Precinct 398",255,4,0,1632200007398
"City of Detroit, Precinct 399",219,5,0,1632200007399
"City of Detroit, Precinct 400",250,3,0,1632200007400
"City of Detroit, Precinct 402",135,2,0,1632200002402
"City of Detroit, Precinct 405",174,0,2,1632200007405
"City of Detroit, Precinct 409",219,4,0,1632200007409
"City of Detroit, Precinct 414",128,1,0,1632200007414
"City of Detroit, Precinct 415",232,1,0,1632200007415
"City of Detroit, Precinct 416",91,2,0,1632200006416
"City of Detroit, Precinct 417",78,1,0,1632200006417
"City of Detroit, Precinct 418",234,3,0,1632200006418
"City of Detroit, Precinct 419",223,0,1,1632200006419
"City of Detroit, Precinct 420",155,3,0,1632200006420
"City of Detroit, Precinct 421",40,0,0,1632200006421
"City of Detroit, Precinct 422",177,4,0,1632200006422
"City of Detroit, Precinct 423",158,4,0,1632200006423
"City of Detroit, Precinct 424",155,8,0,1632200006424
"City of Detroit, Precinct 425",261,11,0,1632200006425
"City of Detroit, Precinct 426",313,3,0,1632200005426
"City of Detroit, Precinct 428",299,1,0,1632200005428
"City of Detroit, Precinct 429",134,1,0,1632200005429
"City of Detroit, Precinct 430",244,2,2,1632200005430
"City of Detroit, Precinct 432",206,3,0,1632200005432
"City of Detroit, Precinct 433",170,1,0,1632200005433
"City of Detroit, Precinct 434",125,2,1,1632200005434
"City of Detroit, Precinct 435",72,2,0,1632200005435
"City of Detroit, Precinct 436",342,9,0,1632200005436
"City of Detroit, Precinct 437",177,1,0,1632200005437
"City of Detroit, Precinct 438",166,2,0,1632200005438
"City of Detroit, Precinct 439",186,3,0,1632200005439
"City of Detroit, Precinct 440",64,0,0,1632200005440
"City of Detroit, Precinct 441",239,3,0,1632200005441
"City of Detroit, Precinct 442",463,9,0,1632200005442
"City of Detroit, Precinct 443",8,0,0,1632200005443
"City of Detroit, Precinct 444",0,0,0,1632200006444
"City of Detroit, Precinct 446",154,1,0,1632200005446
"City of Detroit, Precinct 447",224,3,0,1632200005447
"City of Detroit, Precinct 448",119,4,0,1632200005448
"City of Detroit, Precinct 449",182,4,0,1632200005449
"City of Detroit, Precinct 450",1,0,0,1632200005450
"City of Detroit, Precinct 452",109,8,0,1632200005452
"City of Detroit, Precinct 453",153,2,1,1632200006453
"City of Detroit, Precinct 457",122,2,0,1632200006457
"City of Detroit, Precinct 458",132,2,0,1632200006458
"City of Detroit, Precinct 460",191,11,1,1632200006460
"City of Detroit, Precinct 461",612,20,1,1632200006461
"City of Detroit, Precinct 462",327,6,1,1632200006462
"City of Detroit, Precinct 464",515,14,0,1632200006464
"City of Detroit, Precinct 466",322,6,0,1632200006466
"City of Detroit, Precinct 470",273,15,0,1632200006470
"City of Detroit, Precinct 471",209,12,1,1632200006471
"City of Detroit, Precinct 472",217,23,0,1632200006472
"City of Detroit, Precinct 473",320,24,1,1632200006473
"City of Detroit, Precinct 474",112,13,1,1632200006474
"City of Detroit, Precinct 475",196,7,0,1632200006475
"City of Detroit, Precinct 477",371,47,0,1632200006477
"City of Detroit, Precinct 479",106,9,0,1632200006479
"City of Detroit, Precinct 480",211,17,0,1632200006480
"City of Detroit, Precinct 481",315,11,0,1632200006481
"City of Detroit, Precinct 482",279,3,0,1632200006482
"City of Detroit, Precinct 483",356,7,0,1632200006483
"City of Detroit, Precinct 484",263,6,1,1632200006484
"City of Detroit, Precinct 485",310,0,0,1632200006485
"City of Detroit, Precinct 490",16,1,0,1632200002490
"City of Detroit, Precinct 491",246,4,0,1632200004491
"City of Detroit, Precinct 493",203,3,0,1632200005493
"City of Detroit, Precinct 496",382,7,0,1632200005496
"City of Detroit, Precinct 497",172,1,0,1632200005497
"City of Detroit, Precinct 500",217,5,0,1632200006500
"City of Detroit, Precinct 502",161,5,0,1632200004502
"City of Ecorse, Precinct 1",214,39,3,1632474000001
"City of Ecorse, Precinct 2",401,21,1,1632474000002
"City of Ecorse, Precinct 3",145,32,0,1632474000003
"City of Ecorse, Precinct 4",368,10,0,1632474000004
"City of Grosse Pointe, Precinct 1",924,195,4,1633548000001
"City of Grosse Pointe, Precinct 2",1075,238,6,1633548000002
"City of Grosse Pointe Farms, Precinct 1",1845,577,4,1633552000001
"City of Grosse Pointe Farms, Precinct 2",1891,493,13,1633552000002
"City of Grosse Pointe Park, Precinct 1",709,107,2,1633554000001
"City of Grosse Pointe Park, Precinct 2",739,151,3,1633554000002
"City of Grosse Pointe Park, Precinct 4",657,114,4,1633554000004
"City of Grosse Pointe Park, Precinct 5",738,95,2,1633554000005
"City of Grosse Pointe Park, Precinct 6",686,105,5,1633554000006
"City of Grosse Pointe Park, Precinct 7",738,130,9,1633554000007
"The Village of Grosse Pointe Shores, a Michigan City, Precinct 1",953,384,8,1638245300001
"City of Grosse Pointe Woods, Precinct 1",2120,571,15,1633558000001
"City of Grosse Pointe Woods, Precinct 2",1914,508,9,1633558000002
"City of Grosse Pointe Woods, Precinct 3",2187,549,8,1633558000003
"City of Hamtramck, Precinct 1",319,13,0,1633628000001
"City of Hamtramck, Precinct 2",1118,40,0,1633628000002
"City of Hamtramck, Precinct 3",1070,53,1,1633628000003
"City of Hamtramck, Precinct 4",593,37,2,1633628000004
"City of Hamtramck, Precinct 5",497,20,1,1633628000005
"City of Harper Woods, Precinct 1",773,69,1,1633670000001
"City of Harper Woods, Precinct 2",1103,101,4,1633670000002
"City of Harper Woods, Precinct 3",1450,159,3,1633670000003
"City of Highland Park, Precinct 1",292,5,1,1633818000001
"City of Highland Park, Precinct 2",362,5,0,1633818000002
"City of Highland Park, Precinct 3",338,8,1,1633818000003
"City of Highland Park, Precinct 4",260,6,0,1633818000004
"City of Highland Park, Precinct 5",157,3,0,1633818000005
"City of Highland Park, Precinct 6",213,1,0,1633818000006
"City of Lincoln Park, Precinct 1",891,184,3,1634780000001
"City of Lincoln Park, Precinct 3",816,139,1,1634780000003
"City of Lincoln Park, Precinct 5",1088,262,2,1634780000005
"City of Lincoln Park, Precinct 7",983,245,2,1634780000007
"City of Lincoln Park, Precinct 9",945,232,3,1634780000009
"City of Lincoln Park, Precinct 11",1122,286,3,1634780000011
"City of Melvindale, Precinct 1",390,60,1,1635294000001
"City of Melvindale, Precinct 2",329,70,3,1635294000002
"City of Melvindale, Precinct 3",306,50,0,1635294000003
"City of Melvindale, Precinct 4",267,55,1,1635294000004
"City of Melvindale, Precinct 5",336,62,0,1635294000005
"City of River Rouge, Precinct 1",161,21,2,1636876000001
"City of River Rouge, Precinct 2",136,24,1,1636876000002
"City of River Rouge, Precinct 3",130,22,0,1636876000003
"City of River Rouge, Precinct 4",240,4,0,1636876000004
"City of River Rouge, Precinct 5",171,4,0,1636876000005
"City of Romulus, Precinct 1",461,109,2,1636942000001
"City of Romulus, Precinct 2",880,103,0,1636942000002
"City of Romulus, Precinct 3",426,171,1,1636942000003
"City of Romulus, Precinct 4",490,99,2,1636942000004
"City of Romulus, Precinct 5",544,91,3,1636942000005
"City of Romulus, Precinct 6",203,29,1,1636942000006
"City of Romulus, Precinct 7",491,40,1,1636942000007
"City of Romulus, Precinct 8",891,57,2,1636942000008
"City of Romulus, Precinct 9",306,63,4,1636942000009
"City of Romulus, Precinct 10",464,46,1,1636942000010
"City of Southgate, Precinct 1",1216,316,2,1637496000001
"City of Southgate, Precinct 2",1274,296,3,1637496000002
"City of Southgate, Precinct 3",1387,355,3,1637496000003
"City of Southgate, Precinct 4",1175,292,3,1637496000004
"City of Southgate, Precinct 5",1580,451,2,1637496000005
"City of Taylor, Precinct 1",669,201,2,1637900000001
"City of Taylor, Precinct 2",370,118,1,1637900000002
"City of Taylor, Precinct 3",633,149,3,1637900000003
"City of Taylor, Precinct 4",769,238,1,1637900000004
"City of Taylor, Precinct 5",1049,326,4,1637900000005
"City of Taylor, Precinct 6",650,139,2,1637900000006
"City of Taylor, Precinct 7",723,213,4,1637900000007
"City of Taylor, Precinct 8",817,249,5,1637900000008
"City of Taylor, Precinct 9",710,171,2,1637900000009
"City of Taylor, Precinct 10",899,216,4,1637900000010
"City of Taylor, Precinct 11",548,172,3,1637900000011
"City of Taylor, Precinct 12",834,250,3,1637900000012
"City of Taylor, Precinct 13",895,231,2,1637900000013
"City of Taylor, Precinct 14",529,143,1,1637900000014
"City of Taylor, Precinct 15",641,155,3,1637900000015
"City of Wayne, Precinct 1",985,222,10,1638494000001
"City of Wayne, Precinct 2",1078,203,4,1638494000002
"City of Wayne, Precinct 3",1373,278,4,1638494000003
"City of Wyandotte, Precinct 1",1133,314,0,1638890000001
"City of Wyandotte, Precinct 2",1497,388,2,1638890000002
"City of Wyandotte, Precinct 3",1234,316,4,1638890000003
"City of Wyandotte, Precinct 4",1652,455,15,1638890000004
"City of Wyandotte, Precinct 5",964,286,5,1638890000005
