id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
210752001001,"City of Benton Harbor, Ward 1, Precinct 1",34,5,49,0
210752002001,"City of Benton Harbor, Ward 2, Precinct 2",10,3,23,0
210752003001,"City of Benton Harbor, Ward 3, Precinct 3",27,3,54,0
210752004001,"City of Benton Harbor, Ward 4, Precinct 4",34,4,31,0
211058000001,"City of Bridgman, Precinct 1",63,5,37,0
211140000001,"City of Buchanan, Precinct 1",135,5,81,0
211140000002,"City of Buchanan, Precinct 2",94,12,72,0
211732000001,"City of Coloma, Precinct 1",71,5,56,0
215722000001,"City of New Buffalo, Precinct 1",130,15,146,0
215776001001,"City of Niles, Ward 1, Precinct 1",49,1,13,0
215776002002,"City of Niles, Ward 2, Precinct 2",51,5,29,0
215776003003,"City of Niles, Ward 3, Precinct 3",54,3,28,1
215776004004,"City of Niles, Ward 4, Precinct 4",92,4,32,0
217096000001,"City of St. Joseph, Precinct 1",179,6,72,0
217096000002,"City of St. Joseph, Precinct 2",219,8,68,0
217096000003,"City of St. Joseph, Precinct 3",155,5,53,0
218450000001,"City of Watervliet, Precinct 1",95,11,45,0
210484000001,"Bainbridge Township, Precinct 1",88,7,88,0
210552000001,"Baroda Township, Precinct 1",70,4,29,0
210740000001,"Benton Charter Township, Precinct 1",40,6,53,0
210740000002,"Benton Charter Township, Precinct 2",23,6,40,0
210740000003,"Benton Charter Township, Precinct 3",39,4,31,0
210740000004,"Benton Charter Township, Precinct 4",54,5,38,1
210740000005,"Benton Charter Township, Precinct 5",33,3,41,0
210740000006,"Benton Charter Township, Precinct 6",46,4,43,0
210782000001,"Berrien Township, Precinct 1",72,2,31,1
210782000002,"Berrien Township, Precinct 2",51,2,26,0
210792000001,"Bertrand Charter Township, Precinct 1",52,5,50,0
211142000001,"Buchanan Charter Township, Precinct 1",57,5,28,0
211548000001,"Chikaming Township, Precinct 1",164,7,147,0
211734000001,"Coloma Charter Township, Precinct 1",107,12,53,1
213132000001,"Galien Township, Precinct 1",87,21,45,0
213586000001,"Hagar Township, Precinct 1",103,2,56,0
214426000001,"Lake Charter Township, Precinct 1",175,21,139,0
214760000001,"Lincoln Charter Township, Precinct 1",128,5,70,0
214760000002,"Lincoln Charter Township, Precinct 2",121,7,60,0
214760000003,"Lincoln Charter Township, Precinct 3",80,7,46,0
214760000004,"Lincoln Charter Township, Precinct 4",92,7,37,0
214760000005,"Lincoln Charter Township, Precinct 5",93,2,38,0
215723000001,"New Buffalo Township, Precinct 1",155,6,95,0
215778000001,"Niles Charter Township, Precinct 1",88,7,59,0
215778000002,"Niles Charter Township, Precinct 2",101,6,39,0
215778000003,"Niles Charter Township, Precinct 3",46,5,13,0
216118000001,"Oronoko Charter Township, Precinct 1",80,1,35,0
216118000002,"Oronoko Charter Township, Precinct 2",129,6,50,1
216448000001,"Pipestone Township, Precinct 1",73,7,62,0
217010000001,"Royalton Township, Precinct 1",146,4,88,0
217444000001,"Sodus Township, Precinct 1",81,11,85,0
217098000001,"St. Joseph Charter Township, Precinct 1",134,10,79,0
217098000002,"St. Joseph Charter Township, Precinct 2",92,7,44,0
217098000003,"St. Joseph Charter Township, Precinct 3",86,1,42,0
217098000004,"St. Joseph Charter Township, Precinct 4",135,7,59,0
217974000001,"Three Oaks Township, Precinct 1",127,8,53,0
218452000001,"Watervliet Charter Township, Precinct 1",97,11,116,0
218512000001,"Weesaw Township, Precinct 1",94,17,59,0
