id,name,Mike Rogers,Write-in
210752001001,"City of Benton Harbor, Ward 1, Precinct 1",11,1
210752002001,"City of Benton Harbor, Ward 2, Precinct 2",7,1
210752003001,"City of Benton Harbor, Ward 3, Precinct 3",9,0
210752004001,"City of Benton Harbor, Ward 4, Precinct 4",8,0
211058000001,"City of Bridgman, Precinct 1",273,1
211140000001,"City of Buchanan, Precinct 1",164,0
211140000002,"City of Buchanan, Precinct 2",141,1
211732000001,"City of Coloma, Precinct 1",187,0
215722000001,"City of New Buffalo, Precinct 1",104,0
215776001001,"City of Niles, Ward 1, Precinct 1",101,0
215776002002,"City of Niles, Ward 2, Precinct 2",135,2
215776003003,"City of Niles, Ward 3, Precinct 3",105,1
215776004004,"City of Niles, Ward 4, Precinct 4",220,1
217096000001,"City of St. Joseph, Precinct 1",351,1
217096000002,"City of St. Joseph, Precinct 2",264,0
217096000003,"City of St. Joseph, Precinct 3",212,2
218450000001,"City of Watervliet, Precinct 1",147,1
210484000001,"Bainbridge Township, Precinct 1",487,1
210552000001,"Baroda Township, Precinct 1",433,0
210740000001,"Benton Charter Township, Precinct 1",169,1
210740000002,"Benton Charter Township, Precinct 2",44,0
210740000003,"Benton Charter Township, Precinct 3",77,0
210740000004,"Benton Charter Township, Precinct 4",159,1
210740000005,"Benton Charter Township, Precinct 5",111,1
210740000006,"Benton Charter Township, Precinct 6",38,0
210782000001,"Berrien Township, Precinct 1",307,1
210782000002,"Berrien Township, Precinct 2",260,0
210792000001,"Bertrand Charter Township, Precinct 1",337,1
211142000001,"Buchanan Charter Township, Precinct 1",504,2
211548000001,"Chikaming Township, Precinct 1",348,0
211734000001,"Coloma Charter Township, Precinct 1",681,1
213132000001,"Galien Township, Precinct 1",137,0
213586000001,"Hagar Township, Precinct 1",420,0
214426000001,"Lake Charter Township, Precinct 1",487,0
214760000001,"Lincoln Charter Township, Precinct 1",552,1
214760000002,"Lincoln Charter Township, Precinct 2",514,1
214760000003,"Lincoln Charter Township, Precinct 3",392,1
214760000004,"Lincoln Charter Township, Precinct 4",370,1
214760000005,"Lincoln Charter Township, Precinct 5",405,1
215723000001,"New Buffalo Township, Precinct 1",191,0
215778000001,"Niles Charter Township, Precinct 1",541,2
215778000002,"Niles Charter Township, Precinct 2",394,3
215778000003,"Niles Charter Township, Precinct 3",239,1
216118000001,"Oronoko Charter Township, Precinct 1",389,0
216118000002,"Oronoko Charter Township, Precinct 2",196,1
216448000001,"Pipestone Township, Precinct 1",301,0
217010000001,"Royalton Township, Precinct 1",773,2
217444000001,"Sodus Township, Precinct 1",275,0
217098000001,"St. Joseph Charter Township, Precinct 1",268,1
217098000002,"St. Joseph Charter Township, Precinct 2",315,2
217098000003,"St. Joseph Charter Township, Precinct 3",305,0
217098000004,"St. Joseph Charter Township, Precinct 4",489,0
217974000001,"Three Oaks Township, Precinct 1",247,1
218452000001,"Watervliet Charter Township, Precinct 1",357,1
218512000001,"Weesaw Township, Precinct 1",222,0
