id,name,Mike Rogers,Write-in
210752001001,"City of Benton Harbor, Ward 1, Precinct 1",9,0
210752002001,"City of Benton Harbor, Ward 2, Precinct 2",6,1
210752003001,"City of Benton Harbor, Ward 3, Precinct 3",6,0
210752004001,"City of Benton Harbor, Ward 4, Precinct 4",3,0
211058000001,"City of Bridgman, Precinct 1",113,0
211140000001,"City of Buchanan, Precinct 1",161,0
211140000002,"City of Buchanan, Precinct 2",138,1
211732000001,"City of Coloma, Precinct 1",183,0
215722000001,"City of New Buffalo, Precinct 1",102,0
215776001001,"City of Niles, Ward 1, Precinct 1",49,0
215776002002,"City of Niles, Ward 2, Precinct 2",61,1
215776003003,"City of Niles, Ward 3, Precinct 3",66,1
215776004004,"City of Niles, Ward 4, Precinct 4",136,0
217096000001,"City of St. Joseph, Precinct 1",147,1
217096000002,"City of St. Joseph, Precinct 2",151,0
217096000003,"City of St. Joseph, Precinct 3",114,1
218450000001,"City of Watervliet, Precinct 1",147,1
210484000001,"Bainbridge Township, Precinct 1",441,1
210552000001,"Baroda Township, Precinct 1",255,0
210740000001,"Benton Charter Township, Precinct 1",65,0
210740000002,"Benton Charter Township, Precinct 2",25,0
210740000003,"Benton Charter Township, Precinct 3",31,0
210740000004,"Benton Charter Township, Precinct 4",104,1
210740000005,"Benton Charter Township, Precinct 5",49,1
210740000006,"Benton Charter Township, Precinct 6",9,0
210782000001,"Berrien Township, Precinct 1",144,0
210782000002,"Berrien Township, Precinct 2",147,0
210792000001,"Bertrand Charter Township, Precinct 1",158,1
211142000001,"Buchanan Charter Township, Precinct 1",233,1
211548000001,"Chikaming Township, Precinct 1",159,0
211734000001,"Coloma Charter Township, Precinct 1",376,0
213132000001,"Galien Township, Precinct 1",136,0
213586000001,"Hagar Township, Precinct 1",257,0
214426000001,"Lake Charter Township, Precinct 1",463,0
214760000001,"Lincoln Charter Township, Precinct 1",262,1
214760000002,"Lincoln Charter Township, Precinct 2",267,1
214760000003,"Lincoln Charter Township, Precinct 3",171,1
214760000004,"Lincoln Charter Township, Precinct 4",186,1
214760000005,"Lincoln Charter Township, Precinct 5",181,0
215723000001,"New Buffalo Township, Precinct 1",98,0
215778000001,"Niles Charter Township, Precinct 1",217,0
215778000002,"Niles Charter Township, Precinct 2",186,2
215778000003,"Niles Charter Township, Precinct 3",81,0
216118000001,"Oronoko Charter Township, Precinct 1",168,0
216118000002,"Oronoko Charter Township, Precinct 2",81,1
216448000001,"Pipestone Township, Precinct 1",298,0
217010000001,"Royalton Township, Precinct 1",372,2
217444000001,"Sodus Township, Precinct 1",269,0
217098000001,"St. Joseph Charter Township, Precinct 1",111,0
217098000002,"St. Joseph Charter Township, Precinct 2",155,1
217098000003,"St. Joseph Charter Township, Precinct 3",128,0
217098000004,"St. Joseph Charter Township, Precinct 4",200,0
217974000001,"Three Oaks Township, Precinct 1",126,1
218452000001,"Watervliet Charter Township, Precinct 1",355,1
218512000001,"Weesaw Township, Precinct 1",217,0
