id,name,board,registered,ballots,over_votes,under_votes,total,turnout,Mike Rogers
35620000001,"City of Munising, Precinct 1",,1698,553,0,0,197,32.57,197
autrain-township-precinct-1,"AuTrain Township, Precinct 1",,1114,421,0,0,225,37.79,225
31196000001,"Burt Township, Precinct 1",,453,240,0,0,123,52.98,123
33338000001,"Grand Island Township, Precinct 1",,29,17,0,0,3,58.62,3
34754000001,"Limestone Township, Precinct 1",,397,126,0,0,48,31.74,48
35236000001,"Mathias Township, Precinct 1",,479,139,0,0,53,29.02,53
35622000001,"Munising Township, Precinct 1",,1022,644,0,0,353,63.01,353
36082000001,"Onota Township, Precinct 1",,415,186,0,0,76,44.82,76
36916000001,"Rock River Township, Precinct 1",,1167,320,0,0,150,27.42,150
