id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
735602000001,"City of Mt. Pleasant, Precinct 1",307,6,85,0
735602000002,"City of Mt. Pleasant, Precinct 2",287,14,109,1
735602000003,"City of Mt. Pleasant, Precinct 3",206,1,49,0
731114000001,"Broomfield Township, Precinct 1",88,5,104,0
731558000001,"Chippewa Township, Precinct 1",121,19,110,0
731558000002,"Chippewa Township, Precinct 2",82,3,72,0
731688000001,"Coe Township, Precinct 1",101,2,49,0
731706000001,"Coldwater Township, Precinct 1",26,4,43,0
732114000001,"Deerfield Township, Precinct 1",97,2,32,0
732114000002,"Deerfield Township, Precinct 2",32,2,31,0
732168000001,"Denver Township, Precinct 1",37,8,54,0
733068000001,"Fremont Township, Precinct 1",52,2,52,0
733220000001,"Gilmore Township, Precinct 1",39,11,65,0
734116000001,"Isabella Township, Precinct 1",110,14,126,0
734766000001,"Lincoln Township, Precinct 1",93,3,119,0
735936000001,"Nottawa Township, Precinct 1",95,13,106,0
736930000001,"Rolland Township, Precinct 1",41,12,71,0
737320000001,"Sherman Township, Precinct 1",29,1,30,0
737320000002,"Sherman Township, Precinct 2",26,3,12,0
738134000001,"Union Charter Township, Precinct 1",223,8,89,0
738134000002,"Union Charter Township, Precinct 2",163,3,38,1
738200000001,"Vernon Township, Precinct 1",60,9,78,1
738804000001,"Wise Township, Precinct 1",30,10,53,0
