id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
735602000001,"City of Mt. Pleasant, Precinct 1",33,165,92,3,1
735602000002,"City of Mt. Pleasant, Precinct 2",49,243,132,13,1
735602000003,"City of Mt. Pleasant, Precinct 3",20,87,45,1,0
731114000001,"Broomfield Township, Precinct 1",36,109,91,3,3
731558000001,"Chippewa Township, Precinct 1",29,97,80,5,0
731558000002,"Chippewa Township, Precinct 2",20,67,55,3,0
731688000001,"Coe Township, Precinct 1",34,145,140,7,0
731706000001,"Coldwater Township, Precinct 1",14,51,35,2,0
732114000001,"Deerfield Township, Precinct 1",31,152,84,5,0
732114000002,"Deerfield Township, Precinct 2",28,86,42,1,0
732168000001,"Denver Township, Precinct 1",13,53,47,3,1
733068000001,"Fremont Township, Precinct 1",15,84,80,3,0
733220000001,"Gilmore Township, Precinct 1",31,101,84,2,0
734116000001,"Isabella Township, Precinct 1",25,101,68,5,0
734766000001,"Lincoln Township, Precinct 1",36,146,116,0,0
735936000001,"Nottawa Township, Precinct 1",57,134,101,7,1
736930000001,"Rolland Township, Precinct 1",18,73,50,2,0
737320000001,"Sherman Township, Precinct 1",29,105,101,6,0
737320000002,"Sherman Township, Precinct 2",41,94,57,1,0
738134000001,"Union Charter Township, Precinct 1",70,249,143,15,1
738134000002,"Union Charter Township, Precinct 2",33,105,75,3,0
738200000001,"Vernon Township, Precinct 1",25,89,59,7,1
738804000001,"Wise Township, Precinct 1",29,81,66,2,0
