id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
735602000001,"City of Mt. Pleasant, Precinct 1",720,224,3
735602000002,"City of Mt. Pleasant, Precinct 2",779,253,3
735602000003,"City of Mt. Pleasant, Precinct 3",491,103,3
731114000001,"Broomfield Township, Precinct 1",147,56,1
731558000001,"Chippewa Township, Precinct 1",187,65,1
731558000002,"Chippewa Township, Precinct 2",103,62,2
731688000001,"Coe Township, Precinct 1",244,120,2
731706000001,"Coldwater Township, Precinct 1",48,27,0
732114000001,"Deerfield Township, Precinct 1",267,59,1
732114000002,"Deerfield Township, Precinct 2",102,31,0
732168000001,"Denver Township, Precinct 1",65,44,0
733068000001,"Fremont Township, Precinct 1",80,35,0
733220000001,"Gilmore Township, Precinct 1",76,45,0
734116000001,"Isabella Township, Precinct 1",173,89,0
734766000001,"Lincoln Township, Precinct 1",134,89,0
735936000001,"Nottawa Township, Precinct 1",173,52,0
736930000001,"Rolland Township, Precinct 1",84,41,0
737320000001,"Sherman Township, Precinct 1",134,47,0
737320000002,"Sherman Township, Precinct 2",135,34,1
738134000001,"Union Charter Township, Precinct 1",615,208,3
738134000002,"Union Charter Township, Precinct 2",357,124,2
738200000001,"Vernon Township, Precinct 1",86,63,1
738804000001,"Wise Township, Precinct 1",61,38,0
