id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
735602000001,"City of Mt. Pleasant, Precinct 1",272,114,2
735602000002,"City of Mt. Pleasant, Precinct 2",281,119,2
735602000003,"City of Mt. Pleasant, Precinct 3",189,63,3
731114000001,"Broomfield Township, Precinct 1",144,55,1
731558000001,"Chippewa Township, Precinct 1",181,65,1
731558000002,"Chippewa Township, Precinct 2",92,62,2
731688000001,"Coe Township, Precinct 1",99,50,2
731706000001,"Coldwater Township, Precinct 1",47,27,0
732114000001,"Deerfield Township, Precinct 1",97,29,1
732114000002,"Deerfield Township, Precinct 2",47,18,0
732168000001,"Denver Township, Precinct 1",58,42,0
733068000001,"Fremont Township, Precinct 1",72,32,0
733220000001,"Gilmore Township, Precinct 1",75,44,0
734116000001,"Isabella Township, Precinct 1",165,84,0
734766000001,"Lincoln Township, Precinct 1",129,82,0
735936000001,"Nottawa Township, Precinct 1",165,49,0
736930000001,"Rolland Township, Precinct 1",84,40,0
737320000001,"Sherman Township, Precinct 1",37,21,0
737320000002,"Sherman Township, Precinct 2",29,11,1
738134000001,"Union Charter Township, Precinct 1",221,92,2
738134000002,"Union Charter Township, Precinct 2",136,62,2
738200000001,"Vernon Township, Precinct 1",86,62,1
738804000001,"Wise Township, Precinct 1",59,38,0
