id,name,Mike Rogers,Write-in
412636000001,"City of Escanaba, Precinct 1",177,2
412636000002,"City of Escanaba, Precinct 2",221,0
412636000003,"City of Escanaba, Precinct 3",184,3
412636000004,"City of Escanaba, Precinct 4",109,1
413230000001,"City of Gladstone, Precinct 1",156,0
413230000002,"City of Gladstone, Precinct 2",216,0
410490000001,"Baldwin Township, Precinct 1",156,0
410542000001,"Bark River Township, Precinct 1",262,3
410604000001,"Bay de Noc Township, Precinct 1",71,0
410998000001,"Brampton Township, Precinct 1",199,2
411828000001,"Cornell Township, Precinct 1",89,0
412614000001,"Ensign Township, Precinct 1",160,0
412638000001,"Escanaba Township, Precinct 1",277,1
412638000002,"Escanaba Township, Precinct 2",144,0
412696000001,"Fairbanks Township, Precinct 1",70,0
412938000001,"Ford River Township, Precinct 1",215,3
413140000001,"Garden Township, Precinct 1",129,1
415126000001,"Maple Ridge Township, Precinct 1",153,0
415222000001,"Masonville Township, Precinct 1",282,3
415650000001,"Nahma Township, Precinct 1",97,0
418524000001,"Wells Township, Precinct 1",439,4
