id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in
412636000001,"City of Escanaba, Precinct 1",149,24,2
412636000002,"City of Escanaba, Precinct 2",114,28,0
412636000003,"City of Escanaba, Precinct 3",135,34,1
412636000004,"City of Escanaba, Precinct 4",56,20,0
413230000001,"City of Gladstone, Precinct 1",124,24,0
413230000002,"City of Gladstone, Precinct 2",91,21,0
410490000001,"Baldwin Township, Precinct 1",60,10,0
410542000001,"Bark River Township, Precinct 1",95,12,1
410604000001,"Bay de Noc Township, Precinct 1",50,4,0
410998000001,"Brampton Township, Precinct 1",121,12,0
411828000001,"Cornell Township, Precinct 1",48,11,0
412614000001,"Ensign Township, Precinct 1",91,16,0
412638000001,"Escanaba Township, Precinct 1",59,15,0
412638000002,"Escanaba Township, Precinct 2",45,9,0
412696000001,"Fairbanks Township, Precinct 1",45,4,0
412938000001,"Ford River Township, Precinct 1",89,17,0
413140000001,"Garden Township, Precinct 1",105,13,0
415126000001,"Maple Ridge Township, Precinct 1",58,7,0
415222000001,"Masonville Township, Precinct 1",144,29,0
415650000001,"Nahma Township, Precinct 1",36,15,0
418524000001,"Wells Township, Precinct 1",147,33,2
