id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in,Justin Blackburn
1491194000001,"Burr Oak Township, Precinct 1",130,18,0,0
1491737000001,"Colon Township, Precinct 1",178,26,1,0
1491786000001,"Constantine Township, Precinct 1",131,18,0,0
1491786000002,"Constantine Township, Precinct 2",56,27,0,0
1492692000001,"Fabius Township, Precinct 1",298,45,0,0
1492754000001,"Fawn River Township, Precinct 1",66,12,0,0
1492906000001,"Florence Township, Precinct 1",51,8,0,0
1492914000001,"Flowerfield Township, Precinct 1",113,29,0,0
1494702000001,"Leonidas Township, Precinct 1",61,10,1,0
1494906000001,"Lockport Township, Precinct 1",75,35,0,0
1495300000001,"Mendon Township, Precinct 1",227,30,1,0
1495578000001,"Mottville Township, Precinct 1",53,11,0,0
1495940000001,"Nottawa Township, Precinct 1",78,24,1,0
1496248000001,"Park Township, Precinct 1",164,38,0,0
1497330000001,"Sherman Township, Precinct 1",221,15,1,0
1497698000001,"Sturgis Township, Precinct 1",91,14,0,0
1498694000001,"White Pigeon Township, Precinct 1",71,13,0,0
1497696000001,"City of Sturgis, Precinct 1",104,18,0,0
1497696000002,"City of Sturgis, Precinct 2",40,11,1,0
1497696000003,"City of Sturgis, Precinct 3",26,19,0,0
1497696000004,"City of Sturgis, Precinct 4",46,17,0,0
1497976000001,"City of Three Rivers, Precinct 1",120,31,0,0
1497976000002,"City of Three Rivers, Precinct 2",103,31,2,0
