id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in,Justin Blackburn
1491194000001,"Burr Oak Township, Precinct 1",0,0,0,0
1491737000001,"Colon Township, Precinct 1",0,0,0,0
1491786000001,"Constantine Township, Precinct 1",0,0,0,0
1491786000002,"Constantine Township, Precinct 2",0,0,0,0
1492692000001,"Fabius Township, Precinct 1",0,0,0,0
1492754000001,"Fawn River Township, Precinct 1",0,0,0,0
1492906000001,"Florence Township, Precinct 1",0,0,0,0
1492914000001,"Flowerfield Township, Precinct 1",0,0,0,0
1494702000001,"Leonidas Township, Precinct 1",0,0,0,0
1494906000001,"Lockport Township, Precinct 1",239,41,0,0
1495300000001,"Mendon Township, Precinct 1",0,0,0,0
1495578000001,"Mottville Township, Precinct 1",0,0,0,0
1495940000001,"Nottawa Township, Precinct 1",149,15,0,0
1496248000001,"Park Township, Precinct 1",0,0,0,0
1497330000001,"Sherman Township, Precinct 1",0,0,0,0
1497698000001,"Sturgis Township, Precinct 1",0,0,0,0
1498694000001,"White Pigeon Township, Precinct 1",149,16,0,0
1497696000001,"City of Sturgis, Precinct 1",120,9,0,0
1497696000002,"City of Sturgis, Precinct 2",44,4,0,0
1497696000003,"City of Sturgis, Precinct 3",21,6,0,0
1497696000004,"City of Sturgis, Precinct 4",96,11,1,0
1497976000001,"City of Three Rivers, Precinct 1",178,28,1,0
1497976000002,"City of Three Rivers, Precinct 2",164,24,0,0
