id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1491194000001,"Burr Oak Township, Precinct 1",49,131,126,7,0
1491737000001,"Colon Township, Precinct 1",30,194,191,12,1
1491786000001,"Constantine Township, Precinct 1",25,129,96,4,1
1491786000002,"Constantine Township, Precinct 2",15,57,58,2,0
1492692000001,"Fabius Township, Precinct 1",82,242,192,27,0
1492754000001,"Fawn River Township, Precinct 1",19,83,60,4,0
1492906000001,"Florence Township, Precinct 1",13,77,77,3,0
1492914000001,"Flowerfield Township, Precinct 1",31,135,87,12,0
1494702000001,"Leonidas Township, Precinct 1",22,65,71,6,0
1494906000001,"Lockport Township, Precinct 1",53,236,178,9,0
1495300000001,"Mendon Township, Precinct 1",56,211,152,10,1
1495578000001,"Mottville Township, Precinct 1",20,80,69,3,3
1495940000001,"Nottawa Township, Precinct 1",63,228,176,11,1
1496248000001,"Park Township, Precinct 1",41,185,138,9,1
1497330000001,"Sherman Township, Precinct 1",49,267,209,8,2
1497698000001,"Sturgis Township, Precinct 1",23,96,100,7,0
1498694000001,"White Pigeon Township, Precinct 1",68,237,174,8,1
1497696000001,"City of Sturgis, Precinct 1",43,116,119,7,5
1497696000002,"City of Sturgis, Precinct 2",14,40,37,1,0
1497696000003,"City of Sturgis, Precinct 3",13,65,43,1,0
1497696000004,"City of Sturgis, Precinct 4",36,82,79,5,1
1497976000001,"City of Three Rivers, Precinct 1",35,137,104,9,1
1497976000002,"City of Three Rivers, Precinct 2",24,99,99,7,0
