id,name,Abdul El-Sayed,Mallory McMorrow,Haley Stevens,Write-in
1154970000001,"City of Luna Pier, Precinct 1",71,5,71,0
1155502000001,"City of Monroe, Precinct 1",62,2,38,0
1155502000002,"City of Monroe, Precinct 2",72,5,27,0
,"City of Monroe, Precinct 3N",41,2,24,0
,"City of Monroe, Precinct 3S",25,3,27,0
1155502000004,"City of Monroe, Precinct 4",131,1,37,0
1155502000005,"City of Monroe, Precinct 5",90,2,41,0
1155502000006,"City of Monroe, Precinct 6",87,4,46,0
1156380000001,"City of Petersburg, Precinct 1",54,1,40,0
1150368000001,"Ash Township, Precinct 1",48,3,26,0
1150368000002,"Ash Township, Precinct 2",39,4,42,0
1150368000003,"Ash Township, Precinct 3",40,1,29,1
1150674000001,"Bedford Township, Precinct 1",14,2,13,0
1150674000002,"Bedford Township, Precinct 2",49,6,45,0
1150674000003,"Bedford Township, Precinct 3",51,3,29,0
1150674000004,"Bedford Township, Precinct 4",67,2,38,0
1150674000005,"Bedford Township, Precinct 5",58,7,38,0
1150674000006,"Bedford Township, Precinct 6",80,5,66,0
1150674000007,"Bedford Township, Precinct 7",42,7,35,0
1150674000008,"Bedford Township, Precinct 8",56,4,43,0
1150674000009,"Bedford Township, Precinct 9",32,0,34,0
1150674000010,"Bedford Township, Precinct 10",27,2,28,0
1150674000011,"Bedford Township, Precinct 11",53,5,33,0
1150674000012,"Bedford Township, Precinct 12",59,1,31,0
1150674000013,"Bedford Township, Precinct 13",55,4,36,0
1150674000014,"Bedford Township, Precinct 14",47,7,21,0
1150772000001,"Berlin Township, Precinct 1",51,0,41,0
1150772000002,"Berlin Township, Precinct 2",49,2,31,1
1150772000003,"Berlin Township, Precinct 3",46,1,40,0
1150772000004,"Berlin Township, Precinct 4",60,3,50,1
1152340000001,"Dundee Township, Precinct 1",106,13,92,0
1152340000002,"Dundee Township, Precinct 2",165,17,116,2
1152340000003,"Dundee Township, Precinct 3",172,16,151,0
1152632000001,"Erie Township, Precinct 1",75,7,33,0
1152688000001,"Exeter Township, Precinct 1",60,10,112,0
1152688000002,"Exeter Township, Precinct 2",76,14,162,0
1153082000001,"Frenchtown Township, Precinct 1",23,1,13,0
1153082000002,"Frenchtown Township, Precinct 2",28,3,25,1
1153082000003,"Frenchtown Township, Precinct 3",20,4,25,0
1153082000004,"Frenchtown Township, Precinct 4",39,5,26,0
1153082000005,"Frenchtown Township, Precinct 5",38,1,27,0
1153082000006,"Frenchtown Township, Precinct 6",46,3,29,0
1153082000007,"Frenchtown Township, Precinct 7",47,2,44,0
1153082000008,"Frenchtown Township, Precinct 8",44,4,38,0
1153082000009,"Frenchtown Township, Precinct 9",66,0,25,0
1154026000001,"Ida Township, Precinct 1",52,6,31,0
1154026000002,"Ida Township, Precinct 2",34,3,42,0
1154626000001,"La Salle Township, Precinct 1",42,2,35,0
1154626000002,"La Salle Township, Precinct 2",43,1,42,0
1154918000001,"London Township, Precinct 1",116,14,154,0
1155390000001,"Milan Township, Precinct 1",88,7,110,0
1155504000001,"Monroe Charter Township, Precinct 1",44,1,20,0
1155504000002,"Monroe Charter Township, Precinct 2",46,3,18,0
1155504000003,"Monroe Charter Township, Precinct 3",26,0,25,0
1155504000004,"Monroe Charter Township, Precinct 4",64,2,28,0
1155504000005,"Monroe Charter Township, Precinct 5",55,4,44,0
1155504000006,"Monroe Charter Township, Precinct 6",38,3,30,0
1156690000001,"Raisinville Township, Precinct 1",40,2,21,0
1156690000002,"Raisinville Township, Precinct 2",62,6,41,0
1157714000001,"Summerfield Township, Precinct 1",55,9,99,0
1158674000001,"Whiteford Township, Precinct 1",40,1,30,0
1158674000002,"Whiteford Township, Precinct 2",21,1,26,0
