id,name,Mike Cox,John James,Perry Johnson,Aric Nesbitt,Write-in
1154970000001,"City of Luna Pier, Precinct 1",29,49,40,0,0
1155502000001,"City of Monroe, Precinct 1",6,39,19,1,0
1155502000002,"City of Monroe, Precinct 2",5,44,29,0,0
,"City of Monroe, Precinct 3N",3,22,18,2,0
,"City of Monroe, Precinct 3S",4,13,5,0,0
1155502000004,"City of Monroe, Precinct 4",5,81,48,1,0
1155502000005,"City of Monroe, Precinct 5",23,71,39,0,1
1155502000006,"City of Monroe, Precinct 6",9,64,48,2,0
1156380000001,"City of Petersburg, Precinct 1",15,39,25,1,0
1150368000001,"Ash Township, Precinct 1",8,61,48,0,0
1150368000002,"Ash Township, Precinct 2",10,80,77,2,0
1150368000003,"Ash Township, Precinct 3",6,50,80,0,0
1150674000001,"Bedford Township, Precinct 1",11,29,23,0,0
1150674000002,"Bedford Township, Precinct 2",11,97,22,2,0
1150674000003,"Bedford Township, Precinct 3",10,68,49,1,1
1150674000004,"Bedford Township, Precinct 4",11,75,27,1,0
1150674000005,"Bedford Township, Precinct 5",12,52,20,2,0
1150674000006,"Bedford Township, Precinct 6",9,106,43,0,0
1150674000007,"Bedford Township, Precinct 7",12,85,21,2,0
1150674000008,"Bedford Township, Precinct 8",16,94,25,2,0
1150674000009,"Bedford Township, Precinct 9",15,60,19,0,0
1150674000010,"Bedford Township, Precinct 10",8,46,26,0,0
1150674000011,"Bedford Township, Precinct 11",18,75,41,1,1
1150674000012,"Bedford Township, Precinct 12",14,66,22,0,0
1150674000013,"Bedford Township, Precinct 13",19,69,29,1,0
1150674000014,"Bedford Township, Precinct 14",6,48,11,0,0
1150772000001,"Berlin Township, Precinct 1",16,51,59,0,0
1150772000002,"Berlin Township, Precinct 2",13,78,62,2,0
1150772000003,"Berlin Township, Precinct 3",26,61,53,1,0
1150772000004,"Berlin Township, Precinct 4",18,97,88,1,0
1152340000001,"Dundee Township, Precinct 1",24,57,62,1,0
1152340000002,"Dundee Township, Precinct 2",42,117,91,3,0
1152340000003,"Dundee Township, Precinct 3",50,143,132,4,0
1152632000001,"Erie Township, Precinct 1",17,118,86,2,0
1152688000001,"Exeter Township, Precinct 1",29,115,135,0,2
1152688000002,"Exeter Township, Precinct 2",39,110,109,5,0
1153082000001,"Frenchtown Township, Precinct 1",4,25,38,0,0
1153082000002,"Frenchtown Township, Precinct 2",7,53,40,0,0
1153082000003,"Frenchtown Township, Precinct 3",23,63,67,3,1
1153082000004,"Frenchtown Township, Precinct 4",1,41,28,1,0
1153082000005,"Frenchtown Township, Precinct 5",5,28,23,0,0
1153082000006,"Frenchtown Township, Precinct 6",11,83,63,0,0
1153082000007,"Frenchtown Township, Precinct 7",11,59,43,2,2
1153082000008,"Frenchtown Township, Precinct 8",11,49,56,0,2
1153082000009,"Frenchtown Township, Precinct 9",8,32,41,0,0
1154026000001,"Ida Township, Precinct 1",12,100,72,0,0
1154026000002,"Ida Township, Precinct 2",11,72,62,0,0
1154626000001,"La Salle Township, Precinct 1",14,79,57,2,0
1154626000002,"La Salle Township, Precinct 2",15,84,63,0,0
1154918000001,"London Township, Precinct 1",37,142,149,4,1
1155390000001,"Milan Township, Precinct 1",21,89,95,2,1
1155504000001,"Monroe Charter Township, Precinct 1",5,48,20,0,0
1155504000002,"Monroe Charter Township, Precinct 2",4,18,15,0,0
1155504000003,"Monroe Charter Township, Precinct 3",9,53,27,0,0
1155504000004,"Monroe Charter Township, Precinct 4",7,43,51,0,0
1155504000005,"Monroe Charter Township, Precinct 5",22,75,68,1,0
1155504000006,"Monroe Charter Township, Precinct 6",8,48,38,0,0
1156690000001,"Raisinville Township, Precinct 1",8,92,81,1,1
1156690000002,"Raisinville Township, Precinct 2",12,84,65,0,0
1157714000001,"Summerfield Township, Precinct 1",22,93,51,12,1
1158674000001,"Whiteford Township, Precinct 1",10,83,36,1,0
1158674000002,"Whiteford Township, Precinct 2",4,102,31,4,0
