id,name,Jocelyn Benson,Christopher Robert Swanson,Write-in,Justin Blackburn
1154970000001,"City of Luna Pier, Precinct 1",0,0,0,0
1155502000001,"City of Monroe, Precinct 1",197,19,0,0
1155502000002,"City of Monroe, Precinct 2",128,16,2,0
,"City of Monroe, Precinct 3N",76,12,0,0
,"City of Monroe, Precinct 3S",41,6,0,0
1155502000004,"City of Monroe, Precinct 4",249,22,1,0
1155502000005,"City of Monroe, Precinct 5",318,26,1,0
1155502000006,"City of Monroe, Precinct 6",159,32,0,0
1156380000001,"City of Petersburg, Precinct 1",0,0,0,0
1150368000001,"Ash Township, Precinct 1",147,23,0,0
1150368000002,"Ash Township, Precinct 2",216,24,1,0
1150368000003,"Ash Township, Precinct 3",128,23,1,0
1150674000001,"Bedford Township, Precinct 1",60,9,0,0
1150674000002,"Bedford Township, Precinct 2",132,13,0,0
1150674000003,"Bedford Township, Precinct 3",103,12,0,0
1150674000004,"Bedford Township, Precinct 4",162,33,0,0
1150674000005,"Bedford Township, Precinct 5",127,16,0,0
1150674000006,"Bedford Township, Precinct 6",182,26,0,0
1150674000007,"Bedford Township, Precinct 7",157,23,0,0
1150674000008,"Bedford Township, Precinct 8",161,16,1,0
1150674000009,"Bedford Township, Precinct 9",112,12,0,0
1150674000010,"Bedford Township, Precinct 10",86,14,0,0
1150674000011,"Bedford Township, Precinct 11",129,28,1,0
1150674000012,"Bedford Township, Precinct 12",156,16,0,0
1150674000013,"Bedford Township, Precinct 13",129,14,0,0
1150674000014,"Bedford Township, Precinct 14",104,15,0,0
1150772000001,"Berlin Township, Precinct 1",117,17,1,1
1150772000002,"Berlin Township, Precinct 2",167,22,0,0
1150772000003,"Berlin Township, Precinct 3",117,7,0,0
1150772000004,"Berlin Township, Precinct 4",146,28,0,0
1152340000001,"Dundee Township, Precinct 1",0,0,0,0
1152340000002,"Dundee Township, Precinct 2",0,0,0,0
1152340000003,"Dundee Township, Precinct 3",0,0,0,0
1152632000001,"Erie Township, Precinct 1",208,30,0,0
1152688000001,"Exeter Township, Precinct 1",0,0,0,0
1152688000002,"Exeter Township, Precinct 2",0,0,0,0
1153082000001,"Frenchtown Township, Precinct 1",78,5,0,0
1153082000002,"Frenchtown Township, Precinct 2",87,19,0,0
1153082000003,"Frenchtown Township, Precinct 3",116,20,0,0
1153082000004,"Frenchtown Township, Precinct 4",194,13,0,0
1153082000005,"Frenchtown Township, Precinct 5",95,15,0,0
1153082000006,"Frenchtown Township, Precinct 6",150,21,0,0
1153082000007,"Frenchtown Township, Precinct 7",222,28,0,0
1153082000008,"Frenchtown Township, Precinct 8",96,13,2,0
1153082000009,"Frenchtown Township, Precinct 9",134,12,0,0
1154026000001,"Ida Township, Precinct 1",105,13,1,0
1154026000002,"Ida Township, Precinct 2",112,8,0,0
1154626000001,"La Salle Township, Precinct 1",103,14,1,0
1154626000002,"La Salle Township, Precinct 2",162,27,0,0
1154918000001,"London Township, Precinct 1",0,0,0,0
1155390000001,"Milan Township, Precinct 1",0,0,0,0
1155504000001,"Monroe Charter Township, Precinct 1",133,19,0,0
1155504000002,"Monroe Charter Township, Precinct 2",63,9,0,0
1155504000003,"Monroe Charter Township, Precinct 3",101,12,0,0
1155504000004,"Monroe Charter Township, Precinct 4",142,16,0,0
1155504000005,"Monroe Charter Township, Precinct 5",190,19,1,0
1155504000006,"Monroe Charter Township, Precinct 6",119,12,0,0
1156690000001,"Raisinville Township, Precinct 1",179,24,0,0
1156690000002,"Raisinville Township, Precinct 2",235,24,0,0
1157714000001,"Summerfield Township, Precinct 1",63,23,0,0
1158674000001,"Whiteford Township, Precinct 1",102,8,0,0
1158674000002,"Whiteford Township, Precinct 2",55,7,0,0
